pp_no,condition,bin,bin_no,trial,muscle,rms,outlier1.5SD
pp4812,913,bin_20,20,trial1,brow,9.8602,TRUE
pp4812,913,bin_0,0,trial8,cheek,10.9731,TRUE
pp4812,913,bin_1,1,trial8,cheek,7.417,TRUE
pp4812,913,bin_2,2,trial8,cheek,8.5588,TRUE
pp4812,913,bin_3,3,trial8,cheek,13.0084,TRUE
pp4812,913,bin_4,4,trial8,cheek,10.3093,TRUE
pp4812,913,bin_5,5,trial8,cheek,9.8066,TRUE
pp4812,913,bin_6,6,trial8,cheek,9.4727,TRUE
pp4812,913,bin_7,7,trial8,cheek,6.4377,TRUE
pp4812,913,bin_8,8,trial8,cheek,10.5224,TRUE
pp4812,913,bin_9,9,trial8,cheek,9.3196,TRUE
pp4812,913,bin_10,10,trial8,cheek,6.3546,TRUE
pp4812,913,bin_11,11,trial8,cheek,9.9966,TRUE
pp4812,913,bin_12,12,trial8,cheek,5.9479,TRUE
pp4812,913,bin_13,13,trial8,cheek,4.8308,TRUE
pp4812,913,bin_14,14,trial8,cheek,3.1825,TRUE
pp4812,913,bin_15,15,trial8,cheek,3.7968,TRUE
pp4812,913,bin_16,16,trial8,cheek,3.4363,TRUE
pp4812,913,bin_17,17,trial8,cheek,4.0759,TRUE
pp4812,913,bin_18,18,trial8,cheek,3.8596,TRUE
pp4812,913,bin_19,19,trial8,cheek,3.5727,TRUE
pp4812,913,bin_20,20,trial8,cheek,2.9473,TRUE
pp482,285,bin_0,0,trial1,brow,44.257,TRUE
pp482,285,bin_1,1,trial1,brow,8.6104,TRUE
pp482,285,bin_2,2,trial1,brow,6.4006,TRUE
pp482,285,bin_3,3,trial1,brow,7.0731,TRUE
pp482,285,bin_4,4,trial1,brow,9.3108,TRUE
pp482,285,bin_5,5,trial1,brow,8.4217,TRUE
pp482,285,bin_6,6,trial1,brow,6.2021,TRUE
pp482,285,bin_7,7,trial1,brow,5.3406,TRUE
pp482,285,bin_8,8,trial1,brow,4.7673,TRUE
pp482,285,bin_9,9,trial1,brow,4.4529,TRUE
pp482,285,bin_10,10,trial1,brow,2.2961,TRUE
pp482,285,bin_11,11,trial1,brow,3.1166,TRUE
pp482,285,bin_12,12,trial1,brow,1.5342,TRUE
pp482,285,bin_13,13,trial1,brow,2.0989,TRUE
pp482,285,bin_14,14,trial1,brow,2.8172,TRUE
pp482,285,bin_15,15,trial1,brow,3.6922,TRUE
pp482,285,bin_16,16,trial1,brow,3.5722,TRUE
pp482,285,bin_17,17,trial1,brow,1.8241,TRUE
pp482,285,bin_18,18,trial1,brow,1.3064,TRUE
pp482,285,bin_19,19,trial1,brow,1.4567,TRUE
pp482,285,bin_20,20,trial1,brow,1.1979,TRUE
pp482,913,bin_0,0,trial1,brow,36.6148,TRUE
pp482,913,bin_1,1,trial1,brow,35.9268,TRUE
pp482,913,bin_2,2,trial1,brow,27.3071,TRUE
pp482,913,bin_3,3,trial1,brow,19.8511,TRUE
pp482,913,bin_4,4,trial1,brow,22.9056,TRUE
pp482,913,bin_5,5,trial1,brow,16.5229,TRUE
pp482,913,bin_6,6,trial1,brow,33.6072,TRUE
pp482,913,bin_7,7,trial1,brow,32.6484,TRUE
pp482,913,bin_8,8,trial1,brow,24.073,TRUE
pp482,913,bin_9,9,trial1,brow,17.7846,TRUE
pp482,913,bin_10,10,trial1,brow,24.1174,TRUE
pp482,913,bin_11,11,trial1,brow,16.1902,TRUE
pp482,913,bin_12,12,trial1,brow,14.9544,TRUE
pp482,913,bin_13,13,trial1,brow,6.8805,TRUE
pp482,913,bin_14,14,trial1,brow,8.9084,TRUE
pp482,913,bin_15,15,trial1,brow,8.075,TRUE
pp482,913,bin_16,16,trial1,brow,8.1438,TRUE
pp482,913,bin_17,17,trial1,brow,9.2535,TRUE
pp482,913,bin_18,18,trial1,brow,5.4815,TRUE
