"","pp_no","condition","trial","muscle","bin","Zdiff"
"341","pp481","673","trial1","cheek","diff_bin1",-0.0236737633586099
"342","pp481","673","trial1","cheek","diff_bin2",-0.0694773489872247
"343","pp481","673","trial1","cheek","diff_bin3",-0.0822148629682158
"344","pp481","673","trial1","cheek","diff_bin4",-0.143880605257141
"345","pp481","673","trial1","cheek","diff_bin5",-0.0226077087974302
"346","pp481","673","trial1","cheek","diff_bin6",-0.0969006835610181
"347","pp481","673","trial1","cheek","diff_bin7",-0.126088522236074
"348","pp481","673","trial1","cheek","diff_bin8",-0.043524434497817
"349","pp481","673","trial1","cheek","diff_bin9",-0.0531373057994885
"350","pp481","673","trial1","cheek","diff_bin10",-0.127963307843666
"351","pp481","673","trial1","cheek","diff_bin11",-0.0186743350716986
"352","pp481","673","trial1","cheek","diff_bin12",0.263297096360315
"353","pp481","673","trial1","cheek","diff_bin13",1.74423068434938
"354","pp481","673","trial1","cheek","diff_bin14",4.02431920795102
"355","pp481","673","trial1","cheek","diff_bin15",1.56217429765137
"356","pp481","673","trial1","cheek","diff_bin16",1.40528047464742
"357","pp481","673","trial1","cheek","diff_bin17",1.53109329311767
"358","pp481","673","trial1","cheek","diff_bin18",2.24387942902364
"359","pp481","673","trial1","cheek","diff_bin19",2.83735935533277
"360","pp481","673","trial1","cheek","diff_bin20",3.4144808582031
"361","pp481","673","trial2","brow","diff_bin1",0.134942581193902
"362","pp481","673","trial2","brow","diff_bin2",0.099777677640415
"363","pp481","673","trial2","brow","diff_bin3",0.0398260881328951
"364","pp481","673","trial2","brow","diff_bin4",-0.185069629723278
"365","pp481","673","trial2","brow","diff_bin5",-0.279812712969913
"366","pp481","673","trial2","brow","diff_bin6",-0.260240888216599
"367","pp481","673","trial2","brow","diff_bin7",-0.514339828796797
"368","pp481","673","trial2","brow","diff_bin8",-0.325188443516413
"369","pp481","673","trial2","brow","diff_bin9",-0.175219336344143
"370","pp481","673","trial2","brow","diff_bin10",-0.320565887538491
"371","pp481","673","trial2","brow","diff_bin11",-0.510863254662984
"372","pp481","673","trial2","brow","diff_bin12",-0.364344969223536
"373","pp481","673","trial2","brow","diff_bin13",-0.461019482544511
"374","pp481","673","trial2","brow","diff_bin14",-0.401196655041947
"375","pp481","673","trial2","brow","diff_bin15",-0.704109271700969
"376","pp481","673","trial2","brow","diff_bin16",-0.644093301190971
"377","pp481","673","trial2","brow","diff_bin17",-0.591635660371892
"378","pp481","673","trial2","brow","diff_bin18",-0.369843106835158
"379","pp481","673","trial2","brow","diff_bin19",-0.457826184821602
"380","pp481","673","trial2","brow","diff_bin20",-0.430013591751103
"381","pp481","673","trial2","cheek","diff_bin1",-0.168804225687479
"382","pp481","673","trial2","cheek","diff_bin2",-0.209755425037621
"383","pp481","673","trial2","cheek","diff_bin3",-0.156691640242352
"384","pp481","673","trial2","cheek","diff_bin4",-0.122118388008233
"385","pp481","673","trial2","cheek","diff_bin5",-0.0362458550801077
"386","pp481","673","trial2","cheek","diff_bin6",-0.146288418145323
"387","pp481","673","trial2","cheek","diff_bin7",-0.0607834902382941
"388","pp481","673","trial2","cheek","diff_bin8",-0.100981099295188
"389","pp481","673","trial2","cheek","diff_bin9",0.609195040960998
"390","pp481","673","trial2","cheek","diff_bin10",0.292007048507946
"391","pp481","673","trial2","cheek","diff_bin11",0.814042938966982
"392","pp481","673","trial2","cheek","diff_bin12",0.336910001834875
"393","pp481","673","trial2","cheek","diff_bin13",0.945424973506844
"394","pp481","673","trial2","cheek","diff_bin14",2.31980824613111
"395","pp481","673","trial2","cheek","diff_bin15",1.25467269750421
"396","pp481","673","trial2","cheek","diff_bin16",1.03157321020079
"397","pp481","673","trial2","cheek","diff_bin17",1.09636359516904
"398","pp481","673","trial2","cheek","diff_bin18",1.45981467952707
"399","pp481","673","trial2","cheek","diff_bin19",1.64128289819132
"400","pp481","673","trial2","cheek","diff_bin20",1.72290959312579
"401","pp481","673","trial3","brow","diff_bin1",-0.131981055079914
"402","pp481","673","trial3","brow","diff_bin2",-0.342944723999847
"403","pp481","673","trial3","brow","diff_bin3",-0.404338447962874
"404","pp481","673","trial3","brow","diff_bin4",-0.636702362106496
"405","pp481","673","trial3","brow","diff_bin5",-0.397372423494754
"406","pp481","673","trial3","brow","diff_bin6",-0.250944271458775
"407","pp481","673","trial3","brow","diff_bin7",-0.508622795776749
"408","pp481","673","trial3","brow","diff_bin8",-0.370268021451513
