"","pp_no","condition","trial","muscle","bin","Zdiff"
"247","pp481","673","trial5","brow","diff_bin7",0.30049707522526
"248","pp481","673","trial5","brow","diff_bin8",-0.0937423610755655
"249","pp481","673","trial5","brow","diff_bin9",0.215856710370293
"250","pp481","673","trial5","brow","diff_bin10",-0.114324352529351
"251","pp481","673","trial5","cheek","diff_bin1",-0.38976099735273
"252","pp481","673","trial5","cheek","diff_bin2",0.0712324352398837
"253","pp481","673","trial5","cheek","diff_bin3",-0.473709143655003
"254","pp481","673","trial5","cheek","diff_bin4",-0.0585900840490081
"255","pp481","673","trial5","cheek","diff_bin5",-0.396852451599063
"256","pp481","673","trial5","cheek","diff_bin6",-0.578711573081731
"257","pp481","673","trial5","cheek","diff_bin7",-0.693788758196353
"258","pp481","673","trial5","cheek","diff_bin8",-0.508603989205059
"259","pp481","673","trial5","cheek","diff_bin9",-0.648281184567302
"260","pp481","673","trial5","cheek","diff_bin10",-0.508530629333545
"261","pp481","673","trial6","brow","diff_bin1",0.0614671744771203
"262","pp481","673","trial6","brow","diff_bin2",3.11345670720622
"263","pp481","673","trial6","brow","diff_bin3",4.02700192787684
"264","pp481","673","trial6","brow","diff_bin4",1.24149588449639
"265","pp481","673","trial6","brow","diff_bin5",-0.409589829926915
"266","pp481","673","trial6","brow","diff_bin6",0.0130215945930719
"267","pp481","673","trial6","brow","diff_bin7",0.320078667094439
"268","pp481","673","trial6","brow","diff_bin8",-0.366769447707129
"269","pp481","673","trial6","brow","diff_bin9",1.10768834005701
"270","pp481","673","trial6","brow","diff_bin10",2.95650877237536
"271","pp481","673","trial6","cheek","diff_bin1",-0.0439670163272608
"272","pp481","673","trial6","cheek","diff_bin2",0.0550443569258419
"273","pp481","673","trial6","cheek","diff_bin3",-0.197876026763178
"274","pp481","673","trial6","cheek","diff_bin4",-0.371054230116716
"275","pp481","673","trial6","cheek","diff_bin5",0.00474393835789111
"276","pp481","673","trial6","cheek","diff_bin6",-0.142146977703207
"277","pp481","673","trial6","cheek","diff_bin7",-0.242870081291632
"278","pp481","673","trial6","cheek","diff_bin8",-0.407098380320488
"279","pp481","673","trial6","cheek","diff_bin9",0.631946386510233
"280","pp481","673","trial6","cheek","diff_bin10",0.577415548684988
"281","pp481","673","trial7","brow","diff_bin1",0.280636683471847
"282","pp481","673","trial7","brow","diff_bin2",0.00685519715353158
"283","pp481","673","trial7","brow","diff_bin3",0.147124338909884
"284","pp481","673","trial7","brow","diff_bin4",-0.47377940327362
"285","pp481","673","trial7","brow","diff_bin5",0.209001513216761
"286","pp481","673","trial7","brow","diff_bin6",-0.423480624159071
"287","pp481","673","trial7","brow","diff_bin7",-0.485685798329754
"288","pp481","673","trial7","brow","diff_bin8",-0.192421120101401
"289","pp481","673","trial7","brow","diff_bin9",-0.160769133244186
"290","pp481","673","trial7","brow","diff_bin10",-0.40926183006311
"291","pp481","673","trial7","cheek","diff_bin1",0.285663339674672
"292","pp481","673","trial7","cheek","diff_bin2",-0.166942614274866
"293","pp481","673","trial7","cheek","diff_bin3",0.193474434472351
"294","pp481","673","trial7","cheek","diff_bin4",0.830140306049971
"295","pp481","673","trial7","cheek","diff_bin5",0.974536986479601
"296","pp481","673","trial7","cheek","diff_bin6",1.35273157742366
"297","pp481","673","trial7","cheek","diff_bin7",4.87877380173365
"298","pp481","673","trial7","cheek","diff_bin8",2.77823614738899
"299","pp481","673","trial7","cheek","diff_bin9",2.34074232697129
"300","pp481","673","trial7","cheek","diff_bin10",3.01824519369158
"301","pp481","673","trial8","brow","diff_bin1",0.0129231946339302
"302","pp481","673","trial8","brow","diff_bin2",-0.372804645201147
"303","pp481","673","trial8","brow","diff_bin3",-0.393583436573215
"304","pp481","673","trial8","brow","diff_bin4",-0.685126115516589
"305","pp481","673","trial8","brow","diff_bin5",-0.339873458875091
"306","pp481","673","trial8","brow","diff_bin6",-0.400701033617791
"307","pp481","673","trial8","brow","diff_bin7",-0.069798371017776
"308","pp481","673","trial8","brow","diff_bin8",-0.724879699009796
"309","pp481","673","trial8","brow","diff_bin9",-0.411492229136986
"310","pp481","673","trial8","brow","diff_bin10",-0.788298472676558
"311","pp481","673","trial8","cheek","diff_bin1",0.0965415909121387
"312","pp481","673","trial8","cheek","diff_bin2",0.0367532956284055
"313","pp481","673","trial8","cheek","diff_bin3",0.244483998464935
"314","pp481","673","trial8","cheek","diff_bin4",0.165940029364178
"315","pp481","673","trial8","cheek","diff_bin5",0.142220337574721
"316","pp481","673","trial8","cheek","diff_bin6",0.597613966641783
"317","pp481","673","trial8","cheek","diff_bin7",1.33297331869595
"318","pp481","673","trial8","cheek","diff_bin8",0.61558713516266
"319","pp481","673","trial8","cheek","diff_bin9",2.48066405523858
"320","pp481","673","trial8","cheek","diff_bin10",2.55832770588117
"321","pp4811","429","trial1","brow","diff_bin1",-0.00338743366863448
"322","pp4811","429","trial1","brow","diff_bin2",-1.18645473494587
"323","pp4811","429","trial1","brow","diff_bin3",-1.02195705679275
"324","pp4811","429","trial1","brow","diff_bin4",-0.832650691771502
"325","pp4811","429","trial1","brow","diff_bin5",-0.461641409963636
"326","pp4811","429","trial1","brow","diff_bin6",-0.460106098300874
"327","pp4811","429","trial1","brow","diff_bin7",0.287883121781156
"328","pp4811","429","trial1","brow","diff_bin8",0.936686334443453
"329","pp4811","429","trial1","brow","diff_bin9",0.0793488059357866
"330","pp4811","429","trial1","brow","diff_bin10",-0.586757125465579
"331","pp4811","429","trial1","cheek","diff_bin1",0.632249198703402
"332","pp4811","429","trial1","cheek","diff_bin2",-0.120155956314674
"333","pp4811","429","trial1","cheek","diff_bin3",-0.936820340717155
"334","pp4811","429","trial1","cheek","diff_bin4",-0.316454698132786
"335","pp4811","429","trial1","cheek","diff_bin5",-0.702890337855436
"336","pp4811","429","trial1","cheek","diff_bin6",-0.718074881785313
"337","pp4811","429","trial1","cheek","diff_bin7",0.346823785992538
"338","pp4811","429","trial1","cheek","diff_bin8",2.85909557589788
"339","pp4811","429","trial1","cheek","diff_bin9",0.423626769058144
"340","pp4811","429","trial1","cheek","diff_bin10",0.867059464981345
"341","pp4811","429","trial2","brow","diff_bin1",2.03387366271156
"342","pp4811","429","trial2","brow","diff_bin2",-0.0482770222846415
"343","pp4811","429","trial2","brow","diff_bin3",0.383267405083572
"344","pp4811","429","trial2","brow","diff_bin4",-0.727104107463182
"345","pp4811","429","trial2","brow","diff_bin5",0.13179310273364
"346","pp4811","429","trial2","brow","diff_bin6",-1.17887565673763
"347","pp4811","429","trial2","brow","diff_bin7",-1.11254044489574
"348","pp4811","429","trial2","brow","diff_bin8",-0.192571948557918
"349","pp4811","429","trial2","brow","diff_bin9",-0.678071614360355
"350","pp4811","429","trial2","brow","diff_bin10",-0.293829408221061
"351","pp4811","429","trial2","cheek","diff_bin1",-0.760547591618154
"352","pp4811","429","trial2","cheek","diff_bin2",-1.37013000735377
"353","pp4811","429","trial2","cheek","diff_bin3",0.0101230292865841
"354","pp4811","429","trial2","cheek","diff_bin4",-0.910412438230413
"355","pp4811","429","trial2","cheek","diff_bin5",-0.807201552678065
"356","pp4811","429","trial2","cheek","diff_bin6",1.32523657312631
"357","pp4811","429","trial2","cheek","diff_bin7",-0.545323186351211
"358","pp4811","429","trial2","cheek","diff_bin8",1.0631381409454
"359","pp4811","429","trial2","cheek","diff_bin9",-0.259897773640347
