pp_no,condition,trial,muscle,bin,Zdiff
pp4810,285,trial3,brow,diff_bin5,0.100495983027624
pp4810,285,trial3,brow,diff_bin6,0.118291075211636
pp4810,285,trial3,brow,diff_bin7,-0.10193604829107
pp4810,285,trial3,brow,diff_bin8,-0.249919897744235
pp4810,285,trial3,brow,diff_bin9,0.869147961026014
pp4810,285,trial3,brow,diff_bin10,0.185665557180002
pp4810,285,trial3,cheek,diff_bin1,-0.207747622584578
pp4810,285,trial3,cheek,diff_bin2,-0.60981419587219
pp4810,285,trial3,cheek,diff_bin3,-0.296317727277216
pp4810,285,trial3,cheek,diff_bin4,-0.183691160558081
pp4810,285,trial3,cheek,diff_bin5,0.359430929075063
pp4810,285,trial3,cheek,diff_bin6,-0.477192445644614
pp4810,285,trial3,cheek,diff_bin7,-0.153177110083333
pp4810,285,trial3,cheek,diff_bin8,-0.197913415598326
pp4810,285,trial3,cheek,diff_bin9,0.189043956765788
pp4810,285,trial3,cheek,diff_bin10,0.0468680877256197
pp4810,285,trial4,brow,diff_bin1,0.0868667939271529
pp4810,285,trial4,brow,diff_bin2,-0.0654201076822611
pp4810,285,trial4,brow,diff_bin3,-0.2167641094168
pp4810,285,trial4,brow,diff_bin4,-0.349010102776591
pp4810,285,trial4,brow,diff_bin5,-0.0686602545250147
pp4810,285,trial4,brow,diff_bin6,-0.202243451343719
pp4810,285,trial4,brow,diff_bin7,-0.189505731215858
pp4810,285,trial4,brow,diff_bin8,-0.337952458789416
pp4810,285,trial4,brow,diff_bin9,0.0580826322923217
pp4810,285,trial4,brow,diff_bin10,-0.44842603685663
pp4810,285,trial4,cheek,diff_bin1,0.808816843256968
pp4810,285,trial4,cheek,diff_bin2,-0.149691568366687
pp4810,285,trial4,cheek,diff_bin3,0.106806956888663
pp4810,285,trial4,cheek,diff_bin4,-0.180127816570974
pp4810,285,trial4,cheek,diff_bin5,0.0142066945861524
pp4810,285,trial4,cheek,diff_bin6,0.0170386972309277
pp4810,285,trial4,cheek,diff_bin7,0.165205341096582
pp4810,285,trial4,cheek,diff_bin8,-0.133726542468119
pp4810,285,trial4,cheek,diff_bin9,0.491290217052122
pp4810,285,trial4,cheek,diff_bin10,NA
pp4810,285,trial5,brow,diff_bin1,0.00593169739467042
pp4810,285,trial5,brow,diff_bin2,0.0139720617822439
pp4810,285,trial5,brow,diff_bin3,-0.41976188066042
pp4810,285,trial5,brow,diff_bin4,-0.23293055636239
pp4810,285,trial5,brow,diff_bin5,0.0567454288334078
pp4810,285,trial5,brow,diff_bin6,-0.187757080538816
pp4810,285,trial5,brow,diff_bin7,-0.412012958052353
pp4810,285,trial5,brow,diff_bin8,0.0126520019574184
pp4810,285,trial5,brow,diff_bin9,-0.241176644359027
pp4810,285,trial5,brow,diff_bin10,-0.121754089297541
pp4810,285,trial5,cheek,diff_bin1,-0.206580588527665
pp4810,285,trial5,cheek,diff_bin2,-0.196917546536427
pp4810,285,trial5,cheek,diff_bin3,-0.259921825155628
pp4810,285,trial5,cheek,diff_bin4,-0.284460661258982
pp4810,285,trial5,cheek,diff_bin5,-0.213193781516838
pp4810,285,trial5,cheek,diff_bin6,-0.174946185358281
pp4810,285,trial5,cheek,diff_bin7,-0.0179567640223656
pp4810,285,trial5,cheek,diff_bin8,-0.200029637354861
pp4810,285,trial5,cheek,diff_bin9,-0.207249688053628
pp4810,285,trial5,cheek,diff_bin10,NA
pp4810,285,trial6,brow,diff_bin1,0.0306185304823161
