pp_no,condition,emotion,bin,bin_no,trial,muscle,rms,bl_outlier
pp422,dyn,828,bin_1,1,trial4,cheek,40.5471,TRUE
pp422,dyn,828,bin_2,2,trial4,cheek,28.3085,TRUE
pp422,dyn,828,bin_3,3,trial4,cheek,34.8882,TRUE
pp422,dyn,828,bin_4,4,trial4,cheek,23.6948,TRUE
pp422,dyn,828,bin_5,5,trial4,cheek,26.8002,TRUE
pp422,dyn,828,bin_6,6,trial4,cheek,17.956,TRUE
pp422,dyn,828,bin_0,0,trial8,brow,10.5968,TRUE
pp422,dyn,828,bin_1,1,trial8,brow,10.7917,TRUE
pp422,dyn,828,bin_2,2,trial8,brow,10.0966,TRUE
pp422,dyn,828,bin_3,3,trial8,brow,10.9343,TRUE
pp422,dyn,828,bin_4,4,trial8,brow,7.7041,TRUE
pp422,dyn,828,bin_5,5,trial8,brow,8.8485,TRUE
pp422,dyn,828,bin_6,6,trial8,brow,9.4427,TRUE
pp422,dyn,929,bin_0,0,trial4,cheek,11.5542,TRUE
pp422,dyn,929,bin_1,1,trial4,cheek,10.8505,TRUE
pp422,dyn,929,bin_2,2,trial4,cheek,9.1165,TRUE
pp422,dyn,929,bin_3,3,trial4,cheek,6.0159,TRUE
pp422,dyn,929,bin_4,4,trial4,cheek,5.7171,TRUE
pp422,dyn,929,bin_5,5,trial4,cheek,21.0195,TRUE
pp422,dyn,929,bin_6,6,trial4,cheek,36.0065,TRUE
pp423,dyn,626,bin_0,0,trial6,cheek,9.8752,TRUE
pp423,dyn,626,bin_1,1,trial6,cheek,8.7389,TRUE
pp423,dyn,626,bin_2,2,trial6,cheek,10.2922,TRUE
pp423,dyn,626,bin_3,3,trial6,cheek,8.8838,TRUE
pp423,dyn,626,bin_4,4,trial6,cheek,9.4118,TRUE
pp423,dyn,626,bin_5,5,trial6,cheek,6.9867,TRUE
pp423,dyn,626,bin_6,6,trial6,cheek,7.483,TRUE
pp423,dyn,727,bin_0,0,trial1,brow,7.8564,TRUE
pp423,dyn,727,bin_1,1,trial1,brow,7.9442,TRUE
pp423,dyn,727,bin_2,2,trial1,brow,7.5716,TRUE
pp423,dyn,727,bin_3,3,trial1,brow,5.0654,TRUE
pp423,dyn,727,bin_4,4,trial1,brow,4.0414,TRUE
pp423,dyn,727,bin_5,5,trial1,brow,4.7437,TRUE
pp423,dyn,727,bin_6,6,trial1,brow,4.6156,TRUE
pp423,dyn,727,bin_0,0,trial5,cheek,6.1734,TRUE
pp423,dyn,727,bin_1,1,trial5,cheek,5.1662,TRUE
pp423,dyn,727,bin_2,2,trial5,cheek,4.4918,TRUE
pp423,dyn,727,bin_3,3,trial5,cheek,6.7128,TRUE
pp423,dyn,727,bin_4,4,trial5,cheek,5.1893,TRUE
pp423,dyn,727,bin_5,5,trial5,cheek,3.3315,TRUE
pp423,dyn,727,bin_6,6,trial5,cheek,3.1187,TRUE
pp423,dyn,828,bin_0,0,trial6,cheek,6.7837,TRUE
pp423,dyn,828,bin_1,1,trial6,cheek,4.7293,TRUE
pp423,dyn,828,bin_2,2,trial6,cheek,13.0244,TRUE
pp423,dyn,828,bin_3,3,trial6,cheek,13.4732,TRUE
pp423,dyn,828,bin_4,4,trial6,cheek,4.0008,TRUE
pp423,dyn,828,bin_5,5,trial6,cheek,3.42,TRUE
pp423,dyn,828,bin_6,6,trial6,cheek,3.1653,TRUE
pp423,dyn,929,bin_0,0,trial2,brow,20.4143,TRUE
pp423,dyn,929,bin_1,1,trial2,brow,17.4054,TRUE
pp423,dyn,929,bin_2,2,trial2,brow,17.6251,TRUE
pp423,dyn,929,bin_3,3,trial2,brow,17.4997,TRUE
pp423,dyn,929,bin_4,4,trial2,brow,10.8937,TRUE
pp423,dyn,929,bin_5,5,trial2,brow,7.402,TRUE
pp423,dyn,929,bin_6,6,trial2,brow,6.8572,TRUE
pp423,dyn,929,bin_0,0,trial8,cheek,10.5183,TRUE
pp423,dyn,929,bin_1,1,trial8,cheek,6.2892,TRUE
pp423,dyn,929,bin_2,2,trial8,cheek,3.4526,TRUE
pp423,dyn,929,bin_3,3,trial8,cheek,3.3419,TRUE
pp423,dyn,929,bin_4,4,trial8,cheek,3.3562,TRUE
pp423,dyn,929,bin_5,5,trial8,cheek,3.3335,TRUE
pp423,dyn,929,bin_6,6,trial8,cheek,8.7847,TRUE
pp424,dyn,626,bin_0,0,trial1,brow,12.1757,TRUE
pp424,dyn,626,bin_1,1,trial1,brow,14.6756,TRUE
pp424,dyn,626,bin_2,2,trial1,brow,6.2282,TRUE
pp424,dyn,626,bin_3,3,trial1,brow,5.454,TRUE
pp424,dyn,626,bin_4,4,trial1,brow,5.1963,TRUE
pp424,dyn,626,bin_5,5,trial1,brow,4.0358,TRUE
pp424,dyn,626,bin_6,6,trial1,brow,4.3359,TRUE
pp424,dyn,626,bin_0,0,trial1,cheek,42.6732,TRUE
pp424,dyn,626,bin_1,1,trial1,cheek,22.3281,TRUE
pp424,dyn,626,bin_2,2,trial1,cheek,11.675,TRUE
pp424,dyn,626,bin_3,3,trial1,cheek,3.794,TRUE
pp424,dyn,626,bin_4,4,trial1,cheek,5.6386,TRUE
pp424,dyn,626,bin_5,5,trial1,cheek,4.2949,TRUE
pp424,dyn,626,bin_6,6,trial1,cheek,4.3701,TRUE
pp424,dyn,727,bin_0,0,trial3,cheek,8.3577,TRUE
pp424,dyn,727,bin_1,1,trial3,cheek,6.4639,TRUE
pp424,dyn,727,bin_2,2,trial3,cheek,11.9887,TRUE
pp424,dyn,727,bin_3,3,trial3,cheek,30.0401,TRUE
pp424,dyn,727,bin_4,4,trial3,cheek,44.1235,TRUE
pp424,dyn,727,bin_5,5,trial3,cheek,17.0166,TRUE
pp424,dyn,727,bin_6,6,trial3,cheek,8.6512,TRUE
pp424,dyn,828,bin_0,0,trial1,cheek,20.121,TRUE
pp424,dyn,828,bin_1,1,trial1,cheek,13.2163,TRUE
pp424,dyn,828,bin_2,2,trial1,cheek,7.716,TRUE
pp424,dyn,828,bin_3,3,trial1,cheek,4.8246,TRUE
pp424,dyn,828,bin_4,4,trial1,cheek,6.5446,TRUE
pp424,dyn,828,bin_5,5,trial1,cheek,7.2596,TRUE
pp424,dyn,828,bin_6,6,trial1,cheek,5.829,TRUE
pp424,dyn,828,bin_0,0,trial5,brow,6.7635,TRUE
pp424,dyn,828,bin_1,1,trial5,brow,5.1283,TRUE
pp424,dyn,828,bin_2,2,trial5,brow,4.2664,TRUE
pp424,dyn,828,bin_3,3,trial5,brow,21.7526,TRUE
pp424,dyn,828,bin_4,4,trial5,brow,29.3464,TRUE
pp424,dyn,828,bin_5,5,trial5,brow,7.1403,TRUE
pp424,dyn,828,bin_6,6,trial5,brow,9.1034,TRUE
pp424,dyn,929,bin_0,0,trial3,brow,19.6479,TRUE
pp424,dyn,929,bin_1,1,trial3,brow,8.9589,TRUE
pp424,dyn,929,bin_2,2,trial3,brow,6.6251,TRUE
pp424,dyn,929,bin_3,3,trial3,brow,9.2295,TRUE
pp424,dyn,929,bin_4,4,trial3,brow,4.6985,TRUE
pp424,dyn,929,bin_5,5,trial3,brow,3.6662,TRUE
pp424,dyn,929,bin_6,6,trial3,brow,4.7415,TRUE
pp424,dyn,929,bin_0,0,trial3,cheek,12.7332,TRUE
pp424,dyn,929,bin_1,1,trial3,cheek,8.289,TRUE
pp424,dyn,929,bin_2,2,trial3,cheek,4.1049,TRUE
pp424,dyn,929,bin_3,3,trial3,cheek,5.97,TRUE
pp424,dyn,929,bin_4,4,trial3,cheek,3.3733,TRUE
pp424,dyn,929,bin_5,5,trial3,cheek,3.158,TRUE
pp424,dyn,929,bin_6,6,trial3,cheek,4.108,TRUE
pp426,dyn,626,bin_0,0,trial1,cheek,12.4243,TRUE
pp426,dyn,626,bin_1,1,trial1,cheek,6.567,TRUE
pp426,dyn,626,bin_2,2,trial1,cheek,4.7168,TRUE
pp426,dyn,626,bin_3,3,trial1,cheek,5.3042,TRUE
pp426,dyn,626,bin_4,4,trial1,cheek,5.7989,TRUE
pp426,dyn,626,bin_5,5,trial1,cheek,7.2569,TRUE
pp426,dyn,626,bin_6,6,trial1,cheek,6.3941,TRUE
pp426,dyn,727,bin_0,0,trial7,cheek,7.0795,TRUE
pp426,dyn,727,bin_1,1,trial7,cheek,5.0404,TRUE
pp426,dyn,727,bin_2,2,trial7,cheek,5.0852,TRUE
pp426,dyn,727,bin_3,3,trial7,cheek,5.6589,TRUE
pp426,dyn,727,bin_4,4,trial7,cheek,7.3846,TRUE
pp426,dyn,727,bin_5,5,trial7,cheek,6.1779,TRUE
pp426,dyn,727,bin_6,6,trial7,cheek,8.9622,TRUE
pp426,dyn,828,bin_0,0,trial1,cheek,8.0955,TRUE
pp426,dyn,828,bin_1,1,trial1,cheek,5.2677,TRUE
pp426,dyn,828,bin_2,2,trial1,cheek,5.3366,TRUE
pp426,dyn,828,bin_3,3,trial1,cheek,5.4353,TRUE
pp426,dyn,828,bin_4,4,trial1,cheek,5.8433,TRUE
pp426,dyn,828,bin_5,5,trial1,cheek,6.2186,TRUE
pp426,dyn,828,bin_6,6,trial1,cheek,5.1742,TRUE
pp426,dyn,828,bin_0,0,trial8,cheek,8.0799,TRUE
pp426,dyn,828,bin_1,1,trial8,cheek,8.6479,TRUE
pp426,dyn,828,bin_2,2,trial8,cheek,9.1362,TRUE
pp426,dyn,828,bin_3,3,trial8,cheek,6.6687,TRUE
pp426,dyn,828,bin_4,4,trial8,cheek,8.0294,TRUE
pp426,dyn,828,bin_5,5,trial8,cheek,5.4663,TRUE
pp426,dyn,828,bin_6,6,trial8,cheek,5.5821,TRUE
pp426,dyn,929,bin_0,0,trial5,brow,11.1833,TRUE
pp426,dyn,929,bin_1,1,trial5,brow,9.1379,TRUE
pp426,dyn,929,bin_2,2,trial5,brow,8.3529,TRUE
pp426,dyn,929,bin_3,3,trial5,brow,9.6382,TRUE
pp426,dyn,929,bin_4,4,trial5,brow,9.7259,TRUE
pp426,dyn,929,bin_5,5,trial5,brow,9.7667,TRUE
pp426,dyn,929,bin_6,6,trial5,brow,8.9416,TRUE
pp428,dyn,626,bin_0,0,trial8,cheek,10.4779,TRUE
pp428,dyn,626,bin_1,1,trial8,cheek,27.6528,TRUE
pp428,dyn,626,bin_2,2,trial8,cheek,27.7561,TRUE
pp428,dyn,626,bin_3,3,trial8,cheek,17.3218,TRUE
pp428,dyn,626,bin_4,4,trial8,cheek,14.9863,TRUE
pp428,dyn,626,bin_5,5,trial8,cheek,11.1081,TRUE
pp428,dyn,626,bin_6,6,trial8,cheek,10.337,TRUE
pp428,dyn,727,bin_0,0,trial6,cheek,23.491,TRUE
pp428,dyn,727,bin_1,1,trial6,cheek,17.3808,TRUE
pp428,dyn,727,bin_2,2,trial6,cheek,23.1886,TRUE
pp428,dyn,727,bin_3,3,trial6,cheek,22.2483,TRUE
pp428,dyn,727,bin_4,4,trial6,cheek,17.1939,TRUE
pp428,dyn,727,bin_5,5,trial6,cheek,13.4738,TRUE
pp428,dyn,727,bin_6,6,trial6,cheek,14.5741,TRUE
pp428,dyn,828,bin_0,0,trial4,cheek,14.826,TRUE
pp428,dyn,828,bin_1,1,trial4,cheek,16.5618,TRUE
pp428,dyn,828,bin_2,2,trial4,cheek,23.6188,TRUE
pp428,dyn,828,bin_3,3,trial4,cheek,15.3716,TRUE
pp428,dyn,828,bin_4,4,trial4,cheek,15.7046,TRUE
pp428,dyn,828,bin_5,5,trial4,cheek,13.1314,TRUE
pp428,dyn,828,bin_6,6,trial4,cheek,14.893,TRUE
pp428,dyn,929,bin_0,0,trial1,brow,3.7942,TRUE
pp428,dyn,929,bin_1,1,trial1,brow,3.9468,TRUE
pp428,dyn,929,bin_2,2,trial1,brow,4.02,TRUE
pp428,dyn,929,bin_3,3,trial1,brow,3.9936,TRUE
pp428,dyn,929,bin_4,4,trial1,brow,4.3247,TRUE
pp428,dyn,929,bin_5,5,trial1,brow,3.6609,TRUE
pp428,dyn,929,bin_6,6,trial1,brow,3.1277,TRUE
pp428,dyn,929,bin_0,0,trial8,cheek,31.5472,TRUE
pp428,dyn,929,bin_1,1,trial8,cheek,31.5638,TRUE
pp428,dyn,929,bin_2,2,trial8,cheek,23.1908,TRUE
pp428,dyn,929,bin_3,3,trial8,cheek,17.981,TRUE
pp428,dyn,929,bin_4,4,trial8,cheek,20.6437,TRUE
pp428,dyn,929,bin_5,5,trial8,cheek,17.9486,TRUE
pp428,dyn,929,bin_6,6,trial8,cheek,19.525,TRUE
pp430,dyn,626,bin_0,0,trial4,cheek,67.7624,TRUE
pp430,dyn,626,bin_1,1,trial4,cheek,71.7553,TRUE
pp430,dyn,626,bin_2,2,trial4,cheek,44.0703,TRUE
pp430,dyn,626,bin_3,3,trial4,cheek,10.7332,TRUE
pp430,dyn,626,bin_4,4,trial4,cheek,8.0886,TRUE
pp430,dyn,626,bin_5,5,trial4,cheek,9.4017,TRUE
pp430,dyn,626,bin_6,6,trial4,cheek,14.5092,TRUE
pp430,dyn,727,bin_0,0,trial2,brow,19.5253,TRUE
pp430,dyn,727,bin_1,1,trial2,brow,14.3175,TRUE
pp430,dyn,727,bin_2,2,trial2,brow,24.416,TRUE
pp430,dyn,727,bin_3,3,trial2,brow,12.7319,TRUE
pp430,dyn,727,bin_4,4,trial2,brow,10.238,TRUE
pp430,dyn,727,bin_5,5,trial2,brow,19.677,TRUE
pp430,dyn,727,bin_6,6,trial2,brow,17.9516,TRUE
pp430,dyn,727,bin_0,0,trial2,cheek,36.1093,TRUE
pp430,dyn,727,bin_1,1,trial2,cheek,21.6907,TRUE
pp430,dyn,727,bin_2,2,trial2,cheek,23.4016,TRUE
pp430,dyn,727,bin_3,3,trial2,cheek,27.9547,TRUE
pp430,dyn,727,bin_4,4,trial2,cheek,9.5665,TRUE
pp430,dyn,727,bin_5,5,trial2,cheek,44.4057,TRUE
pp430,dyn,727,bin_6,6,trial2,cheek,58.836,TRUE
pp430,dyn,828,bin_0,0,trial2,cheek,9.852,TRUE
pp430,dyn,828,bin_1,1,trial2,cheek,8.5837,TRUE
pp430,dyn,828,bin_2,2,trial2,cheek,5.3681,TRUE
pp430,dyn,828,bin_3,3,trial2,cheek,5.0242000000000004,TRUE
pp430,dyn,828,bin_4,4,trial2,cheek,9.8211,TRUE
pp430,dyn,828,bin_5,5,trial2,cheek,16.9692,TRUE
pp430,dyn,828,bin_6,6,trial2,cheek,14.4514,TRUE
pp430,dyn,929,bin_0,0,trial3,brow,19.0495,TRUE
pp430,dyn,929,bin_1,1,trial3,brow,19.0839,TRUE
pp430,dyn,929,bin_2,2,trial3,brow,17.4544,TRUE
pp430,dyn,929,bin_3,3,trial3,brow,14.13,TRUE
pp430,dyn,929,bin_4,4,trial3,brow,17.3171,TRUE
pp430,dyn,929,bin_5,5,trial3,brow,11.5243,TRUE
pp430,dyn,929,bin_6,6,trial3,brow,13.0248,TRUE
pp430,dyn,929,bin_0,0,trial3,cheek,28.3882,TRUE
pp430,dyn,929,bin_1,1,trial3,cheek,17.9378,TRUE
pp430,dyn,929,bin_2,2,trial3,cheek,18.6854,TRUE
pp430,dyn,929,bin_3,3,trial3,cheek,14.8046,TRUE
pp430,dyn,929,bin_4,4,trial3,cheek,12.0203,TRUE
pp430,dyn,929,bin_5,5,trial3,cheek,8.0432,TRUE
pp430,dyn,929,bin_6,6,trial3,cheek,10.2604,TRUE
pp431,dyn,626,bin_0,0,trial4,brow,13.0673,TRUE
pp431,dyn,626,bin_1,1,trial4,brow,9.5348,TRUE
pp431,dyn,626,bin_2,2,trial4,brow,8.6209,TRUE
pp431,dyn,626,bin_3,3,trial4,brow,5.589,TRUE
pp431,dyn,626,bin_4,4,trial4,brow,4.422,TRUE
pp431,dyn,626,bin_5,5,trial4,brow,5.5701,TRUE
pp431,dyn,626,bin_6,6,trial4,brow,5.9038,TRUE
pp431,dyn,626,bin_0,0,trial4,cheek,9.8328,TRUE
pp431,dyn,626,bin_1,1,trial4,cheek,4.7312,TRUE
pp431,dyn,626,bin_2,2,trial4,cheek,4.2919,TRUE
pp431,dyn,626,bin_3,3,trial4,cheek,4.2681,TRUE
pp431,dyn,626,bin_4,4,trial4,cheek,3.6754,TRUE
pp431,dyn,626,bin_5,5,trial4,cheek,3.8664,TRUE
pp431,dyn,626,bin_6,6,trial4,cheek,4.1514,TRUE
pp431,dyn,727,bin_0,0,trial1,brow,12.0708,TRUE
pp431,dyn,727,bin_1,1,trial1,brow,10.8058,TRUE
pp431,dyn,727,bin_2,2,trial1,brow,8.5811,TRUE
pp431,dyn,727,bin_3,3,trial1,brow,9.4132,TRUE
pp431,dyn,727,bin_4,4,trial1,brow,8.7249,TRUE
pp431,dyn,727,bin_5,5,trial1,brow,7.6737,TRUE
pp431,dyn,727,bin_6,6,trial1,brow,7.664,TRUE
pp431,dyn,727,bin_0,0,trial4,cheek,7.4133,TRUE
pp431,dyn,727,bin_1,1,trial4,cheek,4.0351,TRUE
pp431,dyn,727,bin_2,2,trial4,cheek,3.5477,TRUE
pp431,dyn,727,bin_3,3,trial4,cheek,3.2583,TRUE
pp431,dyn,727,bin_4,4,trial4,cheek,3.1481,TRUE
pp431,dyn,727,bin_5,5,trial4,cheek,3.3029,TRUE
pp431,dyn,727,bin_6,6,trial4,cheek,3.1708,TRUE
pp431,dyn,828,bin_0,0,trial6,cheek,4.2595,TRUE
pp431,dyn,828,bin_1,1,trial6,cheek,3.4993,TRUE
pp431,dyn,828,bin_2,2,trial6,cheek,4.1723,TRUE
pp431,dyn,828,bin_3,3,trial6,cheek,3.7446,TRUE
pp431,dyn,828,bin_4,4,trial6,cheek,3.7101,TRUE
pp431,dyn,828,bin_5,5,trial6,cheek,3.4364,TRUE
pp431,dyn,828,bin_6,6,trial6,cheek,3.6425,TRUE
pp431,dyn,929,bin_0,0,trial1,brow,9.3753,TRUE
pp431,dyn,929,bin_1,1,trial1,brow,11.573,TRUE
pp431,dyn,929,bin_2,2,trial1,brow,10.1786,TRUE
pp431,dyn,929,bin_3,3,trial1,brow,10.2738,TRUE
pp431,dyn,929,bin_4,4,trial1,brow,5.455,TRUE
pp431,dyn,929,bin_5,5,trial1,brow,5.6716,TRUE
pp431,dyn,929,bin_6,6,trial1,brow,5.6155,TRUE
pp432,dyn,626,bin_0,0,trial3,brow,10.4652,TRUE
pp432,dyn,626,bin_1,1,trial3,brow,5.6241,TRUE
pp432,dyn,626,bin_2,2,trial3,brow,4.717,TRUE
pp432,dyn,626,bin_3,3,trial3,brow,4.1486,TRUE
pp432,dyn,626,bin_4,4,trial3,brow,4.4054,TRUE
pp432,dyn,626,bin_5,5,trial3,brow,5.049,TRUE
pp432,dyn,626,bin_6,6,trial3,brow,5.3753,TRUE
pp432,dyn,626,bin_0,0,trial3,cheek,7.231,TRUE
pp432,dyn,626,bin_1,1,trial3,cheek,7.4626,TRUE
pp432,dyn,626,bin_2,2,trial3,cheek,6.9953,TRUE
pp432,dyn,626,bin_3,3,trial3,cheek,7.2329,TRUE
pp432,dyn,626,bin_4,4,trial3,cheek,29.8184,TRUE
pp432,dyn,626,bin_5,5,trial3,cheek,15.5256,TRUE
pp432,dyn,626,bin_6,6,trial3,cheek,6.2114,TRUE
pp432,dyn,727,bin_0,0,trial2,cheek,20.6939,TRUE
pp432,dyn,727,bin_1,1,trial2,cheek,19.4147,TRUE
pp432,dyn,727,bin_2,2,trial2,cheek,16.9033,TRUE
pp432,dyn,727,bin_3,3,trial2,cheek,14.2548,TRUE
pp432,dyn,727,bin_4,4,trial2,cheek,10.5222,TRUE
pp432,dyn,727,bin_5,5,trial2,cheek,11.1368,TRUE
pp432,dyn,727,bin_6,6,trial2,cheek,10.9285,TRUE
pp432,dyn,727,bin_0,0,trial5,brow,8.8101,TRUE
pp432,dyn,727,bin_1,1,trial5,brow,9.3576,TRUE
pp432,dyn,727,bin_2,2,trial5,brow,5.2085,TRUE
pp432,dyn,727,bin_3,3,trial5,brow,7.1168,TRUE
pp432,dyn,727,bin_4,4,trial5,brow,8.2555,TRUE
pp432,dyn,727,bin_5,5,trial5,brow,11.3225,TRUE
pp432,dyn,727,bin_6,6,trial5,brow,6.137,TRUE
pp432,dyn,828,bin_0,0,trial2,cheek,14.2639,TRUE
pp432,dyn,828,bin_1,1,trial2,cheek,11.8287,TRUE
pp432,dyn,828,bin_2,2,trial2,cheek,7.6292,TRUE
pp432,dyn,828,bin_3,3,trial2,cheek,6.9636,TRUE
pp432,dyn,828,bin_4,4,trial2,cheek,8.4261,TRUE
pp432,dyn,828,bin_5,5,trial2,cheek,12.2515,TRUE
pp432,dyn,828,bin_6,6,trial2,cheek,15.8092,TRUE
pp432,dyn,929,bin_0,0,trial2,cheek,11.818,TRUE
pp432,dyn,929,bin_1,1,trial2,cheek,17.477,TRUE
pp432,dyn,929,bin_2,2,trial2,cheek,8.0519,TRUE
pp432,dyn,929,bin_3,3,trial2,cheek,13.1024,TRUE
pp432,dyn,929,bin_4,4,trial2,cheek,29.786,TRUE
pp432,dyn,929,bin_5,5,trial2,cheek,13.9112,TRUE
pp432,dyn,929,bin_6,6,trial2,cheek,6.2703,TRUE
pp433,dyn,626,bin_0,0,trial2,cheek,19.9129,TRUE
pp433,dyn,626,bin_1,1,trial2,cheek,25.5622,TRUE
pp433,dyn,626,bin_2,2,trial2,cheek,4.6268,TRUE
pp433,dyn,626,bin_3,3,trial2,cheek,6.1019,TRUE
pp433,dyn,626,bin_4,4,trial2,cheek,6.5042,TRUE
pp433,dyn,626,bin_5,5,trial2,cheek,5.836,TRUE
pp433,dyn,626,bin_6,6,trial2,cheek,5.8699,TRUE
pp433,dyn,626,bin_0,0,trial5,brow,24.7248,TRUE
pp433,dyn,626,bin_1,1,trial5,brow,13.7296,TRUE
pp433,dyn,626,bin_2,2,trial5,brow,10.6057,TRUE
pp433,dyn,626,bin_3,3,trial5,brow,6.7106,TRUE
pp433,dyn,626,bin_4,4,trial5,brow,5.5803,TRUE
pp433,dyn,626,bin_5,5,trial5,brow,6.5616,TRUE
pp433,dyn,626,bin_6,6,trial5,brow,5.8101,TRUE
pp433,dyn,727,bin_0,0,trial1,cheek,8.9743,TRUE
pp433,dyn,727,bin_1,1,trial1,cheek,13.7496,TRUE
pp433,dyn,727,bin_2,2,trial1,cheek,15.6805,TRUE
pp433,dyn,727,bin_3,3,trial1,cheek,8.1921,TRUE
pp433,dyn,727,bin_4,4,trial1,cheek,4.0086,TRUE
pp433,dyn,727,bin_5,5,trial1,cheek,5.2532,TRUE
pp433,dyn,727,bin_6,6,trial1,cheek,4.0198,TRUE
pp433,dyn,727,bin_0,0,trial4,brow,7.6287,TRUE
pp433,dyn,727,bin_1,1,trial4,brow,5.4395,TRUE
pp433,dyn,727,bin_2,2,trial4,brow,4.6323,TRUE
pp433,dyn,727,bin_3,3,trial4,brow,4.8294,TRUE
pp433,dyn,727,bin_4,4,trial4,brow,4.6578,TRUE
pp433,dyn,727,bin_5,5,trial4,brow,4.3357,TRUE
pp433,dyn,727,bin_6,6,trial4,brow,5.2373,TRUE
pp433,dyn,828,bin_0,0,trial2,cheek,11.3067,TRUE
pp433,dyn,828,bin_1,1,trial2,cheek,6.3587,TRUE
pp433,dyn,828,bin_2,2,trial2,cheek,8.0353,TRUE
pp433,dyn,828,bin_3,3,trial2,cheek,5.5223,TRUE
pp433,dyn,828,bin_4,4,trial2,cheek,6.847,TRUE
pp433,dyn,828,bin_5,5,trial2,cheek,10.4352,TRUE
pp433,dyn,828,bin_6,6,trial2,cheek,7.9785,TRUE
pp433,dyn,929,bin_0,0,trial6,brow,23.7222,TRUE
pp433,dyn,929,bin_1,1,trial6,brow,18.0245,TRUE
pp433,dyn,929,bin_2,2,trial6,brow,14.6557,TRUE
pp433,dyn,929,bin_3,3,trial6,brow,11.9123,TRUE
pp433,dyn,929,bin_4,4,trial6,brow,18.6583,TRUE
pp433,dyn,929,bin_5,5,trial6,brow,15.2229,TRUE
pp433,dyn,929,bin_6,6,trial6,brow,12.3128,TRUE
pp434,dyn,626,bin_0,0,trial1,brow,3.4109,TRUE
pp434,dyn,626,bin_1,1,trial1,brow,5.3468,TRUE
pp434,dyn,626,bin_2,2,trial1,brow,2.8308,TRUE
pp434,dyn,626,bin_3,3,trial1,brow,2.4318,TRUE
pp434,dyn,626,bin_4,4,trial1,brow,2.3896,TRUE
pp434,dyn,626,bin_5,5,trial1,brow,2.3839,TRUE
pp434,dyn,626,bin_6,6,trial1,brow,2.2441,TRUE
pp434,dyn,626,bin_0,0,trial2,cheek,24.693,TRUE
pp434,dyn,626,bin_1,1,trial2,cheek,18.8339,TRUE
pp434,dyn,626,bin_2,2,trial2,cheek,50.9019,TRUE
pp434,dyn,626,bin_3,3,trial2,cheek,45.4593,TRUE
pp434,dyn,626,bin_4,4,trial2,cheek,37.4508,TRUE
pp434,dyn,626,bin_5,5,trial2,cheek,30.5729,TRUE
pp434,dyn,626,bin_6,6,trial2,cheek,27.1268,TRUE
pp434,dyn,727,bin_0,0,trial4,brow,4.5209,TRUE
pp434,dyn,727,bin_1,1,trial4,brow,3.6227,TRUE
pp434,dyn,727,bin_2,2,trial4,brow,3.0036,TRUE
pp434,dyn,727,bin_3,3,trial4,brow,2.8464,TRUE
pp434,dyn,727,bin_4,4,trial4,brow,2.8294,TRUE
pp434,dyn,727,bin_5,5,trial4,brow,2.9221,TRUE
pp434,dyn,727,bin_6,6,trial4,brow,3.1792,TRUE
pp434,dyn,727,bin_0,0,trial6,cheek,8.5305,TRUE
pp434,dyn,727,bin_1,1,trial6,cheek,7.0196,TRUE
pp434,dyn,727,bin_2,2,trial6,cheek,8.2449,TRUE
pp434,dyn,727,bin_3,3,trial6,cheek,8.4454,TRUE
pp434,dyn,727,bin_4,4,trial6,cheek,8.1565,TRUE
pp434,dyn,727,bin_5,5,trial6,cheek,6.8304,TRUE
pp434,dyn,727,bin_6,6,trial6,cheek,6.3686,TRUE
pp434,dyn,828,bin_0,0,trial4,brow,7.0297,TRUE
pp434,dyn,828,bin_1,1,trial4,brow,8.0925,TRUE
pp434,dyn,828,bin_2,2,trial4,brow,3.7026,TRUE
pp434,dyn,828,bin_3,3,trial4,brow,3.5129,TRUE
pp434,dyn,828,bin_4,4,trial4,brow,4.6476,TRUE
pp434,dyn,828,bin_5,5,trial4,brow,9.4293,TRUE
pp434,dyn,828,bin_6,6,trial4,brow,9.5115,TRUE
pp434,dyn,828,bin_0,0,trial5,cheek,31.9515,TRUE
pp434,dyn,828,bin_1,1,trial5,cheek,25.5748,TRUE
pp434,dyn,828,bin_2,2,trial5,cheek,31.332,TRUE
pp434,dyn,828,bin_3,3,trial5,cheek,31.3749,TRUE
pp434,dyn,828,bin_4,4,trial5,cheek,40.9632,TRUE
pp434,dyn,828,bin_5,5,trial5,cheek,47.5721,TRUE
pp434,dyn,828,bin_6,6,trial5,cheek,35.2059,TRUE
pp434,dyn,929,bin_0,0,trial1,brow,14.3348,TRUE
pp434,dyn,929,bin_1,1,trial1,brow,3.2643,TRUE
pp434,dyn,929,bin_2,2,trial1,brow,2.8424,TRUE
pp434,dyn,929,bin_3,3,trial1,brow,7.047,TRUE
pp434,dyn,929,bin_4,4,trial1,brow,8.4381,TRUE
pp434,dyn,929,bin_5,5,trial1,brow,3.7116,TRUE
pp434,dyn,929,bin_6,6,trial1,brow,4.6202,TRUE
pp434,dyn,929,bin_0,0,trial5,cheek,51.1264,TRUE
pp434,dyn,929,bin_1,1,trial5,cheek,49.4753,TRUE
pp434,dyn,929,bin_2,2,trial5,cheek,34.5019,TRUE
pp434,dyn,929,bin_3,3,trial5,cheek,55.298,TRUE
pp434,dyn,929,bin_4,4,trial5,cheek,89.2551,TRUE
pp434,dyn,929,bin_5,5,trial5,cheek,63.9321,TRUE
