pp_no,condition,emotion,bin,bin_no,trial,muscle,rms,bl_outlier
pp461,dyn,828,bin_3,3,trial3,cheek,7.4142,TRUE
pp461,dyn,828,bin_4,4,trial3,cheek,4.2929,TRUE
pp461,dyn,828,bin_5,5,trial3,cheek,5.6466,TRUE
pp461,dyn,828,bin_6,6,trial3,cheek,6.6964,TRUE
pp461,dyn,828,bin_0,0,trial7,brow,11.7952,TRUE
pp461,dyn,828,bin_1,1,trial7,brow,12.2448,TRUE
pp461,dyn,828,bin_2,2,trial7,brow,10.5443,TRUE
pp461,dyn,828,bin_3,3,trial7,brow,11.9156,TRUE
pp461,dyn,828,bin_4,4,trial7,brow,10.7276,TRUE
pp461,dyn,828,bin_5,5,trial7,brow,9.9856,TRUE
pp461,dyn,828,bin_6,6,trial7,brow,10.2688,TRUE
pp461,dyn,929,bin_0,0,trial5,cheek,9.9576,TRUE
pp461,dyn,929,bin_1,1,trial5,cheek,7.5532,TRUE
pp461,dyn,929,bin_2,2,trial5,cheek,5.7676,TRUE
pp461,dyn,929,bin_3,3,trial5,cheek,6.0259,TRUE
pp461,dyn,929,bin_4,4,trial5,cheek,5.0489,TRUE
pp461,dyn,929,bin_5,5,trial5,cheek,4.4857,TRUE
pp461,dyn,929,bin_6,6,trial5,cheek,4.2831,TRUE
pp462,dyn,626,bin_0,0,trial8,brow,14.2276,TRUE
pp462,dyn,626,bin_1,1,trial8,brow,9.1844,TRUE
pp462,dyn,626,bin_2,2,trial8,brow,8.5608,TRUE
pp462,dyn,626,bin_3,3,trial8,brow,5.4877,TRUE
pp462,dyn,626,bin_4,4,trial8,brow,4.9587,TRUE
pp462,dyn,626,bin_5,5,trial8,brow,5.7666,TRUE
pp462,dyn,626,bin_6,6,trial8,brow,7.4261,TRUE
pp462,dyn,626,bin_0,0,trial8,cheek,46.7399,TRUE
pp462,dyn,626,bin_1,1,trial8,cheek,103.6708,TRUE
pp462,dyn,626,bin_2,2,trial8,cheek,42.2721,TRUE
pp462,dyn,626,bin_3,3,trial8,cheek,5.747,TRUE
pp462,dyn,626,bin_4,4,trial8,cheek,9.8632,TRUE
pp462,dyn,626,bin_5,5,trial8,cheek,6.1428,TRUE
pp462,dyn,626,bin_6,6,trial8,cheek,4.7669,TRUE
pp462,dyn,727,bin_0,0,trial3,brow,31.4218,TRUE
pp462,dyn,727,bin_1,1,trial3,brow,15.8897,TRUE
pp462,dyn,727,bin_2,2,trial3,brow,25.6588,TRUE
pp462,dyn,727,bin_3,3,trial3,brow,9.2019,TRUE
pp462,dyn,727,bin_4,4,trial3,brow,7.0451,TRUE
pp462,dyn,727,bin_5,5,trial3,brow,11.857,TRUE
pp462,dyn,727,bin_6,6,trial3,brow,6.214,TRUE
pp462,dyn,727,bin_0,0,trial3,cheek,150.1799,TRUE
pp462,dyn,727,bin_1,1,trial3,cheek,49.6793,TRUE
pp462,dyn,727,bin_2,2,trial3,cheek,48.5835,TRUE
pp462,dyn,727,bin_3,3,trial3,cheek,21.4402,TRUE
pp462,dyn,727,bin_4,4,trial3,cheek,13.11,TRUE
pp462,dyn,727,bin_5,5,trial3,cheek,9.1305,TRUE
pp462,dyn,727,bin_6,6,trial3,cheek,5.667,TRUE
pp462,dyn,828,bin_0,0,trial4,brow,25.8239,TRUE
pp462,dyn,828,bin_1,1,trial4,brow,7.1792,TRUE
pp462,dyn,828,bin_2,2,trial4,brow,8.1499,TRUE
pp462,dyn,828,bin_3,3,trial4,brow,11.6547,TRUE
pp462,dyn,828,bin_4,4,trial4,brow,15.2401,TRUE
pp462,dyn,828,bin_5,5,trial4,brow,116.467,TRUE
pp462,dyn,828,bin_6,6,trial4,brow,106.5435,TRUE
pp462,dyn,828,bin_0,0,trial4,cheek,95.1607,TRUE
pp462,dyn,828,bin_1,1,trial4,cheek,24.5804,TRUE
pp462,dyn,828,bin_2,2,trial4,cheek,35.9266,TRUE
pp462,dyn,828,bin_3,3,trial4,cheek,58.9008,TRUE
pp462,dyn,828,bin_4,4,trial4,cheek,68.0465,TRUE
pp462,dyn,828,bin_5,5,trial4,cheek,88.645,TRUE
pp462,dyn,828,bin_6,6,trial4,cheek,107.6565,TRUE
pp462,dyn,929,bin_0,0,trial6,brow,32.6788,TRUE
pp462,dyn,929,bin_1,1,trial6,brow,47.2678,TRUE
pp462,dyn,929,bin_2,2,trial6,brow,23.5632,TRUE
pp462,dyn,929,bin_3,3,trial6,brow,7.4628,TRUE
pp462,dyn,929,bin_4,4,trial6,brow,5.9939,TRUE
pp462,dyn,929,bin_5,5,trial6,brow,36.8089,TRUE
pp462,dyn,929,bin_6,6,trial6,brow,33.6474,TRUE
pp462,dyn,929,bin_0,0,trial6,cheek,97.1529,TRUE
pp462,dyn,929,bin_1,1,trial6,cheek,47.2737,TRUE
pp462,dyn,929,bin_2,2,trial6,cheek,34.9816,TRUE
pp462,dyn,929,bin_3,3,trial6,cheek,6.0796,TRUE
pp462,dyn,929,bin_4,4,trial6,cheek,6.7731,TRUE
pp462,dyn,929,bin_5,5,trial6,cheek,77.7723,TRUE
pp462,dyn,929,bin_6,6,trial6,cheek,29.0641,TRUE
pp462,dyn,929,bin_0,0,trial8,brow,32.7788,TRUE
pp462,dyn,929,bin_1,1,trial8,brow,18.6964,TRUE
pp462,dyn,929,bin_2,2,trial8,brow,12.5655,TRUE
pp462,dyn,929,bin_3,3,trial8,brow,19.5501,TRUE
pp462,dyn,929,bin_4,4,trial8,brow,39.2602,TRUE
pp462,dyn,929,bin_5,5,trial8,brow,14.1577,TRUE
pp462,dyn,929,bin_6,6,trial8,brow,13.3204,TRUE
pp463,dyn,626,bin_0,0,trial4,cheek,6.8554,TRUE
pp463,dyn,626,bin_1,1,trial4,cheek,3.3325,TRUE
pp463,dyn,626,bin_2,2,trial4,cheek,3.6516,TRUE
pp463,dyn,626,bin_3,3,trial4,cheek,5.2388,TRUE
pp463,dyn,626,bin_4,4,trial4,cheek,3.8875,TRUE
pp463,dyn,626,bin_5,5,trial4,cheek,3.7085,TRUE
pp463,dyn,626,bin_6,6,trial4,cheek,4.1537,TRUE
pp463,dyn,626,bin_0,0,trial5,brow,8.367,TRUE
pp463,dyn,626,bin_1,1,trial5,brow,6.6269,TRUE
pp463,dyn,626,bin_2,2,trial5,brow,7.6764,TRUE
pp463,dyn,626,bin_3,3,trial5,brow,7.4939,TRUE
pp463,dyn,626,bin_4,4,trial5,brow,6.819,TRUE
pp463,dyn,626,bin_5,5,trial5,brow,6.5021,TRUE
pp463,dyn,626,bin_6,6,trial5,brow,7.3716,TRUE
pp463,dyn,727,bin_0,0,trial4,brow,11.4238,TRUE
pp463,dyn,727,bin_1,1,trial4,brow,8.684,TRUE
pp463,dyn,727,bin_2,2,trial4,brow,10.4861,TRUE
pp463,dyn,727,bin_3,3,trial4,brow,2.9473,TRUE
pp463,dyn,727,bin_4,4,trial4,brow,4.1093,TRUE
pp463,dyn,727,bin_5,5,trial4,brow,4.7218,TRUE
pp463,dyn,727,bin_6,6,trial4,brow,4.8654,TRUE
pp463,dyn,727,bin_0,0,trial8,cheek,13.2969,TRUE
pp463,dyn,727,bin_1,1,trial8,cheek,14.2125,TRUE
pp463,dyn,727,bin_2,2,trial8,cheek,8.1717,TRUE
pp463,dyn,727,bin_3,3,trial8,cheek,4.9087,TRUE
pp463,dyn,727,bin_4,4,trial8,cheek,4.3365,TRUE
pp463,dyn,727,bin_5,5,trial8,cheek,3.8915,TRUE
pp463,dyn,727,bin_6,6,trial8,cheek,4.5257,TRUE
pp463,dyn,828,bin_0,0,trial3,brow,10.9797,TRUE
pp463,dyn,828,bin_1,1,trial3,brow,7.9026,TRUE
pp463,dyn,828,bin_2,2,trial3,brow,7.9244,TRUE
pp463,dyn,828,bin_3,3,trial3,brow,7.9718,TRUE
pp463,dyn,828,bin_4,4,trial3,brow,5.2687,TRUE
pp463,dyn,828,bin_5,5,trial3,brow,2.0431,TRUE
pp463,dyn,828,bin_6,6,trial3,brow,5.585,TRUE
pp463,dyn,828,bin_0,0,trial5,cheek,9.3322,TRUE
pp463,dyn,828,bin_1,1,trial5,cheek,4.0735,TRUE
pp463,dyn,828,bin_2,2,trial5,cheek,4.3368,TRUE
pp463,dyn,828,bin_3,3,trial5,cheek,3.5936,TRUE
pp463,dyn,828,bin_4,4,trial5,cheek,7.9207,TRUE
pp463,dyn,828,bin_5,5,trial5,cheek,4.1023,TRUE
pp463,dyn,828,bin_6,6,trial5,cheek,4.2882,TRUE
pp463,dyn,929,bin_0,0,trial5,cheek,15.0279,TRUE
pp463,dyn,929,bin_1,1,trial5,cheek,3.8055,TRUE
pp463,dyn,929,bin_2,2,trial5,cheek,4.0233,TRUE
pp463,dyn,929,bin_3,3,trial5,cheek,3.6389,TRUE
pp463,dyn,929,bin_4,4,trial5,cheek,3.7756,TRUE
pp463,dyn,929,bin_5,5,trial5,cheek,4.0844,TRUE
pp463,dyn,929,bin_6,6,trial5,cheek,3.7229,TRUE
pp464,dyn,626,bin_0,0,trial3,brow,9.1311,TRUE
pp464,dyn,626,bin_1,1,trial3,brow,5.1809,TRUE
pp464,dyn,626,bin_2,2,trial3,brow,8.0031,TRUE
pp464,dyn,626,bin_3,3,trial3,brow,5.2288,TRUE
pp464,dyn,626,bin_4,4,trial3,brow,4.181,TRUE
pp464,dyn,626,bin_5,5,trial3,brow,4.2765,TRUE
pp464,dyn,626,bin_6,6,trial3,brow,4.0454,TRUE
pp464,dyn,626,bin_0,0,trial5,cheek,27.389,TRUE
pp464,dyn,626,bin_1,1,trial5,cheek,14.3326,TRUE
pp464,dyn,626,bin_2,2,trial5,cheek,4.6892,TRUE
pp464,dyn,626,bin_3,3,trial5,cheek,4.2538,TRUE
pp464,dyn,626,bin_4,4,trial5,cheek,4.6521,TRUE
pp464,dyn,626,bin_5,5,trial5,cheek,5.1332,TRUE
pp464,dyn,626,bin_6,6,trial5,cheek,4.4804,TRUE
pp464,dyn,727,bin_0,0,trial1,brow,11.2606,TRUE
pp464,dyn,727,bin_1,1,trial1,brow,7.4903,TRUE
pp464,dyn,727,bin_2,2,trial1,brow,6.7469,TRUE
pp464,dyn,727,bin_3,3,trial1,brow,3.7397,TRUE
pp464,dyn,727,bin_4,4,trial1,brow,2.7434,TRUE
pp464,dyn,727,bin_5,5,trial1,brow,24.3492,TRUE
pp464,dyn,727,bin_6,6,trial1,brow,30.5248,TRUE
pp464,dyn,727,bin_0,0,trial3,cheek,7.837,TRUE
pp464,dyn,727,bin_1,1,trial3,cheek,5.2791,TRUE
pp464,dyn,727,bin_2,2,trial3,cheek,5.7812,TRUE
pp464,dyn,727,bin_3,3,trial3,cheek,4.1688,TRUE
pp464,dyn,727,bin_4,4,trial3,cheek,3.8121,TRUE
pp464,dyn,727,bin_5,5,trial3,cheek,3.6696,TRUE
pp464,dyn,727,bin_6,6,trial3,cheek,3.4526,TRUE
pp464,dyn,828,bin_0,0,trial2,cheek,24.3321,TRUE
pp464,dyn,828,bin_1,1,trial2,cheek,13.2713,TRUE
pp464,dyn,828,bin_2,2,trial2,cheek,10.0985,TRUE
pp464,dyn,828,bin_3,3,trial2,cheek,9.6533,TRUE
pp464,dyn,828,bin_4,4,trial2,cheek,7.7557,TRUE
pp464,dyn,828,bin_5,5,trial2,cheek,5.6013,TRUE
pp464,dyn,828,bin_6,6,trial2,cheek,6.9779,TRUE
pp464,dyn,929,bin_0,0,trial7,brow,11.4568,TRUE
pp464,dyn,929,bin_1,1,trial7,brow,6.2755,TRUE
pp464,dyn,929,bin_2,2,trial7,brow,7.9019,TRUE
pp464,dyn,929,bin_3,3,trial7,brow,35.9652,TRUE
pp464,dyn,929,bin_4,4,trial7,brow,8.0158,TRUE
pp464,dyn,929,bin_5,5,trial7,brow,5.7096,TRUE
pp464,dyn,929,bin_6,6,trial7,brow,7.6913,TRUE
pp464,dyn,929,bin_0,0,trial7,cheek,17.0386,TRUE
pp464,dyn,929,bin_1,1,trial7,cheek,10.0394,TRUE
pp464,dyn,929,bin_2,2,trial7,cheek,8.177,TRUE
pp464,dyn,929,bin_3,3,trial7,cheek,11.7876,TRUE
pp464,dyn,929,bin_4,4,trial7,cheek,5.933,TRUE
pp464,dyn,929,bin_5,5,trial7,cheek,5.8546,TRUE
pp464,dyn,929,bin_6,6,trial7,cheek,8.426,TRUE
pp466,dyn,626,bin_0,0,trial4,brow,3.8909,TRUE
pp466,dyn,626,bin_1,1,trial4,brow,3.0753,TRUE
pp466,dyn,626,bin_2,2,trial4,brow,3.1834,TRUE
pp466,dyn,626,bin_3,3,trial4,brow,2.5838,TRUE
pp466,dyn,626,bin_4,4,trial4,brow,3.4716,TRUE
pp466,dyn,626,bin_5,5,trial4,brow,2.9139,TRUE
pp466,dyn,626,bin_6,6,trial4,brow,2.5767,TRUE
pp466,dyn,727,bin_0,0,trial5,cheek,4.806,TRUE
pp466,dyn,727,bin_1,1,trial5,cheek,3.3354,TRUE
pp466,dyn,727,bin_2,2,trial5,cheek,5.4825,TRUE
pp466,dyn,727,bin_3,3,trial5,cheek,3.1949,TRUE
pp466,dyn,727,bin_4,4,trial5,cheek,2.8347,TRUE
pp466,dyn,727,bin_5,5,trial5,cheek,3.1873,TRUE
pp466,dyn,727,bin_6,6,trial5,cheek,2.6108,TRUE
pp466,dyn,727,bin_0,0,trial8,brow,7.0686,TRUE
pp466,dyn,727,bin_1,1,trial8,brow,6.6682,TRUE
pp466,dyn,727,bin_2,2,trial8,brow,3.0911,TRUE
pp466,dyn,727,bin_3,3,trial8,brow,3.1229,TRUE
pp466,dyn,727,bin_4,4,trial8,brow,3.161,TRUE
pp466,dyn,727,bin_5,5,trial8,brow,3.0396,TRUE
pp466,dyn,727,bin_6,6,trial8,brow,3.4247,TRUE
pp466,dyn,828,bin_0,0,trial8,cheek,17.9707,TRUE
pp466,dyn,828,bin_1,1,trial8,cheek,15.9243,TRUE
pp466,dyn,828,bin_2,2,trial8,cheek,16.898,TRUE
pp466,dyn,828,bin_3,3,trial8,cheek,32.032,TRUE
pp466,dyn,828,bin_4,4,trial8,cheek,29.3198,TRUE
pp466,dyn,828,bin_5,5,trial8,cheek,24.2245,TRUE
pp466,dyn,828,bin_6,6,trial8,cheek,24.3096,TRUE
pp466,dyn,929,bin_0,0,trial7,cheek,6.4942,TRUE
pp466,dyn,929,bin_1,1,trial7,cheek,8.5214,TRUE
pp466,dyn,929,bin_2,2,trial7,cheek,12.6381,TRUE
pp466,dyn,929,bin_3,3,trial7,cheek,16.4979,TRUE
pp466,dyn,929,bin_4,4,trial7,cheek,11.9377,TRUE
pp466,dyn,929,bin_5,5,trial7,cheek,5.3302,TRUE
pp466,dyn,929,bin_6,6,trial7,cheek,2.7503,TRUE
pp466,dyn,929,bin_0,0,trial8,brow,28.0108,TRUE
pp466,dyn,929,bin_1,1,trial8,brow,24.1616,TRUE
pp466,dyn,929,bin_2,2,trial8,brow,13.5889,TRUE
pp466,dyn,929,bin_3,3,trial8,brow,6.4514,TRUE
pp466,dyn,929,bin_4,4,trial8,brow,5.7022,TRUE
pp466,dyn,929,bin_5,5,trial8,brow,5.5245,TRUE
pp466,dyn,929,bin_6,6,trial8,brow,5.4737,TRUE
