pp_no,model,emotion,bin,bin_no,trial,muscle,rms
pp431,adult,232,bin_9,9,trial2,brow,7.8745
pp431,adult,232,bin_10,10,trial2,brow,6.4688
pp431,adult,232,bin_0,0,trial2,cheek,2.928
pp431,adult,232,bin_1,1,trial2,cheek,3.0913
pp431,adult,232,bin_2,2,trial2,cheek,2.8152
pp431,adult,232,bin_3,3,trial2,cheek,2.9735
pp431,adult,232,bin_4,4,trial2,cheek,2.5375
pp431,adult,232,bin_5,5,trial2,cheek,2.4115
pp431,adult,232,bin_6,6,trial2,cheek,2.8804
pp431,adult,232,bin_7,7,trial2,cheek,2.8394
pp431,adult,232,bin_8,8,trial2,cheek,3.2129
pp431,adult,232,bin_9,9,trial2,cheek,3.1535
pp431,adult,232,bin_10,10,trial2,cheek,2.8313
pp431,adult,232,bin_0,0,trial3,brow,7.4865
pp431,adult,232,bin_1,1,trial3,brow,7.2974
pp431,adult,232,bin_2,2,trial3,brow,6.775
pp431,adult,232,bin_3,3,trial3,brow,6.2701
pp431,adult,232,bin_4,4,trial3,brow,6.6385
pp431,adult,232,bin_5,5,trial3,brow,4.8299
pp431,adult,232,bin_6,6,trial3,brow,6.1103
pp431,adult,232,bin_7,7,trial3,brow,7.1182
pp431,adult,232,bin_8,8,trial3,brow,7.1987
pp431,adult,232,bin_9,9,trial3,brow,8.845
pp431,adult,232,bin_10,10,trial3,brow,9.3411
pp431,adult,232,bin_0,0,trial3,cheek,3.3513
pp431,adult,232,bin_1,1,trial3,cheek,3.4171
pp431,adult,232,bin_2,2,trial3,cheek,3.2941
pp431,adult,232,bin_3,3,trial3,cheek,3.1581
pp431,adult,232,bin_4,4,trial3,cheek,2.8832
pp431,adult,232,bin_5,5,trial3,cheek,3.1461
pp431,adult,232,bin_6,6,trial3,cheek,2.6658
pp431,adult,232,bin_7,7,trial3,cheek,3.1057
pp431,adult,232,bin_8,8,trial3,cheek,3.1401
pp431,adult,232,bin_9,9,trial3,cheek,2.6897
pp431,adult,232,bin_10,10,trial3,cheek,2.7007
pp431,adult,232,bin_0,0,trial4,brow,7.4282
pp431,adult,232,bin_1,1,trial4,brow,7.933
pp431,adult,232,bin_2,2,trial4,brow,7.1887
pp431,adult,232,bin_3,3,trial4,brow,8.4897
pp431,adult,232,bin_4,4,trial4,brow,6.0906
pp431,adult,232,bin_5,5,trial4,brow,5.4654
pp431,adult,232,bin_6,6,trial4,brow,6.9744
pp431,adult,232,bin_7,7,trial4,brow,6.1194
pp431,adult,232,bin_8,8,trial4,brow,7.0365
pp431,adult,232,bin_9,9,trial4,brow,8.2234
pp431,adult,232,bin_10,10,trial4,brow,8.164
pp431,adult,232,bin_0,0,trial4,cheek,2.8899
pp431,adult,232,bin_1,1,trial4,cheek,3.2174
pp431,adult,232,bin_2,2,trial4,cheek,2.951
pp431,adult,232,bin_3,3,trial4,cheek,3.0618
pp431,adult,232,bin_4,4,trial4,cheek,2.4694
pp431,adult,232,bin_5,5,trial4,cheek,3.1278
pp431,adult,232,bin_6,6,trial4,cheek,2.9687
pp431,adult,232,bin_7,7,trial4,cheek,2.7328
pp431,adult,232,bin_8,8,trial4,cheek,3.5149
pp431,adult,232,bin_9,9,trial4,cheek,2.7389
pp431,adult,232,bin_10,10,trial4,cheek,2.5133
pp431,adult,232,bin_0,0,trial5,brow,5.7784
pp431,adult,232,bin_1,1,trial5,brow,4.9144
pp431,adult,232,bin_2,2,trial5,brow,8.8093
pp431,adult,232,bin_3,3,trial5,brow,8.371
pp431,adult,232,bin_4,4,trial5,brow,5.318
pp431,adult,232,bin_5,5,trial5,brow,6.6796
pp431,adult,232,bin_6,6,trial5,brow,5.1176
pp431,adult,232,bin_7,7,trial5,brow,9.8754
pp431,adult,232,bin_8,8,trial5,brow,9.1378
pp431,adult,232,bin_9,9,trial5,brow,6.2919
pp431,adult,232,bin_10,10,trial5,brow,7.2746
pp431,adult,232,bin_0,0,trial6,brow,8.0775
pp431,adult,232,bin_1,1,trial6,brow,7.4153
pp431,adult,232,bin_2,2,trial6,brow,8.9822
pp431,adult,232,bin_3,3,trial6,brow,10.1986
pp431,adult,232,bin_4,4,trial6,brow,8.337
pp431,adult,232,bin_5,5,trial6,brow,7.6774
pp431,adult,232,bin_6,6,trial6,brow,7.4878
pp431,adult,232,bin_7,7,trial6,brow,6.9703
pp431,adult,232,bin_8,8,trial6,brow,8.9643
pp431,adult,232,bin_9,9,trial6,brow,8.4229
pp431,adult,232,bin_10,10,trial6,brow,8.023
pp431,adult,232,bin_0,0,trial6,cheek,3.0053
pp431,adult,232,bin_1,1,trial6,cheek,2.3947
pp431,adult,232,bin_2,2,trial6,cheek,2.666
pp431,adult,232,bin_3,3,trial6,cheek,2.8895
pp431,adult,232,bin_4,4,trial6,cheek,2.7119
pp431,adult,232,bin_5,5,trial6,cheek,2.78
pp431,adult,232,bin_6,6,trial6,cheek,2.6916
pp431,adult,232,bin_7,7,trial6,cheek,2.7468
pp431,adult,232,bin_8,8,trial6,cheek,3.2113
pp431,adult,232,bin_9,9,trial6,cheek,2.977
pp431,adult,232,bin_10,10,trial6,cheek,2.6857
pp431,adult,232,bin_0,0,trial7,cheek,2.8911
pp431,adult,232,bin_1,1,trial7,cheek,2.5909
pp431,adult,232,bin_2,2,trial7,cheek,3.016
pp431,adult,232,bin_3,3,trial7,cheek,2.8107
pp431,adult,232,bin_4,4,trial7,cheek,3.3025
pp431,adult,232,bin_5,5,trial7,cheek,2.9122
pp431,adult,232,bin_6,6,trial7,cheek,9.1181
pp431,adult,232,bin_7,7,trial7,cheek,4.1749
pp431,adult,232,bin_8,8,trial7,cheek,3.7643
pp431,adult,232,bin_9,9,trial7,cheek,2.9044
pp431,adult,232,bin_10,10,trial7,cheek,2.9862
pp431,adult,232,bin_0,0,trial8,brow,9.0583
pp431,adult,232,bin_1,1,trial8,brow,9.0115
pp431,adult,232,bin_2,2,trial8,brow,10.9895
pp431,adult,232,bin_3,3,trial8,brow,6.6457
pp431,adult,232,bin_4,4,trial8,brow,6.9556
pp431,adult,232,bin_5,5,trial8,brow,9.2045
pp431,adult,232,bin_6,6,trial8,brow,6.4961
pp431,adult,232,bin_7,7,trial8,brow,8.5931
pp431,adult,232,bin_8,8,trial8,brow,10.8039
pp431,adult,232,bin_9,9,trial8,brow,10.7734
pp431,adult,232,bin_10,10,trial8,brow,9.5635
pp431,adult,232,bin_0,0,trial8,cheek,3.0506
pp431,adult,232,bin_1,1,trial8,cheek,2.5021
pp431,adult,232,bin_2,2,trial8,cheek,2.6202
pp431,adult,232,bin_3,3,trial8,cheek,2.8818
pp431,adult,232,bin_4,4,trial8,cheek,3.0135
pp431,adult,232,bin_5,5,trial8,cheek,3.6183
pp431,adult,232,bin_6,6,trial8,cheek,2.8376
pp431,adult,232,bin_7,7,trial8,cheek,2.7265
pp431,adult,232,bin_8,8,trial8,cheek,3.1421
pp431,adult,232,bin_9,9,trial8,cheek,3.5041
pp431,adult,232,bin_10,10,trial8,cheek,3.008
pp431,child,323,bin_0,0,trial1,cheek,3.414
pp431,child,323,bin_1,1,trial1,cheek,3.0427
pp431,child,323,bin_2,2,trial1,cheek,2.9972
pp431,child,323,bin_3,3,trial1,cheek,3.16
pp431,child,323,bin_4,4,trial1,cheek,3.0666
pp431,child,323,bin_5,5,trial1,cheek,3.0158
pp431,child,323,bin_6,6,trial1,cheek,3.1591
pp431,child,323,bin_7,7,trial1,cheek,2.9141
pp431,child,323,bin_8,8,trial1,cheek,3.279
pp431,child,323,bin_9,9,trial1,cheek,4.2467
pp431,child,323,bin_10,10,trial1,cheek,4.327
pp431,child,323,bin_0,0,trial2,brow,6.7651
pp431,child,323,bin_1,1,trial2,brow,12.201
pp431,child,323,bin_2,2,trial2,brow,9.4809
pp431,child,323,bin_3,3,trial2,brow,8.249
pp431,child,323,bin_4,4,trial2,brow,4.8254
pp431,child,323,bin_5,5,trial2,brow,5.2859
pp431,child,323,bin_6,6,trial2,brow,7.0711
pp431,child,323,bin_7,7,trial2,brow,8.2932
pp431,child,323,bin_8,8,trial2,brow,8.1349
pp431,child,323,bin_9,9,trial2,brow,7.4056
pp431,child,323,bin_10,10,trial2,brow,9.9062
pp431,child,323,bin_0,0,trial2,cheek,3.1975
pp431,child,323,bin_1,1,trial2,cheek,3.4445
pp431,child,323,bin_2,2,trial2,cheek,2.9336
pp431,child,323,bin_3,3,trial2,cheek,3.6429
pp431,child,323,bin_4,4,trial2,cheek,3.4601
pp431,child,323,bin_5,5,trial2,cheek,4.4327
pp431,child,323,bin_6,6,trial2,cheek,5.3877
pp431,child,323,bin_7,7,trial2,cheek,3.9236
pp431,child,323,bin_8,8,trial2,cheek,2.9636
pp431,child,323,bin_9,9,trial2,cheek,4.2238
pp431,child,323,bin_10,10,trial2,cheek,4.462
pp431,child,323,bin_0,0,trial3,brow,12.0013
pp431,child,323,bin_1,1,trial3,brow,12.8401
pp431,child,323,bin_2,2,trial3,brow,10.4808
pp431,child,323,bin_3,3,trial3,brow,10.4508
pp431,child,323,bin_4,4,trial3,brow,9.037
pp431,child,323,bin_5,5,trial3,brow,9.5773
pp431,child,323,bin_6,6,trial3,brow,7.7109
pp431,child,323,bin_7,7,trial3,brow,6.9244
pp431,child,323,bin_8,8,trial3,brow,4.7742000000000004
pp431,child,323,bin_9,9,trial3,brow,8.4999
pp431,child,323,bin_10,10,trial3,brow,4.6694
pp431,child,323,bin_0,0,trial3,cheek,3.4984
pp431,child,323,bin_1,1,trial3,cheek,3.7191
pp431,child,323,bin_2,2,trial3,cheek,3.2932
pp431,child,323,bin_3,3,trial3,cheek,3.4328
pp431,child,323,bin_4,4,trial3,cheek,2.7729
pp431,child,323,bin_5,5,trial3,cheek,3.8962
pp431,child,323,bin_6,6,trial3,cheek,5.8317
pp431,child,323,bin_7,7,trial3,cheek,5.2579
pp431,child,323,bin_8,8,trial3,cheek,4.1957
pp431,child,323,bin_9,9,trial3,cheek,3.478
pp431,child,323,bin_10,10,trial3,cheek,3.912
pp431,child,323,bin_0,0,trial4,brow,8.0603
pp431,child,323,bin_1,1,trial4,brow,8.0746
pp431,child,323,bin_2,2,trial4,brow,9.7422
pp431,child,323,bin_3,3,trial4,brow,7.0121
pp431,child,323,bin_4,4,trial4,brow,7.0116
pp431,child,323,bin_5,5,trial4,brow,8.0367
pp431,child,323,bin_6,6,trial4,brow,6.1682
pp431,child,323,bin_7,7,trial4,brow,7.0061
pp431,child,323,bin_8,8,trial4,brow,7.4152
pp431,child,323,bin_9,9,trial4,brow,6.2735
pp431,child,323,bin_10,10,trial4,brow,6.1999
pp431,child,323,bin_0,0,trial4,cheek,3.1521
pp431,child,323,bin_1,1,trial4,cheek,3.302
pp431,child,323,bin_2,2,trial4,cheek,4.0154
pp431,child,323,bin_3,3,trial4,cheek,3.4566
pp431,child,323,bin_4,4,trial4,cheek,3.3838
pp431,child,323,bin_5,5,trial4,cheek,3.083
pp431,child,323,bin_6,6,trial4,cheek,3.4527
pp431,child,323,bin_7,7,trial4,cheek,2.9121
pp431,child,323,bin_8,8,trial4,cheek,3.2878
pp431,child,323,bin_9,9,trial4,cheek,3.5499
pp431,child,323,bin_10,10,trial4,cheek,3.6219
pp431,child,323,bin_0,0,trial5,brow,7.5858
pp431,child,323,bin_1,1,trial5,brow,7.4139
pp431,child,323,bin_2,2,trial5,brow,5.7029
pp431,child,323,bin_3,3,trial5,brow,6.4791
pp431,child,323,bin_4,4,trial5,brow,9.2375
pp431,child,323,bin_5,5,trial5,brow,8.0351
pp431,child,323,bin_6,6,trial5,brow,7.0696
pp431,child,323,bin_7,7,trial5,brow,7.1981
pp431,child,323,bin_8,8,trial5,brow,6.5231
pp431,child,323,bin_9,9,trial5,brow,9.674
pp431,child,323,bin_10,10,trial5,brow,7.8381
pp431,child,323,bin_0,0,trial6,brow,7.1524
pp431,child,323,bin_1,1,trial6,brow,6.2685
pp431,child,323,bin_2,2,trial6,brow,9.8204
pp431,child,323,bin_3,3,trial6,brow,8.2985
pp431,child,323,bin_4,4,trial6,brow,6.1999
pp431,child,323,bin_5,5,trial6,brow,5.5488
pp431,child,323,bin_6,6,trial6,brow,7.3095
pp431,child,323,bin_7,7,trial6,brow,5.2254
pp431,child,323,bin_8,8,trial6,brow,7.8597
pp431,child,323,bin_9,9,trial6,brow,6.7925
pp431,child,323,bin_10,10,trial6,brow,6.9008
pp431,child,323,bin_0,0,trial6,cheek,3.4346
pp431,child,323,bin_1,1,trial6,cheek,2.8308
pp431,child,323,bin_2,2,trial6,cheek,3.5453
pp431,child,323,bin_3,3,trial6,cheek,2.1924
pp431,child,323,bin_4,4,trial6,cheek,3.8796
pp431,child,323,bin_5,5,trial6,cheek,3.3284
pp431,child,323,bin_6,6,trial6,cheek,3.4061
pp431,child,323,bin_7,7,trial6,cheek,3.0059
pp431,child,323,bin_8,8,trial6,cheek,3.2364
pp431,child,323,bin_9,9,trial6,cheek,3.2407
pp431,child,323,bin_10,10,trial6,cheek,3.4143
pp431,child,323,bin_0,0,trial7,brow,8.1832
pp431,child,323,bin_1,1,trial7,brow,6.1781
pp431,child,323,bin_2,2,trial7,brow,10.2803
pp431,child,323,bin_3,3,trial7,brow,6.901
pp431,child,323,bin_4,4,trial7,brow,7.9247
pp431,child,323,bin_5,5,trial7,brow,9.8198
pp431,child,323,bin_6,6,trial7,brow,9.1752
pp431,child,323,bin_7,7,trial7,brow,9.1093
pp431,child,323,bin_8,8,trial7,brow,7.446
pp431,child,323,bin_9,9,trial7,brow,9.3275
pp431,child,323,bin_10,10,trial7,brow,7.0072
pp431,child,323,bin_0,0,trial7,cheek,3.3654
pp431,child,323,bin_1,1,trial7,cheek,2.9625
pp431,child,323,bin_2,2,trial7,cheek,2.5394
pp431,child,323,bin_3,3,trial7,cheek,3.4402
pp431,child,323,bin_4,4,trial7,cheek,3.7925
pp431,child,323,bin_5,5,trial7,cheek,3.1007
pp431,child,323,bin_6,6,trial7,cheek,3.1662
pp431,child,323,bin_7,7,trial7,cheek,2.9864
pp431,child,323,bin_8,8,trial7,cheek,3.2382
pp431,child,323,bin_9,9,trial7,cheek,3.5527
pp431,child,323,bin_10,10,trial7,cheek,3.1049
pp431,child,323,bin_0,0,trial8,brow,8.8164
pp431,child,323,bin_1,1,trial8,brow,8.7588
pp431,child,323,bin_2,2,trial8,brow,7.8949
pp431,child,323,bin_3,3,trial8,brow,8.7
pp431,child,323,bin_4,4,trial8,brow,8.7787
pp431,child,323,bin_5,5,trial8,brow,8.972
pp431,child,323,bin_6,6,trial8,brow,9.48
pp431,child,323,bin_7,7,trial8,brow,7.9867
pp431,child,323,bin_8,8,trial8,brow,5.883
pp431,child,323,bin_9,9,trial8,brow,8.5518
pp431,child,323,bin_10,10,trial8,brow,7.7642
pp431,child,323,bin_0,0,trial8,cheek,3.5324
pp431,child,323,bin_1,1,trial8,cheek,3.6145
pp431,child,323,bin_2,2,trial8,cheek,3.7989
pp431,child,323,bin_3,3,trial8,cheek,3.0103
pp431,child,323,bin_4,4,trial8,cheek,2.9959
pp431,child,323,bin_5,5,trial8,cheek,3.4045
pp431,child,323,bin_6,6,trial8,cheek,3.1808
pp431,child,323,bin_7,7,trial8,cheek,3.0047
pp431,child,323,bin_8,8,trial8,cheek,3.0369
pp431,child,323,bin_9,9,trial8,cheek,3.5407
pp431,child,323,bin_10,10,trial8,cheek,5.4678
pp431,child,424,bin_0,0,trial1,brow,7.9918
pp431,child,424,bin_1,1,trial1,brow,6.2021
pp431,child,424,bin_2,2,trial1,brow,7.6333
pp431,child,424,bin_3,3,trial1,brow,10.1747
pp431,child,424,bin_4,4,trial1,brow,7.7595
pp431,child,424,bin_5,5,trial1,brow,6.1946
pp431,child,424,bin_6,6,trial1,brow,7.8262
pp431,child,424,bin_7,7,trial1,brow,10.0192
pp431,child,424,bin_8,8,trial1,brow,9.2458
pp431,child,424,bin_9,9,trial1,brow,7.7403
pp431,child,424,bin_10,10,trial1,brow,7.2815
pp431,child,424,bin_0,0,trial1,cheek,3.0703
pp431,child,424,bin_1,1,trial1,cheek,2.9719
pp431,child,424,bin_2,2,trial1,cheek,3.3597
pp431,child,424,bin_3,3,trial1,cheek,2.9197
pp431,child,424,bin_4,4,trial1,cheek,3.2179
pp431,child,424,bin_5,5,trial1,cheek,3.4757
pp431,child,424,bin_6,6,trial1,cheek,3.2897
pp431,child,424,bin_7,7,trial1,cheek,3.4859
pp431,child,424,bin_8,8,trial1,cheek,3.1624
pp431,child,424,bin_9,9,trial1,cheek,3.3857
pp431,child,424,bin_10,10,trial1,cheek,3.7172
pp431,child,424,bin_0,0,trial2,brow,10.8917
pp431,child,424,bin_1,1,trial2,brow,11.7125
pp431,child,424,bin_2,2,trial2,brow,8.7139
pp431,child,424,bin_3,3,trial2,brow,9.1167
pp431,child,424,bin_4,4,trial2,brow,6.3936
pp431,child,424,bin_5,5,trial2,brow,9.3102
pp431,child,424,bin_6,6,trial2,brow,10.4791
pp431,child,424,bin_7,7,trial2,brow,8.9799
pp431,child,424,bin_8,8,trial2,brow,8.5467
pp431,child,424,bin_9,9,trial2,brow,10.0648
pp431,child,424,bin_10,10,trial2,brow,9.8118
pp431,child,424,bin_0,0,trial2,cheek,3.3813
pp431,child,424,bin_1,1,trial2,cheek,3.5033
pp431,child,424,bin_2,2,trial2,cheek,4.3615
pp431,child,424,bin_3,3,trial2,cheek,2.8907
pp431,child,424,bin_4,4,trial2,cheek,3.1177
pp431,child,424,bin_5,5,trial2,cheek,3.8702
pp431,child,424,bin_6,6,trial2,cheek,2.9404
pp431,child,424,bin_7,7,trial2,cheek,3.7858
pp431,child,424,bin_8,8,trial2,cheek,3.2156
pp431,child,424,bin_9,9,trial2,cheek,3.3296
pp431,child,424,bin_10,10,trial2,cheek,3.4886
pp431,child,424,bin_0,0,trial3,brow,9.4073
pp431,child,424,bin_1,1,trial3,brow,6.4199
pp431,child,424,bin_2,2,trial3,brow,10.3506
pp431,child,424,bin_3,3,trial3,brow,10.3077
pp431,child,424,bin_4,4,trial3,brow,9.7511
pp431,child,424,bin_5,5,trial3,brow,7.0427
pp431,child,424,bin_6,6,trial3,brow,6.2129
pp431,child,424,bin_7,7,trial3,brow,9.0336
pp431,child,424,bin_8,8,trial3,brow,6.1113
pp431,child,424,bin_9,9,trial3,brow,6.3521
pp431,child,424,bin_10,10,trial3,brow,8.4368
pp431,child,424,bin_0,0,trial3,cheek,3.6028
pp431,child,424,bin_1,1,trial3,cheek,3.1053
pp431,child,424,bin_2,2,trial3,cheek,3.8466
pp431,child,424,bin_3,3,trial3,cheek,4.1091
pp431,child,424,bin_4,4,trial3,cheek,2.8111
pp431,child,424,bin_5,5,trial3,cheek,3.4879
pp431,child,424,bin_6,6,trial3,cheek,3.3735
pp431,child,424,bin_7,7,trial3,cheek,3.053
pp431,child,424,bin_8,8,trial3,cheek,3.9338
pp431,child,424,bin_9,9,trial3,cheek,3.6026
pp431,child,424,bin_10,10,trial3,cheek,3.8368
pp431,child,424,bin_0,0,trial4,brow,9.0744
pp431,child,424,bin_1,1,trial4,brow,9.6444
pp431,child,424,bin_2,2,trial4,brow,7.386
pp431,child,424,bin_3,3,trial4,brow,6.6313
pp431,child,424,bin_4,4,trial4,brow,6.4606
pp431,child,424,bin_5,5,trial4,brow,7.7136
pp431,child,424,bin_6,6,trial4,brow,7.5778
pp431,child,424,bin_7,7,trial4,brow,7.3629
pp431,child,424,bin_8,8,trial4,brow,7.906
pp431,child,424,bin_9,9,trial4,brow,7.9642
pp431,child,424,bin_10,10,trial4,brow,9.2342
pp431,child,424,bin_0,0,trial4,cheek,3.9492
pp431,child,424,bin_1,1,trial4,cheek,3.1798
pp431,child,424,bin_2,2,trial4,cheek,2.9353
pp431,child,424,bin_3,3,trial4,cheek,3.3647
pp431,child,424,bin_4,4,trial4,cheek,3.9375
pp431,child,424,bin_5,5,trial4,cheek,3.2418
pp431,child,424,bin_6,6,trial4,cheek,3.5682
pp431,child,424,bin_7,7,trial4,cheek,3.1593
pp431,child,424,bin_8,8,trial4,cheek,3.1029
pp431,child,424,bin_9,9,trial4,cheek,3.1845
pp431,child,424,bin_10,10,trial4,cheek,3.5621
pp431,child,424,bin_0,0,trial5,brow,8.2015
pp431,child,424,bin_1,1,trial5,brow,8.1901
pp431,child,424,bin_2,2,trial5,brow,10.1909
pp431,child,424,bin_3,3,trial5,brow,9.7773
pp431,child,424,bin_4,4,trial5,brow,8.7164
pp431,child,424,bin_5,5,trial5,brow,8.6187
pp431,child,424,bin_6,6,trial5,brow,7.1964
pp431,child,424,bin_7,7,trial5,brow,8.9491
pp431,child,424,bin_8,8,trial5,brow,5.4289
pp431,child,424,bin_9,9,trial5,brow,6.9165
pp431,child,424,bin_10,10,trial5,brow,7.4363
pp431,child,424,bin_0,0,trial6,brow,9.1214
pp431,child,424,bin_1,1,trial6,brow,9.1438
pp431,child,424,bin_2,2,trial6,brow,9.6
pp431,child,424,bin_3,3,trial6,brow,7.9082
pp431,child,424,bin_4,4,trial6,brow,8.5964
pp431,child,424,bin_5,5,trial6,brow,7.5405
pp431,child,424,bin_6,6,trial6,brow,9.2053
pp431,child,424,bin_7,7,trial6,brow,8.9777
pp431,child,424,bin_8,8,trial6,brow,10.1853
pp431,child,424,bin_9,9,trial6,brow,8.8957
pp431,child,424,bin_10,10,trial6,brow,6.6031
pp431,child,424,bin_0,0,trial6,cheek,3.0807
pp431,child,424,bin_1,1,trial6,cheek,3.0591
pp431,child,424,bin_2,2,trial6,cheek,2.9531
pp431,child,424,bin_3,3,trial6,cheek,3.4504
pp431,child,424,bin_4,4,trial6,cheek,2.968
pp431,child,424,bin_5,5,trial6,cheek,3.7514
pp431,child,424,bin_6,6,trial6,cheek,3.3767
pp431,child,424,bin_7,7,trial6,cheek,3.892
pp431,child,424,bin_8,8,trial6,cheek,2.6725
pp431,child,424,bin_9,9,trial6,cheek,3.1115
pp431,child,424,bin_10,10,trial6,cheek,2.8183
pp431,child,424,bin_0,0,trial7,brow,8.0032
pp431,child,424,bin_1,1,trial7,brow,6.9109
pp431,child,424,bin_2,2,trial7,brow,8.8566
pp431,child,424,bin_3,3,trial7,brow,8.9601
pp431,child,424,bin_4,4,trial7,brow,10.5482
pp431,child,424,bin_5,5,trial7,brow,8.8326
pp431,child,424,bin_6,6,trial7,brow,7.4284
pp431,child,424,bin_7,7,trial7,brow,6.7765
pp431,child,424,bin_8,8,trial7,brow,7.7777
pp431,child,424,bin_9,9,trial7,brow,8.5097
pp431,child,424,bin_10,10,trial7,brow,6.2656
pp431,child,424,bin_0,0,trial7,cheek,3.1818
pp431,child,424,bin_1,1,trial7,cheek,3.4916
pp431,child,424,bin_2,2,trial7,cheek,3.1623
pp431,child,424,bin_3,3,trial7,cheek,3.3517
pp431,child,424,bin_4,4,trial7,cheek,3.0326
pp431,child,424,bin_5,5,trial7,cheek,3.4983
pp431,child,424,bin_6,6,trial7,cheek,3.2736
pp431,child,424,bin_7,7,trial7,cheek,3.7756
pp431,child,424,bin_8,8,trial7,cheek,3.2394
pp431,child,424,bin_9,9,trial7,cheek,3.384
pp431,child,424,bin_10,10,trial7,cheek,3.2678
pp431,child,424,bin_0,0,trial8,brow,3.8066
pp431,child,424,bin_1,1,trial8,brow,3.4035
pp431,child,424,bin_2,2,trial8,brow,4.6017
pp431,child,424,bin_3,3,trial8,brow,5.4358
pp431,child,424,bin_4,4,trial8,brow,4.0237
pp431,child,424,bin_5,5,trial8,brow,3.6254
pp431,child,424,bin_6,6,trial8,brow,4.0574
pp431,child,424,bin_7,7,trial8,brow,5.0826
pp431,child,424,bin_8,8,trial8,brow,4.2822
pp431,child,424,bin_9,9,trial8,brow,5.953
pp431,child,424,bin_10,10,trial8,brow,4.8918
pp431,child,424,bin_0,0,trial8,cheek,3.9877
pp431,child,424,bin_1,1,trial8,cheek,4.5544
pp431,child,424,bin_2,2,trial8,cheek,3.1785
pp431,child,424,bin_3,3,trial8,cheek,4.6288
pp431,child,424,bin_4,4,trial8,cheek,5.8554
pp431,child,424,bin_5,5,trial8,cheek,3.2562
pp431,child,424,bin_6,6,trial8,cheek,5.0226
pp431,child,424,bin_7,7,trial8,cheek,4.3887
pp431,child,424,bin_8,8,trial8,cheek,3.8372
pp431,child,424,bin_9,9,trial8,cheek,3.4811
pp431,child,424,bin_10,10,trial8,cheek,3.4384
pp431,adult,434,bin_0,0,trial1,brow,6.775
pp431,adult,434,bin_1,1,trial1,brow,7.224
pp431,adult,434,bin_2,2,trial1,brow,10.4332
pp431,adult,434,bin_3,3,trial1,brow,8.3438
pp431,adult,434,bin_4,4,trial1,brow,8.5963
pp431,adult,434,bin_5,5,trial1,brow,8.9676
pp431,adult,434,bin_6,6,trial1,brow,6.4109
pp431,adult,434,bin_7,7,trial1,brow,8.1991
pp431,adult,434,bin_8,8,trial1,brow,7.7632
pp431,adult,434,bin_9,9,trial1,brow,5.0321
pp431,adult,434,bin_10,10,trial1,brow,6.1653
pp431,adult,434,bin_0,0,trial1,cheek,2.9806
pp431,adult,434,bin_1,1,trial1,cheek,3.1053
pp431,adult,434,bin_2,2,trial1,cheek,2.774
pp431,adult,434,bin_3,3,trial1,cheek,3.1021
pp431,adult,434,bin_4,4,trial1,cheek,2.9766
pp431,adult,434,bin_5,5,trial1,cheek,3.4387
pp431,adult,434,bin_6,6,trial1,cheek,3.2428
pp431,adult,434,bin_7,7,trial1,cheek,2.9593
pp431,adult,434,bin_8,8,trial1,cheek,3.0216
pp431,adult,434,bin_9,9,trial1,cheek,2.9688
pp431,adult,434,bin_10,10,trial1,cheek,2.8959
pp431,adult,434,bin_0,0,trial2,brow,6.548
pp431,adult,434,bin_1,1,trial2,brow,7.1268
pp431,adult,434,bin_2,2,trial2,brow,6.7039
pp431,adult,434,bin_3,3,trial2,brow,6.8299
pp431,adult,434,bin_4,4,trial2,brow,5.8744
pp431,adult,434,bin_5,5,trial2,brow,7.2185
pp431,adult,434,bin_6,6,trial2,brow,6.0379
pp431,adult,434,bin_7,7,trial2,brow,5.5404
pp431,adult,434,bin_8,8,trial2,brow,6.6129
pp431,adult,434,bin_9,9,trial2,brow,7.0503
pp431,adult,434,bin_10,10,trial2,brow,6.4633
pp431,adult,434,bin_0,0,trial2,cheek,3.0777
pp431,adult,434,bin_1,1,trial2,cheek,3.1673
pp431,adult,434,bin_2,2,trial2,cheek,3.0267
pp431,adult,434,bin_3,3,trial2,cheek,2.6578
pp431,adult,434,bin_4,4,trial2,cheek,2.6705
pp431,adult,434,bin_5,5,trial2,cheek,3.4291
pp431,adult,434,bin_6,6,trial2,cheek,2.8684
pp431,adult,434,bin_7,7,trial2,cheek,2.9513
pp431,adult,434,bin_8,8,trial2,cheek,3.0211
pp431,adult,434,bin_9,9,trial2,cheek,2.7167
pp431,adult,434,bin_10,10,trial2,cheek,2.577
pp431,adult,434,bin_0,0,trial3,brow,6.3833
pp431,adult,434,bin_1,1,trial3,brow,7.8954
pp431,adult,434,bin_2,2,trial3,brow,9.5081
pp431,adult,434,bin_3,3,trial3,brow,8.2308
pp431,adult,434,bin_4,4,trial3,brow,7.1476
pp431,adult,434,bin_5,5,trial3,brow,9.373
pp431,adult,434,bin_6,6,trial3,brow,5.9526
pp431,adult,434,bin_7,7,trial3,brow,5.4129
pp431,adult,434,bin_8,8,trial3,brow,6.2186
pp431,adult,434,bin_9,9,trial3,brow,5.2514
pp431,adult,434,bin_10,10,trial3,brow,8.5132
pp431,adult,434,bin_0,0,trial3,cheek,3.1304
pp431,adult,434,bin_1,1,trial3,cheek,2.9181
pp431,adult,434,bin_2,2,trial3,cheek,2.5637
pp431,adult,434,bin_3,3,trial3,cheek,2.9353
pp431,adult,434,bin_4,4,trial3,cheek,2.6404
pp431,adult,434,bin_5,5,trial3,cheek,2.5604
