pp_no,model,emotion,bin,bin_no,trial,muscle,rms
pp401,child,323,bin_1,1,trial3,brow,9.1197
pp401,child,323,bin_2,2,trial3,brow,8.4183
pp401,child,323,bin_3,3,trial3,brow,8.1627
pp401,child,323,bin_4,4,trial3,brow,9.1824
pp401,child,323,bin_5,5,trial3,brow,9.5996
pp401,child,323,bin_6,6,trial3,brow,13.3398
pp401,child,323,bin_7,7,trial3,brow,11.4082
pp401,child,323,bin_8,8,trial3,brow,11.8859
pp401,child,323,bin_9,9,trial3,brow,11.4974
pp401,child,323,bin_10,10,trial3,brow,10.2973
pp401,child,323,bin_0,0,trial3,cheek,10.7116
pp401,child,323,bin_1,1,trial3,cheek,7.7442
pp401,child,323,bin_2,2,trial3,cheek,12.258
pp401,child,323,bin_3,3,trial3,cheek,10.4681
pp401,child,323,bin_4,4,trial3,cheek,10.5638
pp401,child,323,bin_5,5,trial3,cheek,9.6072
pp401,child,323,bin_6,6,trial3,cheek,11.8997
pp401,child,323,bin_7,7,trial3,cheek,10.860900000000001
pp401,child,323,bin_8,8,trial3,cheek,9.4297
pp401,child,323,bin_9,9,trial3,cheek,8.0771
pp401,child,323,bin_10,10,trial3,cheek,6.5487
pp401,child,323,bin_0,0,trial5,brow,10.3798
pp401,child,323,bin_1,1,trial5,brow,8.4113
pp401,child,323,bin_2,2,trial5,brow,9.1192
pp401,child,323,bin_3,3,trial5,brow,11.0395
pp401,child,323,bin_4,4,trial5,brow,12.1809
pp401,child,323,bin_5,5,trial5,brow,10.9316
pp401,child,323,bin_6,6,trial5,brow,9.9328
pp401,child,323,bin_7,7,trial5,brow,10.4894
pp401,child,323,bin_8,8,trial5,brow,11.1902
pp401,child,323,bin_9,9,trial5,brow,NA
pp401,child,323,bin_10,10,trial5,brow,9.9292
pp401,child,323,bin_0,0,trial5,cheek,5.0607
pp401,child,323,bin_1,1,trial5,cheek,4.318
pp401,child,323,bin_2,2,trial5,cheek,4.2157
pp401,child,323,bin_3,3,trial5,cheek,4.2932
pp401,child,323,bin_4,4,trial5,cheek,5.0324
pp401,child,323,bin_5,5,trial5,cheek,4.5048
pp401,child,323,bin_6,6,trial5,cheek,5.1048
pp401,child,323,bin_7,7,trial5,cheek,5.3518
pp401,child,323,bin_8,8,trial5,cheek,4.2029
pp401,child,323,bin_9,9,trial5,cheek,4.9374
pp401,child,323,bin_10,10,trial5,cheek,4.9816
pp401,child,323,bin_0,0,trial6,brow,14.5216
pp401,child,323,bin_1,1,trial6,brow,15.5322
pp401,child,323,bin_2,2,trial6,brow,13.9362
pp401,child,323,bin_3,3,trial6,brow,12.689
pp401,child,323,bin_4,4,trial6,brow,14.464
pp401,child,323,bin_5,5,trial6,brow,11.3328
pp401,child,323,bin_6,6,trial6,brow,12.1015
pp401,child,323,bin_7,7,trial6,brow,13.277
pp401,child,323,bin_8,8,trial6,brow,13.4057
pp401,child,323,bin_9,9,trial6,brow,15.98
pp401,child,323,bin_10,10,trial6,brow,13.3471
pp401,child,323,bin_0,0,trial6,cheek,3.8902
pp401,child,323,bin_1,1,trial6,cheek,4.2294
pp401,child,323,bin_2,2,trial6,cheek,3.851
pp401,child,323,bin_3,3,trial6,cheek,4.9713
pp401,child,323,bin_4,4,trial6,cheek,4.7546
pp401,child,323,bin_5,5,trial6,cheek,4.3234
pp401,child,323,bin_6,6,trial6,cheek,3.903
pp401,child,323,bin_7,7,trial6,cheek,4.5136
pp401,child,323,bin_8,8,trial6,cheek,4.0197
pp401,child,323,bin_9,9,trial6,cheek,3.9965
pp401,child,323,bin_10,10,trial6,cheek,3.2408
pp401,child,323,bin_0,0,trial7,brow,7.7335
pp401,child,323,bin_1,1,trial7,brow,7.1841
pp401,child,323,bin_2,2,trial7,brow,6.4712
pp401,child,323,bin_3,3,trial7,brow,9.3056
pp401,child,323,bin_4,4,trial7,brow,6.5853
pp401,child,323,bin_5,5,trial7,brow,10.0069
pp401,child,323,bin_6,6,trial7,brow,7.166
pp401,child,323,bin_7,7,trial7,brow,7.7861
pp401,child,323,bin_8,8,trial7,brow,7.9563
pp401,child,323,bin_9,9,trial7,brow,6.6965
pp401,child,323,bin_10,10,trial7,brow,8.8222
pp401,child,323,bin_0,0,trial7,cheek,4.327
pp401,child,323,bin_1,1,trial7,cheek,3.9303
pp401,child,323,bin_2,2,trial7,cheek,4.1368
pp401,child,323,bin_3,3,trial7,cheek,4.3929
pp401,child,323,bin_4,4,trial7,cheek,3.8502
pp401,child,323,bin_5,5,trial7,cheek,3.8394
pp401,child,323,bin_6,6,trial7,cheek,6.1268
pp401,child,323,bin_7,7,trial7,cheek,4.8511
pp401,child,323,bin_8,8,trial7,cheek,4.8982
pp401,child,323,bin_9,9,trial7,cheek,4.7787
pp401,child,323,bin_10,10,trial7,cheek,NA
pp401,child,323,bin_0,0,trial8,brow,3.8618
pp401,child,323,bin_1,1,trial8,brow,5.9224
pp401,child,323,bin_2,2,trial8,brow,3.7905
pp401,child,323,bin_3,3,trial8,brow,4.1756
pp401,child,323,bin_4,4,trial8,brow,4.0232
pp401,child,323,bin_5,5,trial8,brow,4.1394
pp401,child,323,bin_6,6,trial8,brow,4.8256
pp401,child,323,bin_7,7,trial8,brow,5.7092
pp401,child,323,bin_8,8,trial8,brow,4.9107
pp401,child,323,bin_9,9,trial8,brow,3.8541
pp401,child,323,bin_10,10,trial8,brow,4.9457
pp401,child,323,bin_0,0,trial8,cheek,3.9992
pp401,child,323,bin_1,1,trial8,cheek,3.7916
pp401,child,323,bin_2,2,trial8,cheek,3.4926
pp401,child,323,bin_3,3,trial8,cheek,3.5557
pp401,child,323,bin_4,4,trial8,cheek,4.2577
pp401,child,323,bin_5,5,trial8,cheek,3.2027
pp401,child,323,bin_6,6,trial8,cheek,3.7753
pp401,child,323,bin_7,7,trial8,cheek,3.5708
pp401,child,323,bin_8,8,trial8,cheek,4.8012
pp401,child,323,bin_9,9,trial8,cheek,3.5846
pp401,child,323,bin_10,10,trial8,cheek,4.9631
pp401,child,424,bin_0,0,trial1,brow,6.7066
pp401,child,424,bin_1,1,trial1,brow,5.2952
pp401,child,424,bin_2,2,trial1,brow,8.9328
pp401,child,424,bin_3,3,trial1,brow,6.2558
pp401,child,424,bin_4,4,trial1,brow,6.4173
pp401,child,424,bin_5,5,trial1,brow,6.8951
pp401,child,424,bin_6,6,trial1,brow,8.2713
pp401,child,424,bin_7,7,trial1,brow,8.7962
pp401,child,424,bin_8,8,trial1,brow,6.2888
pp401,child,424,bin_9,9,trial1,brow,5.4806
pp401,child,424,bin_10,10,trial1,brow,8.0101
pp401,child,424,bin_0,0,trial1,cheek,14.0148
pp401,child,424,bin_1,1,trial1,cheek,22.7154
pp401,child,424,bin_2,2,trial1,cheek,21.1761
pp401,child,424,bin_3,3,trial1,cheek,16.6005
pp401,child,424,bin_4,4,trial1,cheek,18.2544
pp401,child,424,bin_5,5,trial1,cheek,10.3959
pp401,child,424,bin_6,6,trial1,cheek,11.8626
pp401,child,424,bin_7,7,trial1,cheek,10.9674
pp401,child,424,bin_8,8,trial1,cheek,11.6436
pp401,child,424,bin_9,9,trial1,cheek,9.2276
pp401,child,424,bin_10,10,trial1,cheek,10.7065
pp401,child,424,bin_0,0,trial3,brow,5.2761
pp401,child,424,bin_1,1,trial3,brow,4.5616
pp401,child,424,bin_2,2,trial3,brow,9.3384
pp401,child,424,bin_3,3,trial3,brow,5.7129
pp401,child,424,bin_4,4,trial3,brow,6.7135
pp401,child,424,bin_5,5,trial3,brow,5.5054
pp401,child,424,bin_6,6,trial3,brow,7.7262
pp401,child,424,bin_7,7,trial3,brow,5.5345
pp401,child,424,bin_8,8,trial3,brow,6.1323
pp401,child,424,bin_9,9,trial3,brow,4.5318
pp401,child,424,bin_10,10,trial3,brow,6.9484
pp401,child,424,bin_0,0,trial3,cheek,5.752
pp401,child,424,bin_1,1,trial3,cheek,4.0483
pp401,child,424,bin_2,2,trial3,cheek,6.0474
pp401,child,424,bin_3,3,trial3,cheek,5.3424
pp401,child,424,bin_4,4,trial3,cheek,4.9217
pp401,child,424,bin_5,5,trial3,cheek,6.6065
pp401,child,424,bin_6,6,trial3,cheek,5.3126
pp401,child,424,bin_7,7,trial3,cheek,7.0915
pp401,child,424,bin_8,8,trial3,cheek,8.2979
pp401,child,424,bin_9,9,trial3,cheek,6.5613
pp401,child,424,bin_10,10,trial3,cheek,8.7056
pp401,child,424,bin_0,0,trial4,brow,7.4262
pp401,child,424,bin_1,1,trial4,brow,6.3677
pp401,child,424,bin_2,2,trial4,brow,8.3348
pp401,child,424,bin_3,3,trial4,brow,9.3901
pp401,child,424,bin_4,4,trial4,brow,7.3204
pp401,child,424,bin_5,5,trial4,brow,5.8879
pp401,child,424,bin_6,6,trial4,brow,7.2669
pp401,child,424,bin_7,7,trial4,brow,5.7066
pp401,child,424,bin_8,8,trial4,brow,5.8988
pp401,child,424,bin_9,9,trial4,brow,5.6889
pp401,child,424,bin_10,10,trial4,brow,5.9075
pp401,child,424,bin_0,0,trial4,cheek,6.2405
pp401,child,424,bin_1,1,trial4,cheek,5.5385
pp401,child,424,bin_2,2,trial4,cheek,3.7694
pp401,child,424,bin_3,3,trial4,cheek,7.7307
pp401,child,424,bin_4,4,trial4,cheek,3.4508
pp401,child,424,bin_5,5,trial4,cheek,4.5696
pp401,child,424,bin_6,6,trial4,cheek,5.2019
pp401,child,424,bin_7,7,trial4,cheek,4.0004
pp401,child,424,bin_8,8,trial4,cheek,5.1829
pp401,child,424,bin_9,9,trial4,cheek,3.9247
pp401,child,424,bin_10,10,trial4,cheek,5.2539
pp401,child,424,bin_0,0,trial5,brow,8.1808
pp401,child,424,bin_1,1,trial5,brow,8.005
pp401,child,424,bin_2,2,trial5,brow,9.874
pp401,child,424,bin_3,3,trial5,brow,7.9902
pp401,child,424,bin_4,4,trial5,brow,10.5303
pp401,child,424,bin_5,5,trial5,brow,9.5933
pp401,child,424,bin_6,6,trial5,brow,9.0338
pp401,child,424,bin_7,7,trial5,brow,8.5785
pp401,child,424,bin_8,8,trial5,brow,8.1594
pp401,child,424,bin_9,9,trial5,brow,11.4325
pp401,child,424,bin_10,10,trial5,brow,10.596
pp401,child,424,bin_0,0,trial5,cheek,4.9431
pp401,child,424,bin_1,1,trial5,cheek,4.0152
pp401,child,424,bin_2,2,trial5,cheek,4.7814
pp401,child,424,bin_3,3,trial5,cheek,6.5686
pp401,child,424,bin_4,4,trial5,cheek,9.4104
pp401,child,424,bin_5,5,trial5,cheek,8.1395
pp401,child,424,bin_6,6,trial5,cheek,12.0744
pp401,child,424,bin_7,7,trial5,cheek,8.3614
pp401,child,424,bin_8,8,trial5,cheek,5.2072
pp401,child,424,bin_9,9,trial5,cheek,7.2712
pp401,child,424,bin_10,10,trial5,cheek,5.3607
pp401,child,424,bin_0,0,trial6,brow,7.1823
pp401,child,424,bin_1,1,trial6,brow,5.5412
pp401,child,424,bin_2,2,trial6,brow,4.1817
pp401,child,424,bin_3,3,trial6,brow,6.8595
pp401,child,424,bin_4,4,trial6,brow,5.977
pp401,child,424,bin_5,5,trial6,brow,4.7745
pp401,child,424,bin_6,6,trial6,brow,7.1108
pp401,child,424,bin_7,7,trial6,brow,5.4297
pp401,child,424,bin_8,8,trial6,brow,6.018
pp401,child,424,bin_9,9,trial6,brow,6.2563
pp401,child,424,bin_10,10,trial6,brow,8.1574
pp401,child,424,bin_0,0,trial6,cheek,4.0604
pp401,child,424,bin_1,1,trial6,cheek,3.7118
pp401,child,424,bin_2,2,trial6,cheek,2.8864
pp401,child,424,bin_3,3,trial6,cheek,3.7164
pp401,child,424,bin_4,4,trial6,cheek,3.7865
pp401,child,424,bin_5,5,trial6,cheek,3.4462
pp401,child,424,bin_6,6,trial6,cheek,3.3285
pp401,child,424,bin_7,7,trial6,cheek,4.6174
pp401,child,424,bin_8,8,trial6,cheek,3.6606
pp401,child,424,bin_9,9,trial6,cheek,4.7171
pp401,child,424,bin_10,10,trial6,cheek,3.3297
pp401,child,424,bin_0,0,trial7,brow,7.8096
pp401,child,424,bin_1,1,trial7,brow,6.8808
pp401,child,424,bin_2,2,trial7,brow,6.5727
pp401,child,424,bin_3,3,trial7,brow,7.5039
pp401,child,424,bin_4,4,trial7,brow,7.739
pp401,child,424,bin_5,5,trial7,brow,5.8371
pp401,child,424,bin_6,6,trial7,brow,6.4764
pp401,child,424,bin_7,7,trial7,brow,8.2897
pp401,child,424,bin_8,8,trial7,brow,7.061
pp401,child,424,bin_9,9,trial7,brow,8.1015
pp401,child,424,bin_10,10,trial7,brow,9.8757
pp401,child,424,bin_0,0,trial7,cheek,5.2161
pp401,child,424,bin_1,1,trial7,cheek,7.7126
pp401,child,424,bin_2,2,trial7,cheek,5.4964
pp401,child,424,bin_3,3,trial7,cheek,3.3322
pp401,child,424,bin_4,4,trial7,cheek,5.3679
pp401,child,424,bin_5,5,trial7,cheek,3.3304
pp401,child,424,bin_6,6,trial7,cheek,5.2828
pp401,child,424,bin_7,7,trial7,cheek,3.5236
pp401,child,424,bin_8,8,trial7,cheek,4.1579
pp401,child,424,bin_9,9,trial7,cheek,5.1166
pp401,child,424,bin_10,10,trial7,cheek,14.209
pp401,child,424,bin_0,0,trial8,brow,9.9082
pp401,child,424,bin_1,1,trial8,brow,6.8972
pp401,child,424,bin_2,2,trial8,brow,7.8537
pp401,child,424,bin_3,3,trial8,brow,6.7225
pp401,child,424,bin_4,4,trial8,brow,5.7068
pp401,child,424,bin_5,5,trial8,brow,5.5134
pp401,child,424,bin_6,6,trial8,brow,7.8686
pp401,child,424,bin_7,7,trial8,brow,7.6369
pp401,child,424,bin_8,8,trial8,brow,7.1161
pp401,child,424,bin_9,9,trial8,brow,7.2466
pp401,child,424,bin_10,10,trial8,brow,7.6687
pp401,child,424,bin_0,0,trial8,cheek,5.363
pp401,child,424,bin_1,1,trial8,cheek,4.6359
pp401,child,424,bin_2,2,trial8,cheek,3.6747
pp401,child,424,bin_3,3,trial8,cheek,5.0531
pp401,child,424,bin_4,4,trial8,cheek,3.4528
pp401,child,424,bin_5,5,trial8,cheek,3.9602
pp401,child,424,bin_6,6,trial8,cheek,3.8354
pp401,child,424,bin_7,7,trial8,cheek,3.6696
pp401,child,424,bin_8,8,trial8,cheek,3.6422
pp401,child,424,bin_9,9,trial8,cheek,5.5928
pp401,child,424,bin_10,10,trial8,cheek,7.5732
pp401,adult,434,bin_0,0,trial1,brow,10.8989
pp401,adult,434,bin_1,1,trial1,brow,10.2846
pp401,adult,434,bin_2,2,trial1,brow,10.3292
pp401,adult,434,bin_3,3,trial1,brow,10.6801
pp401,adult,434,bin_4,4,trial1,brow,9.901
pp401,adult,434,bin_5,5,trial1,brow,11.0547
pp401,adult,434,bin_6,6,trial1,brow,10.5675
pp401,adult,434,bin_7,7,trial1,brow,12.0028
pp401,adult,434,bin_8,8,trial1,brow,10.6401
pp401,adult,434,bin_9,9,trial1,brow,9.0075
pp401,adult,434,bin_10,10,trial1,brow,12.0538
pp401,adult,434,bin_0,0,trial1,cheek,3.7357
pp401,adult,434,bin_1,1,trial1,cheek,4.1801
pp401,adult,434,bin_2,2,trial1,cheek,3.3516
pp401,adult,434,bin_3,3,trial1,cheek,3.637
pp401,adult,434,bin_4,4,trial1,cheek,3.9704
pp401,adult,434,bin_5,5,trial1,cheek,3.8395
pp401,adult,434,bin_6,6,trial1,cheek,10.2103
pp401,adult,434,bin_7,7,trial1,cheek,5.0269
pp401,adult,434,bin_8,8,trial1,cheek,3.9583
pp401,adult,434,bin_9,9,trial1,cheek,4.6437
pp401,adult,434,bin_10,10,trial1,cheek,4.1297
pp401,adult,434,bin_0,0,trial2,brow,11.8026
pp401,adult,434,bin_1,1,trial2,brow,12.0046
pp401,adult,434,bin_2,2,trial2,brow,12.2198
pp401,adult,434,bin_3,3,trial2,brow,11.9322
pp401,adult,434,bin_4,4,trial2,brow,9.343
pp401,adult,434,bin_5,5,trial2,brow,9.3517
pp401,adult,434,bin_6,6,trial2,brow,11.4716
pp401,adult,434,bin_7,7,trial2,brow,8.9147
pp401,adult,434,bin_8,8,trial2,brow,11.3253
pp401,adult,434,bin_9,9,trial2,brow,9.8813
pp401,adult,434,bin_10,10,trial2,brow,7.9819
pp401,adult,434,bin_0,0,trial2,cheek,3.8437
pp401,adult,434,bin_1,1,trial2,cheek,3.6808
pp401,adult,434,bin_2,2,trial2,cheek,4.0726
pp401,adult,434,bin_3,3,trial2,cheek,4.5382
pp401,adult,434,bin_4,4,trial2,cheek,4.01
pp401,adult,434,bin_5,5,trial2,cheek,3.4956
pp401,adult,434,bin_6,6,trial2,cheek,3.4264
pp401,adult,434,bin_7,7,trial2,cheek,3.9066
pp401,adult,434,bin_8,8,trial2,cheek,3.6465
pp401,adult,434,bin_9,9,trial2,cheek,3.4278
pp401,adult,434,bin_10,10,trial2,cheek,4.102
pp401,adult,434,bin_0,0,trial3,brow,12.8142
pp401,adult,434,bin_1,1,trial3,brow,12.3566
pp401,adult,434,bin_2,2,trial3,brow,10.5585
pp401,adult,434,bin_3,3,trial3,brow,15.215
pp401,adult,434,bin_4,4,trial3,brow,14.53
pp401,adult,434,bin_5,5,trial3,brow,12.1064
pp401,adult,434,bin_6,6,trial3,brow,10.07
pp401,adult,434,bin_7,7,trial3,brow,12.5992
pp401,adult,434,bin_8,8,trial3,brow,10.5324
pp401,adult,434,bin_9,9,trial3,brow,12.4062
pp401,adult,434,bin_10,10,trial3,brow,12.5136
pp401,adult,434,bin_0,0,trial3,cheek,5.3567
pp401,adult,434,bin_1,1,trial3,cheek,3.9519
pp401,adult,434,bin_2,2,trial3,cheek,3.8308
pp401,adult,434,bin_3,3,trial3,cheek,6.4951
pp401,adult,434,bin_4,4,trial3,cheek,6.8717
pp401,adult,434,bin_5,5,trial3,cheek,7.6521
pp401,adult,434,bin_6,6,trial3,cheek,9.3434
pp401,adult,434,bin_7,7,trial3,cheek,12.3827
pp401,adult,434,bin_8,8,trial3,cheek,11.2486
pp401,adult,434,bin_9,9,trial3,cheek,7.458
pp401,adult,434,bin_10,10,trial3,cheek,5.6282
pp401,adult,434,bin_0,0,trial4,brow,15.8925
pp401,adult,434,bin_1,1,trial4,brow,16.1996
pp401,adult,434,bin_2,2,trial4,brow,11.3063
pp401,adult,434,bin_3,3,trial4,brow,14.5584
pp401,adult,434,bin_4,4,trial4,brow,11.6671
pp401,adult,434,bin_5,5,trial4,brow,16.9466
pp401,adult,434,bin_6,6,trial4,brow,13.16
pp401,adult,434,bin_7,7,trial4,brow,12.7702
pp401,adult,434,bin_8,8,trial4,brow,10.5332
pp401,adult,434,bin_9,9,trial4,brow,13.5422
pp401,adult,434,bin_10,10,trial4,brow,13.4489
pp401,adult,434,bin_0,0,trial4,cheek,5.4701
pp401,adult,434,bin_1,1,trial4,cheek,6.3902
pp401,adult,434,bin_2,2,trial4,cheek,6.6854
pp401,adult,434,bin_3,3,trial4,cheek,4.3148
pp401,adult,434,bin_4,4,trial4,cheek,4.0446
pp401,adult,434,bin_5,5,trial4,cheek,4.2862
pp401,adult,434,bin_6,6,trial4,cheek,3.1722
pp401,adult,434,bin_7,7,trial4,cheek,3.7725
pp401,adult,434,bin_8,8,trial4,cheek,3.5103
pp401,adult,434,bin_9,9,trial4,cheek,3.4789
pp401,adult,434,bin_10,10,trial4,cheek,3.7698
pp401,adult,434,bin_0,0,trial5,brow,15.0371
pp401,adult,434,bin_1,1,trial5,brow,13.1832
pp401,adult,434,bin_2,2,trial5,brow,17.0476
pp401,adult,434,bin_3,3,trial5,brow,11.6099
pp401,adult,434,bin_4,4,trial5,brow,12.7541
pp401,adult,434,bin_5,5,trial5,brow,15.4837
pp401,adult,434,bin_6,6,trial5,brow,11.6402
pp401,adult,434,bin_7,7,trial5,brow,9.1508
pp401,adult,434,bin_8,8,trial5,brow,13.0533
pp401,adult,434,bin_9,9,trial5,brow,14.1149
pp401,adult,434,bin_10,10,trial5,brow,12.4486
pp401,adult,434,bin_0,0,trial5,cheek,5.4969
pp401,adult,434,bin_1,1,trial5,cheek,3.2873
pp401,adult,434,bin_2,2,trial5,cheek,3.3235
pp401,adult,434,bin_3,3,trial5,cheek,3.7426
pp401,adult,434,bin_4,4,trial5,cheek,3.5351
pp401,adult,434,bin_5,5,trial5,cheek,4.4052
pp401,adult,434,bin_6,6,trial5,cheek,3.4099
pp401,adult,434,bin_7,7,trial5,cheek,3.622
pp401,adult,434,bin_8,8,trial5,cheek,3.7434
pp401,adult,434,bin_9,9,trial5,cheek,3.5153
pp401,adult,434,bin_10,10,trial5,cheek,3.7036
pp401,adult,434,bin_0,0,trial6,brow,15.7852
pp401,adult,434,bin_1,1,trial6,brow,18.7817
pp401,adult,434,bin_2,2,trial6,brow,13.4272
pp401,adult,434,bin_3,3,trial6,brow,18.9282
pp401,adult,434,bin_4,4,trial6,brow,15.2844
pp401,adult,434,bin_5,5,trial6,brow,18.1198
pp401,adult,434,bin_6,6,trial6,brow,17.781
pp401,adult,434,bin_7,7,trial6,brow,14.6451
pp401,adult,434,bin_8,8,trial6,brow,16.0906
pp401,adult,434,bin_9,9,trial6,brow,12.9627
pp401,adult,434,bin_10,10,trial6,brow,16.6792
pp401,adult,434,bin_0,0,trial6,cheek,3.4722
pp401,adult,434,bin_1,1,trial6,cheek,3.0515
pp401,adult,434,bin_2,2,trial6,cheek,3.8311
pp401,adult,434,bin_3,3,trial6,cheek,3.6329
pp401,adult,434,bin_4,4,trial6,cheek,4.5265
pp401,adult,434,bin_5,5,trial6,cheek,3.8255
pp401,adult,434,bin_6,6,trial6,cheek,4.2243
pp401,adult,434,bin_7,7,trial6,cheek,3.6975
pp401,adult,434,bin_8,8,trial6,cheek,3.923
pp401,adult,434,bin_9,9,trial6,cheek,3.9445
pp401,adult,434,bin_10,10,trial6,cheek,3.9566
pp401,adult,434,bin_0,0,trial7,brow,11.4659
pp401,adult,434,bin_1,1,trial7,brow,15.2366
pp401,adult,434,bin_2,2,trial7,brow,11.9719
pp401,adult,434,bin_3,3,trial7,brow,14.3565
pp401,adult,434,bin_4,4,trial7,brow,12.3616
pp401,adult,434,bin_5,5,trial7,brow,14.4412
pp401,adult,434,bin_6,6,trial7,brow,12.2441
pp401,adult,434,bin_7,7,trial7,brow,15.0301
pp401,adult,434,bin_8,8,trial7,brow,19.7675
pp401,adult,434,bin_9,9,trial7,brow,13.1207
pp401,adult,434,bin_10,10,trial7,brow,15.4473
pp401,adult,434,bin_0,0,trial7,cheek,3.3759
pp401,adult,434,bin_1,1,trial7,cheek,3.0668
pp401,adult,434,bin_2,2,trial7,cheek,3
pp401,adult,434,bin_3,3,trial7,cheek,4.2514
pp401,adult,434,bin_4,4,trial7,cheek,5.1292
pp401,adult,434,bin_5,5,trial7,cheek,3.7584
pp401,adult,434,bin_6,6,trial7,cheek,4.3321
pp401,adult,434,bin_7,7,trial7,cheek,4.2279
pp401,adult,434,bin_8,8,trial7,cheek,4.6175
pp401,adult,434,bin_9,9,trial7,cheek,5.0435
pp401,adult,434,bin_10,10,trial7,cheek,6.4823
pp401,adult,434,bin_0,0,trial8,brow,14.3444
pp401,adult,434,bin_1,1,trial8,brow,14.2026
pp401,adult,434,bin_2,2,trial8,brow,13.3443
pp401,adult,434,bin_3,3,trial8,brow,15.3071
pp401,adult,434,bin_4,4,trial8,brow,18.4112
pp401,adult,434,bin_5,5,trial8,brow,15.2878
pp401,adult,434,bin_6,6,trial8,brow,12.3259
pp401,adult,434,bin_7,7,trial8,brow,11.2491
pp401,adult,434,bin_8,8,trial8,brow,18.4841
pp401,adult,434,bin_9,9,trial8,brow,16.5898
pp401,adult,434,bin_10,10,trial8,brow,15.0449
pp401,adult,434,bin_0,0,trial8,cheek,3.739
pp401,adult,434,bin_1,1,trial8,cheek,3.4676
pp401,adult,434,bin_2,2,trial8,cheek,3.4081
pp401,adult,434,bin_3,3,trial8,cheek,3.5056
pp401,adult,434,bin_4,4,trial8,cheek,3.6501
pp401,adult,434,bin_5,5,trial8,cheek,3.6434
pp401,adult,434,bin_6,6,trial8,cheek,3.4979
pp401,adult,434,bin_7,7,trial8,cheek,3.8099
pp401,adult,434,bin_8,8,trial8,cheek,8.0974
pp401,adult,434,bin_9,9,trial8,cheek,3.5371
pp401,adult,434,bin_10,10,trial8,cheek,3.4294
pp401,child,525,bin_0,0,trial2,brow,14.1786
pp401,child,525,bin_1,1,trial2,brow,6.7907
pp401,child,525,bin_2,2,trial2,brow,6.4992
pp401,child,525,bin_3,3,trial2,brow,7.872
pp401,child,525,bin_4,4,trial2,brow,6.3648
pp401,child,525,bin_5,5,trial2,brow,8.4659
pp401,child,525,bin_6,6,trial2,brow,5.7252
pp401,child,525,bin_7,7,trial2,brow,5.1616
pp401,child,525,bin_8,8,trial2,brow,5.8744
pp401,child,525,bin_9,9,trial2,brow,7.0175
pp401,child,525,bin_10,10,trial2,brow,10.25
pp401,child,525,bin_0,0,trial2,cheek,8.8113
pp401,child,525,bin_1,1,trial2,cheek,4.9692
pp401,child,525,bin_2,2,trial2,cheek,5.291
pp401,child,525,bin_3,3,trial2,cheek,5.5403
pp401,child,525,bin_4,4,trial2,cheek,3.5002
pp401,child,525,bin_5,5,trial2,cheek,4.2952
pp401,child,525,bin_6,6,trial2,cheek,4.2439
pp401,child,525,bin_7,7,trial2,cheek,3.6293
pp401,child,525,bin_8,8,trial2,cheek,6.0619
pp401,child,525,bin_9,9,trial2,cheek,3.748
pp401,child,525,bin_10,10,trial2,cheek,4.2909
pp401,child,525,bin_0,0,trial3,brow,12.9569
pp401,child,525,bin_1,1,trial3,brow,9.5933
pp401,child,525,bin_2,2,trial3,brow,13.1467
pp401,child,525,bin_3,3,trial3,brow,11.3705
pp401,child,525,bin_4,4,trial3,brow,11.5623
pp401,child,525,bin_5,5,trial3,brow,14.6931
pp401,child,525,bin_6,6,trial3,brow,11.0488
pp401,child,525,bin_7,7,trial3,brow,12.0756
pp401,child,525,bin_8,8,trial3,brow,16.0594
pp401,child,525,bin_9,9,trial3,brow,11.9263
pp401,child,525,bin_10,10,trial3,brow,12.3253
pp401,child,525,bin_0,0,trial3,cheek,15.2934
pp401,child,525,bin_1,1,trial3,cheek,11.9415
pp401,child,525,bin_2,2,trial3,cheek,13.4332
pp401,child,525,bin_3,3,trial3,cheek,9.982
pp401,child,525,bin_4,4,trial3,cheek,10.7889
pp401,child,525,bin_5,5,trial3,cheek,10.7394
pp401,child,525,bin_6,6,trial3,cheek,8.0665
pp401,child,525,bin_7,7,trial3,cheek,9.3591
pp401,child,525,bin_8,8,trial3,cheek,12.5967
pp401,child,525,bin_9,9,trial3,cheek,21.8183
pp401,child,525,bin_10,10,trial3,cheek,15.2789
pp401,child,525,bin_0,0,trial4,brow,8.6907
pp401,child,525,bin_1,1,trial4,brow,8.8286
pp401,child,525,bin_2,2,trial4,brow,7.1517
pp401,child,525,bin_3,3,trial4,brow,5.8039
pp401,child,525,bin_4,4,trial4,brow,6.9911
pp401,child,525,bin_5,5,trial4,brow,8.5358
pp401,child,525,bin_6,6,trial4,brow,7.9666
pp401,child,525,bin_7,7,trial4,brow,9.6997
pp401,child,525,bin_8,8,trial4,brow,11.1942
pp401,child,525,bin_9,9,trial4,brow,23.5226
pp401,child,525,bin_10,10,trial4,brow,12.5496
pp401,child,525,bin_0,0,trial4,cheek,11.3595
pp401,child,525,bin_1,1,trial4,cheek,8.3745
pp401,child,525,bin_2,2,trial4,cheek,4.6291
pp401,child,525,bin_3,3,trial4,cheek,5.0232
pp401,child,525,bin_4,4,trial4,cheek,5.6414
pp401,child,525,bin_5,5,trial4,cheek,4.895
pp401,child,525,bin_6,6,trial4,cheek,10.8843
pp401,child,525,bin_7,7,trial4,cheek,12.0687
pp401,child,525,bin_8,8,trial4,cheek,16.5145
