pp_no,model,emotion,bin,bin_no,trial,muscle,rms,bl_outlier
pp434,adult,232,bin_10,10,trial5,cheek,10.4586,TRUE
pp434,child,323,bin_0,0,trial2,cheek,10.0411,TRUE
pp434,child,323,bin_1,1,trial2,cheek,6.5035,TRUE
pp434,child,323,bin_2,2,trial2,cheek,8.944,TRUE
pp434,child,323,bin_3,3,trial2,cheek,9.3375,TRUE
pp434,child,323,bin_4,4,trial2,cheek,8.4749,TRUE
pp434,child,323,bin_5,5,trial2,cheek,11.7416,TRUE
pp434,child,323,bin_6,6,trial2,cheek,9.6988,TRUE
pp434,child,323,bin_7,7,trial2,cheek,10.1228,TRUE
pp434,child,323,bin_8,8,trial2,cheek,9.1559,TRUE
pp434,child,323,bin_9,9,trial2,cheek,10.1371,TRUE
pp434,child,323,bin_10,10,trial2,cheek,10.7496,TRUE
pp434,child,424,bin_0,0,trial4,cheek,19.3905,TRUE
pp434,child,424,bin_1,1,trial4,cheek,13.2656,TRUE
pp434,child,424,bin_2,2,trial4,cheek,13.3746,TRUE
pp434,child,424,bin_3,3,trial4,cheek,12.4888,TRUE
pp434,child,424,bin_4,4,trial4,cheek,9.6636,TRUE
pp434,child,424,bin_5,5,trial4,cheek,14.6982,TRUE
pp434,child,424,bin_6,6,trial4,cheek,9.2801,TRUE
pp434,child,424,bin_7,7,trial4,cheek,13.3034,TRUE
pp434,child,424,bin_8,8,trial4,cheek,16.2759,TRUE
pp434,child,424,bin_9,9,trial4,cheek,12.6617,TRUE
pp434,child,424,bin_10,10,trial4,cheek,11.4767,TRUE
pp434,child,424,bin_0,0,trial8,brow,17.0373,TRUE
pp434,child,424,bin_1,1,trial8,brow,6.6317,TRUE
pp434,child,424,bin_2,2,trial8,brow,13.0991,TRUE
pp434,child,424,bin_3,3,trial8,brow,5.3022,TRUE
pp434,child,424,bin_4,4,trial8,brow,2.8423,TRUE
pp434,child,424,bin_5,5,trial8,brow,5.2792,TRUE
pp434,child,424,bin_6,6,trial8,brow,13.6448,TRUE
pp434,child,424,bin_7,7,trial8,brow,10.0105,TRUE
pp434,child,424,bin_8,8,trial8,brow,4.5348,TRUE
pp434,child,424,bin_9,9,trial8,brow,6.7392,TRUE
pp434,child,424,bin_10,10,trial8,brow,8.1332,TRUE
pp434,adult,434,bin_0,0,trial2,brow,8.6058,TRUE
pp434,adult,434,bin_1,1,trial2,brow,11.7854,TRUE
pp434,adult,434,bin_2,2,trial2,brow,7.746,TRUE
pp434,adult,434,bin_3,3,trial2,brow,7.4442,TRUE
pp434,adult,434,bin_4,4,trial2,brow,3.3744,TRUE
pp434,adult,434,bin_5,5,trial2,brow,3.1973,TRUE
pp434,adult,434,bin_6,6,trial2,brow,2.8555,TRUE
pp434,adult,434,bin_7,7,trial2,brow,2.6599,TRUE
pp434,adult,434,bin_8,8,trial2,brow,2.5026,TRUE
pp434,adult,434,bin_9,9,trial2,brow,2.3241,TRUE
pp434,adult,434,bin_10,10,trial2,brow,2.6174,TRUE
pp434,adult,434,bin_0,0,trial3,cheek,19.3616,TRUE
pp434,adult,434,bin_1,1,trial3,cheek,18.9224,TRUE
pp434,adult,434,bin_2,2,trial3,cheek,20.5927,TRUE
pp434,adult,434,bin_3,3,trial3,cheek,11.8379,TRUE
pp434,adult,434,bin_4,4,trial3,cheek,15.3355,TRUE
pp434,adult,434,bin_5,5,trial3,cheek,16.4225,TRUE
pp434,adult,434,bin_6,6,trial3,cheek,13.1544,TRUE
pp434,adult,434,bin_7,7,trial3,cheek,9.8707,TRUE
pp434,adult,434,bin_8,8,trial3,cheek,13.8193,TRUE
pp434,adult,434,bin_9,9,trial3,cheek,24.5262,TRUE
pp434,adult,434,bin_10,10,trial3,cheek,24.9752,TRUE
pp434,child,525,bin_0,0,trial1,brow,6.4387,TRUE
pp434,child,525,bin_1,1,trial1,brow,2.0594,TRUE
pp434,child,525,bin_2,2,trial1,brow,4.122,TRUE
pp434,child,525,bin_3,3,trial1,brow,2.7521,TRUE
pp434,child,525,bin_4,4,trial1,brow,2.4315,TRUE
pp434,child,525,bin_5,5,trial1,brow,2.8184,TRUE
pp434,child,525,bin_6,6,trial1,brow,2.0965,TRUE
pp434,child,525,bin_7,7,trial1,brow,3.7843,TRUE
pp434,child,525,bin_8,8,trial1,brow,5.2008,TRUE
pp434,child,525,bin_9,9,trial1,brow,5.2042,TRUE
pp434,child,525,bin_10,10,trial1,brow,5.5388,TRUE
pp434,child,525,bin_0,0,trial1,cheek,23.8056,TRUE
pp434,child,525,bin_1,1,trial1,cheek,18.3128,TRUE
pp434,child,525,bin_2,2,trial1,cheek,18.6742,TRUE
pp434,child,525,bin_3,3,trial1,cheek,24.4809,TRUE
pp434,child,525,bin_4,4,trial1,cheek,19.4684,TRUE
pp434,child,525,bin_5,5,trial1,cheek,21.0762,TRUE
pp434,child,525,bin_6,6,trial1,cheek,18.7441,TRUE
pp434,child,525,bin_7,7,trial1,cheek,15.5823,TRUE
pp434,child,525,bin_8,8,trial1,cheek,26.6987,TRUE
pp434,child,525,bin_9,9,trial1,cheek,20.4856,TRUE
pp434,child,525,bin_10,10,trial1,cheek,16.6114,TRUE
pp434,adult,535,bin_0,0,trial6,cheek,12.1308,TRUE
pp434,adult,535,bin_1,1,trial6,cheek,8.5589,TRUE
pp434,adult,535,bin_2,2,trial6,cheek,7.4534,TRUE
pp434,adult,535,bin_3,3,trial6,cheek,7.1039,TRUE
pp434,adult,535,bin_4,4,trial6,cheek,7.7564,TRUE
pp434,adult,535,bin_5,5,trial6,cheek,16.2576,TRUE
pp434,adult,535,bin_6,6,trial6,cheek,20.092,TRUE
pp434,adult,535,bin_7,7,trial6,cheek,19.5576,TRUE
pp434,adult,535,bin_8,8,trial6,cheek,23.0875,TRUE
pp434,adult,535,bin_9,9,trial6,cheek,26.4461,TRUE
pp434,adult,535,bin_10,10,trial6,cheek,30.11,TRUE
pp436,child,121,bin_0,0,trial1,brow,12.36,TRUE
pp436,child,121,bin_1,1,trial1,brow,5.0355,TRUE
pp436,child,121,bin_2,2,trial1,brow,4.5658,TRUE
pp436,child,121,bin_3,3,trial1,brow,3.2591,TRUE
pp436,child,121,bin_4,4,trial1,brow,3.4191,TRUE
pp436,child,121,bin_5,5,trial1,brow,2.1822,TRUE
pp436,child,121,bin_6,6,trial1,brow,2.2731,TRUE
pp436,child,121,bin_7,7,trial1,brow,2.4073,TRUE
pp436,child,121,bin_8,8,trial1,brow,2.1916,TRUE
pp436,child,121,bin_9,9,trial1,brow,2.0936,TRUE
pp436,child,121,bin_10,10,trial1,brow,1.5216,TRUE
pp436,child,121,bin_0,0,trial8,cheek,4.466,TRUE
pp436,child,121,bin_1,1,trial8,cheek,3.9359,TRUE
pp436,child,121,bin_2,2,trial8,cheek,3.77,TRUE
pp436,child,121,bin_3,3,trial8,cheek,3.7276,TRUE
pp436,child,121,bin_4,4,trial8,cheek,3.7516,TRUE
pp436,child,121,bin_5,5,trial8,cheek,3.698,TRUE
pp436,child,121,bin_6,6,trial8,cheek,3.9162,TRUE
pp436,child,121,bin_7,7,trial8,cheek,4.701,TRUE
pp436,child,121,bin_8,8,trial8,cheek,3.3946,TRUE
pp436,child,121,bin_9,9,trial8,cheek,3.7786,TRUE
pp436,child,121,bin_10,10,trial8,cheek,4.8251,TRUE
pp436,adult,131,bin_0,0,trial6,brow,10.2572,TRUE
pp436,adult,131,bin_1,1,trial6,brow,12.4838,TRUE
pp436,adult,131,bin_2,2,trial6,brow,7.5678,TRUE
pp436,adult,131,bin_3,3,trial6,brow,9.1576,TRUE
pp436,adult,131,bin_4,4,trial6,brow,7.5542,TRUE
pp436,adult,131,bin_5,5,trial6,brow,8.4729,TRUE
pp436,adult,131,bin_6,6,trial6,brow,6.2561,TRUE
pp436,adult,131,bin_7,7,trial6,brow,4.4228,TRUE
pp436,adult,131,bin_8,8,trial6,brow,10.0069,TRUE
pp436,adult,131,bin_9,9,trial6,brow,9.5182,TRUE
pp436,adult,131,bin_10,10,trial6,brow,5.2021,TRUE
pp436,adult,232,bin_0,0,trial7,cheek,46.7083,TRUE
pp436,adult,232,bin_1,1,trial7,cheek,39.0678,TRUE
pp436,adult,232,bin_2,2,trial7,cheek,64.46,TRUE
pp436,adult,232,bin_3,3,trial7,cheek,42.8778,TRUE
pp436,adult,232,bin_4,4,trial7,cheek,52.8477,TRUE
pp436,adult,232,bin_5,5,trial7,cheek,43.9122,TRUE
pp436,adult,232,bin_6,6,trial7,cheek,59.5622,TRUE
pp436,adult,232,bin_7,7,trial7,cheek,63.1973,TRUE
pp436,adult,232,bin_8,8,trial7,cheek,58.9163,TRUE
pp436,adult,232,bin_9,9,trial7,cheek,56.9237,TRUE
pp436,adult,232,bin_10,10,trial7,cheek,112.9812,TRUE
pp436,adult,232,bin_0,0,trial8,brow,19.3849,TRUE
pp436,adult,232,bin_1,1,trial8,brow,22.6455,TRUE
pp436,adult,232,bin_2,2,trial8,brow,6.4241,TRUE
pp436,adult,232,bin_3,3,trial8,brow,8.5775,TRUE
pp436,adult,232,bin_4,4,trial8,brow,7.9988,TRUE
pp436,adult,232,bin_5,5,trial8,brow,12.5548,TRUE
pp436,adult,232,bin_6,6,trial8,brow,14.8524,TRUE
pp436,adult,232,bin_7,7,trial8,brow,11.5699,TRUE
pp436,adult,232,bin_8,8,trial8,brow,8.5089,TRUE
pp436,adult,232,bin_9,9,trial8,brow,12.0433,TRUE
pp436,adult,232,bin_10,10,trial8,brow,15.5559,TRUE
pp436,child,323,bin_0,0,trial6,cheek,9.151,TRUE
pp436,child,323,bin_1,1,trial6,cheek,4.0767,TRUE
pp436,child,323,bin_2,2,trial6,cheek,4.1456,TRUE
pp436,child,323,bin_3,3,trial6,cheek,5.8218,TRUE
pp436,child,323,bin_4,4,trial6,cheek,7.1804,TRUE
pp436,child,323,bin_5,5,trial6,cheek,3.9125,TRUE
pp436,child,323,bin_6,6,trial6,cheek,3.9129,TRUE
pp436,child,323,bin_7,7,trial6,cheek,4.7589,TRUE
pp436,child,323,bin_8,8,trial6,cheek,3.7172,TRUE
pp436,child,323,bin_9,9,trial6,cheek,4.1703,TRUE
pp436,child,323,bin_10,10,trial6,cheek,3.914,TRUE
pp436,child,323,bin_0,0,trial7,brow,6.4958,TRUE
pp436,child,323,bin_1,1,trial7,brow,5.8743,TRUE
pp436,child,323,bin_2,2,trial7,brow,5.0272,TRUE
pp436,child,323,bin_3,3,trial7,brow,7.2898,TRUE
pp436,child,323,bin_4,4,trial7,brow,8.6005,TRUE
pp436,child,323,bin_5,5,trial7,brow,6.6249,TRUE
pp436,child,323,bin_6,6,trial7,brow,7.0678,TRUE
pp436,child,323,bin_7,7,trial7,brow,7.3533,TRUE
pp436,child,323,bin_8,8,trial7,brow,6.7746,TRUE
pp436,child,323,bin_9,9,trial7,brow,11.0708,TRUE
pp436,child,323,bin_10,10,trial7,brow,6.516,TRUE
pp436,child,424,bin_0,0,trial2,brow,57.6356,TRUE
pp436,child,424,bin_1,1,trial2,brow,91.4988,TRUE
pp436,child,424,bin_2,2,trial2,brow,19.8315,TRUE
pp436,child,424,bin_3,3,trial2,brow,10.7522,TRUE
pp436,child,424,bin_4,4,trial2,brow,9.6653,TRUE
pp436,child,424,bin_5,5,trial2,brow,16.3492,TRUE
pp436,child,424,bin_6,6,trial2,brow,42.8641,TRUE
pp436,child,424,bin_7,7,trial2,brow,48.615,TRUE
pp436,child,424,bin_8,8,trial2,brow,29.6116,TRUE
pp436,child,424,bin_9,9,trial2,brow,31.5432,TRUE
pp436,child,424,bin_10,10,trial2,brow,10.4797,TRUE
pp436,child,424,bin_0,0,trial2,cheek,52,TRUE
pp436,child,424,bin_1,1,trial2,cheek,61.633,TRUE
pp436,child,424,bin_2,2,trial2,cheek,14.3626,TRUE
pp436,child,424,bin_3,3,trial2,cheek,9.1098,TRUE
pp436,child,424,bin_4,4,trial2,cheek,4.6799,TRUE
pp436,child,424,bin_5,5,trial2,cheek,14.1689,TRUE
pp436,child,424,bin_6,6,trial2,cheek,39.2153,TRUE
pp436,child,424,bin_7,7,trial2,cheek,25.07,TRUE
pp436,child,424,bin_8,8,trial2,cheek,30.4267,TRUE
pp436,child,424,bin_9,9,trial2,cheek,26.77,TRUE
pp436,child,424,bin_10,10,trial2,cheek,8.7017,TRUE
pp436,adult,434,bin_0,0,trial7,brow,36.8048,TRUE
pp436,adult,434,bin_1,1,trial7,brow,18.557,TRUE
pp436,adult,434,bin_2,2,trial7,brow,14.4228,TRUE
pp436,adult,434,bin_3,3,trial7,brow,53.813,TRUE
pp436,adult,434,bin_4,4,trial7,brow,35.2234,TRUE
pp436,adult,434,bin_5,5,trial7,brow,33.1563,TRUE
pp436,adult,434,bin_6,6,trial7,brow,10.6254,TRUE
pp436,adult,434,bin_7,7,trial7,brow,4.821,TRUE
pp436,adult,434,bin_8,8,trial7,brow,5.7822,TRUE
pp436,adult,434,bin_9,9,trial7,brow,2.9608,TRUE
pp436,adult,434,bin_10,10,trial7,brow,3.0187,TRUE
pp436,adult,434,bin_0,0,trial8,cheek,40.3087,TRUE
pp436,adult,434,bin_1,1,trial8,cheek,32.4192,TRUE
pp436,adult,434,bin_2,2,trial8,cheek,37.9153,TRUE
pp436,adult,434,bin_3,3,trial8,cheek,25.8304,TRUE
pp436,adult,434,bin_4,4,trial8,cheek,19.9579,TRUE
pp436,adult,434,bin_5,5,trial8,cheek,19.5767,TRUE
pp436,adult,434,bin_6,6,trial8,cheek,9.6409,TRUE
pp436,adult,434,bin_7,7,trial8,cheek,12.0541,TRUE
pp436,adult,434,bin_8,8,trial8,cheek,12.7521,TRUE
pp436,adult,434,bin_9,9,trial8,cheek,6.5938,TRUE
pp436,adult,434,bin_10,10,trial8,cheek,7.9531,TRUE
pp436,child,525,bin_0,0,trial6,brow,8.7697,TRUE
pp436,child,525,bin_1,1,trial6,brow,5.0036,TRUE
pp436,child,525,bin_2,2,trial6,brow,4.9575,TRUE
pp436,child,525,bin_3,3,trial6,brow,5.5573,TRUE
pp436,child,525,bin_4,4,trial6,brow,4.4295,TRUE
pp436,child,525,bin_5,5,trial6,brow,7.1454,TRUE
pp436,child,525,bin_6,6,trial6,brow,14.0588,TRUE
pp436,child,525,bin_7,7,trial6,brow,13.1065,TRUE
pp436,child,525,bin_8,8,trial6,brow,20.8745,TRUE
pp436,child,525,bin_9,9,trial6,brow,28.1756,TRUE
pp436,child,525,bin_10,10,trial6,brow,36.597,TRUE
pp436,child,525,bin_0,0,trial6,cheek,16.4015,TRUE
pp436,child,525,bin_1,1,trial6,cheek,7.9896,TRUE
pp436,child,525,bin_2,2,trial6,cheek,8.8134,TRUE
pp436,child,525,bin_3,3,trial6,cheek,16.2041,TRUE
pp436,child,525,bin_4,4,trial6,cheek,15.5919,TRUE
pp436,child,525,bin_5,5,trial6,cheek,12.512,TRUE
pp436,child,525,bin_6,6,trial6,cheek,9.0768,TRUE
pp436,child,525,bin_7,7,trial6,cheek,6.1372,TRUE
pp436,child,525,bin_8,8,trial6,cheek,6.3245,TRUE
pp436,child,525,bin_9,9,trial6,cheek,5.4596,TRUE
pp436,child,525,bin_10,10,trial6,cheek,5.96,TRUE
pp436,adult,535,bin_0,0,trial7,brow,36.8048,TRUE
pp436,adult,535,bin_1,1,trial7,brow,18.557,TRUE
pp436,adult,535,bin_2,2,trial7,brow,14.4228,TRUE
pp436,adult,535,bin_3,3,trial7,brow,53.813,TRUE
pp436,adult,535,bin_4,4,trial7,brow,35.2234,TRUE
pp436,adult,535,bin_5,5,trial7,brow,33.1563,TRUE
pp436,adult,535,bin_6,6,trial7,brow,10.6254,TRUE
pp436,adult,535,bin_7,7,trial7,brow,4.821,TRUE
pp436,adult,535,bin_8,8,trial7,brow,5.7822,TRUE
pp436,adult,535,bin_9,9,trial7,brow,2.9608,TRUE
pp436,adult,535,bin_10,10,trial7,brow,3.0187,TRUE
pp436,adult,535,bin_0,0,trial8,cheek,40.3087,TRUE
pp436,adult,535,bin_1,1,trial8,cheek,32.4192,TRUE
pp436,adult,535,bin_2,2,trial8,cheek,37.9153,TRUE
pp436,adult,535,bin_3,3,trial8,cheek,25.8304,TRUE
pp436,adult,535,bin_4,4,trial8,cheek,19.9579,TRUE
pp436,adult,535,bin_5,5,trial8,cheek,19.5767,TRUE
pp436,adult,535,bin_6,6,trial8,cheek,9.6409,TRUE
pp436,adult,535,bin_7,7,trial8,cheek,12.0541,TRUE
pp436,adult,535,bin_8,8,trial8,cheek,12.7521,TRUE
pp436,adult,535,bin_9,9,trial8,cheek,6.5938,TRUE
pp436,adult,535,bin_10,10,trial8,cheek,7.9531,TRUE
pp438,child,121,bin_0,0,trial2,brow,11.3259,TRUE
pp438,child,121,bin_1,1,trial2,brow,9.0183,TRUE
pp438,child,121,bin_2,2,trial2,brow,10.7178,TRUE
pp438,child,121,bin_3,3,trial2,brow,9.0961,TRUE
pp438,child,121,bin_4,4,trial2,brow,9.098,TRUE
pp438,child,121,bin_5,5,trial2,brow,7.1231,TRUE
pp438,child,121,bin_6,6,trial2,brow,7.0348,TRUE
pp438,child,121,bin_7,7,trial2,brow,8.0557,TRUE
pp438,child,121,bin_8,8,trial2,brow,7.6082,TRUE
pp438,child,121,bin_9,9,trial2,brow,12.7493,TRUE
pp438,child,121,bin_10,10,trial2,brow,13.5603,TRUE
pp438,child,121,bin_0,0,trial3,cheek,7.9402,TRUE
pp438,child,121,bin_1,1,trial3,cheek,10.0281,TRUE
pp438,child,121,bin_2,2,trial3,cheek,8.1692,TRUE
pp438,child,121,bin_3,3,trial3,cheek,8.197,TRUE
pp438,child,121,bin_4,4,trial3,cheek,7.4926,TRUE
pp438,child,121,bin_5,5,trial3,cheek,10.4853,TRUE
pp438,child,121,bin_6,6,trial3,cheek,11.1457,TRUE
pp438,child,121,bin_7,7,trial3,cheek,11.016,TRUE
pp438,child,121,bin_8,8,trial3,cheek,9.3314,TRUE
pp438,child,121,bin_9,9,trial3,cheek,8.645,TRUE
pp438,child,121,bin_10,10,trial3,cheek,8.4994,TRUE
pp438,adult,232,bin_0,0,trial3,cheek,7.0012,TRUE
pp438,adult,232,bin_1,1,trial3,cheek,5.5825,TRUE
pp438,adult,232,bin_2,2,trial3,cheek,5.1403,TRUE
pp438,adult,232,bin_3,3,trial3,cheek,4.4711,TRUE
pp438,adult,232,bin_4,4,trial3,cheek,4.7898,TRUE
pp438,adult,232,bin_5,5,trial3,cheek,4.7118,TRUE
pp438,adult,232,bin_6,6,trial3,cheek,6.3257,TRUE
pp438,adult,232,bin_7,7,trial3,cheek,4.4111,TRUE
pp438,adult,232,bin_8,8,trial3,cheek,5.1049,TRUE
pp438,adult,232,bin_9,9,trial3,cheek,9.8502,TRUE
pp438,adult,232,bin_10,10,trial3,cheek,9.2263,TRUE
pp438,child,323,bin_0,0,trial3,brow,11.0572,TRUE
pp438,child,323,bin_1,1,trial3,brow,7.8514,TRUE
pp438,child,323,bin_2,2,trial3,brow,11.0785,TRUE
pp438,child,323,bin_3,3,trial3,brow,10.2567,TRUE
pp438,child,323,bin_4,4,trial3,brow,12.6711,TRUE
pp438,child,323,bin_5,5,trial3,brow,9.2584,TRUE
pp438,child,323,bin_6,6,trial3,brow,9.7295,TRUE
pp438,child,323,bin_7,7,trial3,brow,12.1855,TRUE
pp438,child,323,bin_8,8,trial3,brow,8.2884,TRUE
pp438,child,323,bin_9,9,trial3,brow,11.5575,TRUE
pp438,child,323,bin_10,10,trial3,brow,10.9319,TRUE
pp438,child,323,bin_0,0,trial8,cheek,7.3098,TRUE
pp438,child,323,bin_1,1,trial8,cheek,8.9385,TRUE
pp438,child,323,bin_2,2,trial8,cheek,6.2428,TRUE
pp438,child,323,bin_3,3,trial8,cheek,6.0944,TRUE
pp438,child,323,bin_4,4,trial8,cheek,5.5556,TRUE
pp438,child,323,bin_5,5,trial8,cheek,5.7601,TRUE
pp438,child,323,bin_6,6,trial8,cheek,6.4443,TRUE
pp438,child,323,bin_7,7,trial8,cheek,6.0877,TRUE
pp438,child,323,bin_8,8,trial8,cheek,5.926,TRUE
pp438,child,323,bin_9,9,trial8,cheek,6.2357,TRUE
pp438,child,323,bin_10,10,trial8,cheek,6.0159,TRUE
pp438,child,424,bin_0,0,trial1,cheek,8.997,TRUE
pp438,child,424,bin_1,1,trial1,cheek,5.028,TRUE
pp438,child,424,bin_2,2,trial1,cheek,5.6519,TRUE
pp438,child,424,bin_3,3,trial1,cheek,5.1649,TRUE
pp438,child,424,bin_4,4,trial1,cheek,5.0967,TRUE
pp438,child,424,bin_5,5,trial1,cheek,5.0116,TRUE
pp438,child,424,bin_6,6,trial1,cheek,5.8892,TRUE
pp438,child,424,bin_7,7,trial1,cheek,6.0612,TRUE
pp438,child,424,bin_8,8,trial1,cheek,5.7053,TRUE
pp438,child,424,bin_9,9,trial1,cheek,5.3271,TRUE
pp438,child,424,bin_10,10,trial1,cheek,5.9735,TRUE
pp438,adult,434,bin_0,0,trial2,cheek,20.4311,TRUE
pp438,adult,434,bin_1,1,trial2,cheek,9.9116,TRUE
pp438,adult,434,bin_2,2,trial2,cheek,9.3604,TRUE
pp438,adult,434,bin_3,3,trial2,cheek,6.2616,TRUE
pp438,adult,434,bin_4,4,trial2,cheek,5.4843,TRUE
pp438,adult,434,bin_5,5,trial2,cheek,11.8548,TRUE
pp438,adult,434,bin_6,6,trial2,cheek,25.3548,TRUE
pp438,adult,434,bin_7,7,trial2,cheek,14.9249,TRUE
pp438,adult,434,bin_8,8,trial2,cheek,18.6852,TRUE
pp438,adult,434,bin_9,9,trial2,cheek,11.4829,TRUE
pp438,adult,434,bin_10,10,trial2,cheek,10.8422,TRUE
pp438,child,525,bin_0,0,trial1,brow,16.5108,TRUE
pp438,child,525,bin_1,1,trial1,brow,15.8875,TRUE
pp438,child,525,bin_2,2,trial1,brow,8.5179,TRUE
pp438,child,525,bin_3,3,trial1,brow,11.105,TRUE
pp438,child,525,bin_4,4,trial1,brow,16.4559,TRUE
pp438,child,525,bin_5,5,trial1,brow,19.1508,TRUE
pp438,child,525,bin_6,6,trial1,brow,9.8817,TRUE
pp438,child,525,bin_7,7,trial1,brow,10.622,TRUE
pp438,child,525,bin_8,8,trial1,brow,9.2099,TRUE
pp438,child,525,bin_9,9,trial1,brow,10.5217,TRUE
pp438,child,525,bin_10,10,trial1,brow,11.2037,TRUE
pp438,child,525,bin_0,0,trial1,cheek,24.7833,TRUE
pp438,child,525,bin_1,1,trial1,cheek,15.0456,TRUE
pp438,child,525,bin_2,2,trial1,cheek,7.333,TRUE
pp438,child,525,bin_3,3,trial1,cheek,6.4244,TRUE
pp438,child,525,bin_4,4,trial1,cheek,11.47,TRUE
pp438,child,525,bin_5,5,trial1,cheek,10.5003,TRUE
pp438,child,525,bin_6,6,trial1,cheek,5.6211,TRUE
pp438,child,525,bin_7,7,trial1,cheek,7.3623,TRUE
pp438,child,525,bin_8,8,trial1,cheek,7.08,TRUE
pp438,child,525,bin_9,9,trial1,cheek,6.9132,TRUE
pp438,child,525,bin_10,10,trial1,cheek,8.2775,TRUE
pp438,adult,535,bin_0,0,trial3,cheek,9.2838,TRUE
pp438,adult,535,bin_1,1,trial3,cheek,5.578,TRUE
pp438,adult,535,bin_2,2,trial3,cheek,5.915,TRUE
pp438,adult,535,bin_3,3,trial3,cheek,5.9342,TRUE
pp438,adult,535,bin_4,4,trial3,cheek,8.4146,TRUE
pp438,adult,535,bin_5,5,trial3,cheek,6.1905,TRUE
pp438,adult,535,bin_6,6,trial3,cheek,7.6617,TRUE
pp438,adult,535,bin_7,7,trial3,cheek,10.8333,TRUE
pp438,adult,535,bin_8,8,trial3,cheek,7.0436,TRUE
pp438,adult,535,bin_9,9,trial3,cheek,8.4841,TRUE
pp438,adult,535,bin_10,10,trial3,cheek,6.4562,TRUE
pp440,child,121,bin_0,0,trial1,brow,19.3632,TRUE
pp440,child,121,bin_1,1,trial1,brow,7.7265,TRUE
pp440,child,121,bin_2,2,trial1,brow,8.0188,TRUE
pp440,child,121,bin_3,3,trial1,brow,6.3638,TRUE
pp440,child,121,bin_4,4,trial1,brow,9.1315,TRUE
pp440,child,121,bin_5,5,trial1,brow,9.0935,TRUE
pp440,child,121,bin_6,6,trial1,brow,12.5023,TRUE
pp440,child,121,bin_7,7,trial1,brow,4.3163,TRUE
pp440,child,121,bin_8,8,trial1,brow,4.9356,TRUE
pp440,child,121,bin_9,9,trial1,brow,14.859,TRUE
pp440,child,121,bin_10,10,trial1,brow,11.9173,TRUE
pp440,child,121,bin_0,0,trial6,cheek,26.7241,TRUE
pp440,child,121,bin_1,1,trial6,cheek,18.4689,TRUE
pp440,child,121,bin_2,2,trial6,cheek,11.8196,TRUE
pp440,child,121,bin_3,3,trial6,cheek,6.8859,TRUE
pp440,child,121,bin_4,4,trial6,cheek,3.9584,TRUE
pp440,child,121,bin_5,5,trial6,cheek,4.0373,TRUE
pp440,child,121,bin_6,6,trial6,cheek,4.287,TRUE
pp440,child,121,bin_7,7,trial6,cheek,3.9034,TRUE
pp440,child,121,bin_8,8,trial6,cheek,3.5371,TRUE
pp440,child,121,bin_9,9,trial6,cheek,3.9465,TRUE
pp440,child,121,bin_10,10,trial6,cheek,3.1835,TRUE
pp440,adult,131,bin_0,0,trial2,cheek,10.7466,TRUE
pp440,adult,131,bin_1,1,trial2,cheek,10.7632,TRUE
pp440,adult,131,bin_2,2,trial2,cheek,11.2029,TRUE
pp440,adult,131,bin_3,3,trial2,cheek,11.5289,TRUE
pp440,adult,131,bin_4,4,trial2,cheek,11.5263,TRUE
pp440,adult,131,bin_5,5,trial2,cheek,11.1661,TRUE
pp440,adult,131,bin_6,6,trial2,cheek,8.3082,TRUE
pp440,adult,131,bin_7,7,trial2,cheek,9.4193,TRUE
pp440,adult,131,bin_8,8,trial2,cheek,9.4878,TRUE
pp440,adult,131,bin_9,9,trial2,cheek,8.4479,TRUE
pp440,adult,131,bin_10,10,trial2,cheek,11.426,TRUE
pp440,adult,131,bin_0,0,trial3,cheek,11.0137,TRUE
pp440,adult,131,bin_1,1,trial3,cheek,11.8444,TRUE
pp440,adult,131,bin_2,2,trial3,cheek,11.056,TRUE
pp440,adult,131,bin_3,3,trial3,cheek,11.3991,TRUE
pp440,adult,131,bin_4,4,trial3,cheek,10.3424,TRUE
pp440,adult,131,bin_5,5,trial3,cheek,7.4654,TRUE
pp440,adult,131,bin_6,6,trial3,cheek,6.7115,TRUE
pp440,adult,131,bin_7,7,trial3,cheek,9.8081,TRUE
pp440,adult,131,bin_8,8,trial3,cheek,10.109,TRUE
pp440,adult,131,bin_9,9,trial3,cheek,14.6005,TRUE
pp440,adult,131,bin_10,10,trial3,cheek,9.2727,TRUE
pp440,adult,131,bin_0,0,trial5,brow,16.7029,TRUE
pp440,adult,131,bin_1,1,trial5,brow,3.8523,TRUE
pp440,adult,131,bin_2,2,trial5,brow,3.8287,TRUE
pp440,adult,131,bin_3,3,trial5,brow,5.0099,TRUE
pp440,adult,131,bin_4,4,trial5,brow,12.5139,TRUE
pp440,adult,131,bin_5,5,trial5,brow,7.7484,TRUE
pp440,adult,131,bin_6,6,trial5,brow,7.9727,TRUE
pp440,adult,131,bin_7,7,trial5,brow,4.4926,TRUE
pp440,adult,131,bin_8,8,trial5,brow,6.7703,TRUE
pp440,adult,131,bin_9,9,trial5,brow,11.8401,TRUE
pp440,adult,131,bin_10,10,trial5,brow,4.2617,TRUE
pp440,adult,232,bin_0,0,trial4,brow,41.5487,TRUE
pp440,adult,232,bin_1,1,trial4,brow,13.738,TRUE
pp440,adult,232,bin_2,2,trial4,brow,9.3706,TRUE
pp440,adult,232,bin_3,3,trial4,brow,10.0081,TRUE
pp440,adult,232,bin_4,4,trial4,brow,6.7806,TRUE
