pp_no,model,emotion,bin,bin_no,trial,muscle,rms,bl_outlier
pp440,adult,232,bin_5,5,trial4,brow,6.5803,TRUE
pp440,adult,232,bin_6,6,trial4,brow,8.3769,TRUE
pp440,adult,232,bin_7,7,trial4,brow,9.5869,TRUE
pp440,adult,232,bin_8,8,trial4,brow,7.9158,TRUE
pp440,adult,232,bin_9,9,trial4,brow,6.2336,TRUE
pp440,adult,232,bin_10,10,trial4,brow,9.0258,TRUE
pp440,adult,232,bin_0,0,trial5,cheek,28.4478,TRUE
pp440,adult,232,bin_1,1,trial5,cheek,27.7185,TRUE
pp440,adult,232,bin_2,2,trial5,cheek,21.7405,TRUE
pp440,adult,232,bin_3,3,trial5,cheek,24.9054,TRUE
pp440,adult,232,bin_4,4,trial5,cheek,27.0046,TRUE
pp440,adult,232,bin_5,5,trial5,cheek,17.6027,TRUE
pp440,adult,232,bin_6,6,trial5,cheek,14.7029,TRUE
pp440,adult,232,bin_7,7,trial5,cheek,18.089,TRUE
pp440,adult,232,bin_8,8,trial5,cheek,10.1789,TRUE
pp440,adult,232,bin_9,9,trial5,cheek,11.7997,TRUE
pp440,adult,232,bin_10,10,trial5,cheek,10.7555,TRUE
pp440,child,323,bin_0,0,trial4,brow,20.8544,TRUE
pp440,child,323,bin_1,1,trial4,brow,10.494,TRUE
pp440,child,323,bin_2,2,trial4,brow,16.475,TRUE
pp440,child,323,bin_3,3,trial4,brow,51.7322,TRUE
pp440,child,323,bin_4,4,trial4,brow,11.2118,TRUE
pp440,child,323,bin_5,5,trial4,brow,16.1959,TRUE
pp440,child,323,bin_6,6,trial4,brow,7.2649,TRUE
pp440,child,323,bin_7,7,trial4,brow,15.5308,TRUE
pp440,child,323,bin_8,8,trial4,brow,9.3395,TRUE
pp440,child,323,bin_9,9,trial4,brow,5.9122,TRUE
pp440,child,323,bin_10,10,trial4,brow,7.0793,TRUE
pp440,child,323,bin_0,0,trial4,cheek,49.2792,TRUE
pp440,child,323,bin_1,1,trial4,cheek,5.3506,TRUE
pp440,child,323,bin_2,2,trial4,cheek,19.7535,TRUE
pp440,child,323,bin_3,3,trial4,cheek,58.9778,TRUE
pp440,child,323,bin_4,4,trial4,cheek,6.4733,TRUE
pp440,child,323,bin_5,5,trial4,cheek,5.5903,TRUE
pp440,child,323,bin_6,6,trial4,cheek,4.1955,TRUE
pp440,child,323,bin_7,7,trial4,cheek,9.5793,TRUE
pp440,child,323,bin_8,8,trial4,cheek,39.4265,TRUE
pp440,child,323,bin_9,9,trial4,cheek,7.5505,TRUE
pp440,child,323,bin_10,10,trial4,cheek,5.0405,TRUE
pp440,child,424,bin_0,0,trial1,cheek,21.527,TRUE
pp440,child,424,bin_1,1,trial1,cheek,20.6157,TRUE
pp440,child,424,bin_2,2,trial1,cheek,19.3792,TRUE
pp440,child,424,bin_3,3,trial1,cheek,18.4566,TRUE
pp440,child,424,bin_4,4,trial1,cheek,20.6588,TRUE
pp440,child,424,bin_5,5,trial1,cheek,20.7119,TRUE
pp440,child,424,bin_6,6,trial1,cheek,18.1204,TRUE
pp440,child,424,bin_7,7,trial1,cheek,16.8828,TRUE
pp440,child,424,bin_8,8,trial1,cheek,13.277,TRUE
pp440,child,424,bin_9,9,trial1,cheek,19.4769,TRUE
pp440,child,424,bin_10,10,trial1,cheek,14.7179,TRUE
pp440,child,424,bin_0,0,trial3,brow,10.6447,TRUE
pp440,child,424,bin_1,1,trial3,brow,6.455,TRUE
pp440,child,424,bin_2,2,trial3,brow,7.381,TRUE
pp440,child,424,bin_3,3,trial3,brow,5.7201,TRUE
pp440,child,424,bin_4,4,trial3,brow,6.3068,TRUE
pp440,child,424,bin_5,5,trial3,brow,6.2433,TRUE
pp440,child,424,bin_6,6,trial3,brow,5.7251,TRUE
pp440,child,424,bin_7,7,trial3,brow,5.9084,TRUE
pp440,child,424,bin_8,8,trial3,brow,4.9488,TRUE
pp440,child,424,bin_9,9,trial3,brow,5.6803,TRUE
pp440,child,424,bin_10,10,trial3,brow,4.9404,TRUE
pp440,adult,434,bin_0,0,trial2,brow,14.0193,TRUE
pp440,adult,434,bin_1,1,trial2,brow,14.8924,TRUE
pp440,adult,434,bin_2,2,trial2,brow,17.2112,TRUE
pp440,adult,434,bin_3,3,trial2,brow,28.7037,TRUE
pp440,adult,434,bin_4,4,trial2,brow,12.4378,TRUE
pp440,adult,434,bin_5,5,trial2,brow,11.5728,TRUE
pp440,adult,434,bin_6,6,trial2,brow,11.1961,TRUE
pp440,adult,434,bin_7,7,trial2,brow,11.7849,TRUE
pp440,adult,434,bin_8,8,trial2,brow,8.1517,TRUE
pp440,adult,434,bin_9,9,trial2,brow,8.6245,TRUE
pp440,adult,434,bin_10,10,trial2,brow,7.5013,TRUE
pp440,adult,434,bin_0,0,trial6,cheek,41.1209,TRUE
pp440,adult,434,bin_1,1,trial6,cheek,52.6416,TRUE
pp440,adult,434,bin_2,2,trial6,cheek,46.8929,TRUE
pp440,adult,434,bin_3,3,trial6,cheek,58.2785,TRUE
pp440,adult,434,bin_4,4,trial6,cheek,58.7969,TRUE
pp440,adult,434,bin_5,5,trial6,cheek,71.4088,TRUE
pp440,adult,434,bin_6,6,trial6,cheek,60.5782,TRUE
pp440,adult,434,bin_7,7,trial6,cheek,49.0754,TRUE
pp440,adult,434,bin_8,8,trial6,cheek,62.9212,TRUE
pp440,adult,434,bin_9,9,trial6,cheek,59.3293,TRUE
pp440,adult,434,bin_10,10,trial6,cheek,70.4514,TRUE
pp440,child,525,bin_0,0,trial3,cheek,30.5859,TRUE
pp440,child,525,bin_1,1,trial3,cheek,53.7117,TRUE
pp440,child,525,bin_2,2,trial3,cheek,34.8103,TRUE
pp440,child,525,bin_3,3,trial3,cheek,36.0041,TRUE
pp440,child,525,bin_4,4,trial3,cheek,34.7655,TRUE
pp440,child,525,bin_5,5,trial3,cheek,29.3414,TRUE
pp440,child,525,bin_6,6,trial3,cheek,42.411,TRUE
pp440,child,525,bin_7,7,trial3,cheek,27.0624,TRUE
pp440,child,525,bin_8,8,trial3,cheek,30.6882,TRUE
pp440,child,525,bin_9,9,trial3,cheek,38.0183,TRUE
pp440,child,525,bin_10,10,trial3,cheek,18.2283,TRUE
pp440,child,525,bin_0,0,trial4,brow,7.6431,TRUE
pp440,child,525,bin_1,1,trial4,brow,19.9922,TRUE
pp440,child,525,bin_2,2,trial4,brow,33.1495,TRUE
pp440,child,525,bin_3,3,trial4,brow,7.3808,TRUE
pp440,child,525,bin_4,4,trial4,brow,6.666,TRUE
pp440,child,525,bin_5,5,trial4,brow,5.909,TRUE
pp440,child,525,bin_6,6,trial4,brow,2.8425,TRUE
pp440,child,525,bin_7,7,trial4,brow,7.4311,TRUE
pp440,child,525,bin_8,8,trial4,brow,5.288,TRUE
pp440,child,525,bin_9,9,trial4,brow,6.7673,TRUE
pp440,child,525,bin_10,10,trial4,brow,4.3382,TRUE
pp440,adult,535,bin_0,0,trial1,cheek,67.0769,TRUE
pp440,adult,535,bin_1,1,trial1,cheek,57.7052,TRUE
pp440,adult,535,bin_2,2,trial1,cheek,34.4824,TRUE
pp440,adult,535,bin_3,3,trial1,cheek,45.8292,TRUE
pp440,adult,535,bin_4,4,trial1,cheek,29.463,TRUE
pp440,adult,535,bin_5,5,trial1,cheek,29.693,TRUE
pp440,adult,535,bin_6,6,trial1,cheek,46.1902,TRUE
pp440,adult,535,bin_7,7,trial1,cheek,16.4216,TRUE
pp440,adult,535,bin_8,8,trial1,cheek,6.2096,TRUE
pp440,adult,535,bin_9,9,trial1,cheek,7.348,TRUE
pp440,adult,535,bin_10,10,trial1,cheek,6.7645,TRUE
pp440,adult,535,bin_0,0,trial5,brow,51.6921,TRUE
pp440,adult,535,bin_1,1,trial5,brow,40.3388,TRUE
pp440,adult,535,bin_2,2,trial5,brow,43.8018,TRUE
pp440,adult,535,bin_3,3,trial5,brow,9.3234,TRUE
pp440,adult,535,bin_4,4,trial5,brow,14.7518,TRUE
pp440,adult,535,bin_5,5,trial5,brow,9.3088,TRUE
pp440,adult,535,bin_6,6,trial5,brow,30.4069,TRUE
pp440,adult,535,bin_7,7,trial5,brow,53.0494,TRUE
pp440,adult,535,bin_8,8,trial5,brow,5.6136,TRUE
pp440,adult,535,bin_9,9,trial5,brow,7.4861,TRUE
pp440,adult,535,bin_10,10,trial5,brow,16.3866,TRUE
pp442,child,121,bin_0,0,trial5,brow,7.4137,TRUE
pp442,child,121,bin_1,1,trial5,brow,6.0209,TRUE
pp442,child,121,bin_2,2,trial5,brow,2.7219,TRUE
pp442,child,121,bin_3,3,trial5,brow,3.2112,TRUE
pp442,child,121,bin_4,4,trial5,brow,2.6015,TRUE
pp442,child,121,bin_5,5,trial5,brow,2.2427,TRUE
pp442,child,121,bin_6,6,trial5,brow,2.9542,TRUE
pp442,child,121,bin_7,7,trial5,brow,2.1836,TRUE
pp442,child,121,bin_8,8,trial5,brow,1.8864,TRUE
pp442,child,121,bin_9,9,trial5,brow,1.7757,TRUE
pp442,child,121,bin_10,10,trial5,brow,2.1561,TRUE
pp442,child,121,bin_0,0,trial5,cheek,12.9822,TRUE
pp442,child,121,bin_1,1,trial5,cheek,12.5511,TRUE
pp442,child,121,bin_2,2,trial5,cheek,6.5035,TRUE
pp442,child,121,bin_3,3,trial5,cheek,3.3981,TRUE
pp442,child,121,bin_4,4,trial5,cheek,3.0746000000000002,TRUE
pp442,child,121,bin_5,5,trial5,cheek,4.0532,TRUE
pp442,child,121,bin_6,6,trial5,cheek,9.7277,TRUE
pp442,child,121,bin_7,7,trial5,cheek,3.5949,TRUE
pp442,child,121,bin_8,8,trial5,cheek,3.4029,TRUE
pp442,child,121,bin_9,9,trial5,cheek,3.5267,TRUE
pp442,child,121,bin_10,10,trial5,cheek,3.2766,TRUE
pp442,adult,131,bin_0,0,trial4,brow,1.9589,TRUE
pp442,adult,131,bin_1,1,trial4,brow,2.0237,TRUE
pp442,adult,131,bin_2,2,trial4,brow,1.7764,TRUE
pp442,adult,131,bin_3,3,trial4,brow,1.7995,TRUE
pp442,adult,131,bin_4,4,trial4,brow,1.8632,TRUE
pp442,adult,131,bin_5,5,trial4,brow,1.9615,TRUE
pp442,adult,131,bin_6,6,trial4,brow,1.7074,TRUE
pp442,adult,131,bin_7,7,trial4,brow,1.9087,TRUE
pp442,adult,131,bin_8,8,trial4,brow,1.615,TRUE
pp442,adult,131,bin_9,9,trial4,brow,1.7571,TRUE
pp442,adult,131,bin_10,10,trial4,brow,2.0227,TRUE
pp442,adult,131,bin_0,0,trial4,cheek,6.4625,TRUE
pp442,adult,131,bin_1,1,trial4,cheek,3.3754,TRUE
pp442,adult,131,bin_2,2,trial4,cheek,3.1426,TRUE
pp442,adult,131,bin_3,3,trial4,cheek,2.7445,TRUE
pp442,adult,131,bin_4,4,trial4,cheek,2.7431,TRUE
pp442,adult,131,bin_5,5,trial4,cheek,2.6196,TRUE
pp442,adult,131,bin_6,6,trial4,cheek,3.5859,TRUE
pp442,adult,131,bin_7,7,trial4,cheek,2.7738,TRUE
pp442,adult,131,bin_8,8,trial4,cheek,2.6744,TRUE
pp442,adult,131,bin_9,9,trial4,cheek,3.1191,TRUE
pp442,adult,131,bin_10,10,trial4,cheek,2.8625,TRUE
pp442,adult,232,bin_0,0,trial1,brow,4.0206,TRUE
pp442,adult,232,bin_1,1,trial1,brow,1.2367,TRUE
pp442,adult,232,bin_2,2,trial1,brow,1.0891,TRUE
pp442,adult,232,bin_3,3,trial1,brow,1.3731,TRUE
pp442,adult,232,bin_4,4,trial1,brow,1.1446,TRUE
pp442,adult,232,bin_5,5,trial1,brow,2.0963,TRUE
pp442,adult,232,bin_6,6,trial1,brow,1.5155,TRUE
pp442,adult,232,bin_7,7,trial1,brow,1.5548,TRUE
pp442,adult,232,bin_8,8,trial1,brow,1.7088,TRUE
pp442,adult,232,bin_9,9,trial1,brow,1.4065,TRUE
pp442,adult,232,bin_10,10,trial1,brow,1.1964,TRUE
pp442,adult,232,bin_0,0,trial2,cheek,9.5249,TRUE
pp442,adult,232,bin_1,1,trial2,cheek,5.755,TRUE
pp442,adult,232,bin_2,2,trial2,cheek,7.7174,TRUE
pp442,adult,232,bin_3,3,trial2,cheek,5.4679,TRUE
pp442,adult,232,bin_4,4,trial2,cheek,7.0076,TRUE
pp442,adult,232,bin_5,5,trial2,cheek,8.4647,TRUE
pp442,adult,232,bin_6,6,trial2,cheek,9.1808,TRUE
pp442,adult,232,bin_7,7,trial2,cheek,6.7689,TRUE
pp442,adult,232,bin_8,8,trial2,cheek,7.6715,TRUE
pp442,adult,232,bin_9,9,trial2,cheek,6.512,TRUE
pp442,adult,232,bin_10,10,trial2,cheek,3.9375,TRUE
pp442,child,323,bin_0,0,trial5,brow,2.541,TRUE
pp442,child,323,bin_1,1,trial5,brow,1.6049,TRUE
pp442,child,323,bin_2,2,trial5,brow,2.164,TRUE
pp442,child,323,bin_3,3,trial5,brow,2.3552,TRUE
pp442,child,323,bin_4,4,trial5,brow,1.5947,TRUE
pp442,child,323,bin_5,5,trial5,brow,2.4171,TRUE
pp442,child,323,bin_6,6,trial5,brow,1.6125,TRUE
pp442,child,323,bin_7,7,trial5,brow,1.7847,TRUE
pp442,child,323,bin_8,8,trial5,brow,1.4758,TRUE
pp442,child,323,bin_9,9,trial5,brow,1.5455,TRUE
pp442,child,323,bin_10,10,trial5,brow,1.6508,TRUE
pp442,child,424,bin_0,0,trial1,brow,2.2307,TRUE
pp442,child,424,bin_1,1,trial1,brow,3.8372,TRUE
pp442,child,424,bin_2,2,trial1,brow,1.3649,TRUE
pp442,child,424,bin_3,3,trial1,brow,1.9697,TRUE
pp442,child,424,bin_4,4,trial1,brow,1.7562,TRUE
pp442,child,424,bin_5,5,trial1,brow,1.4418,TRUE
pp442,child,424,bin_6,6,trial1,brow,1.2526,TRUE
pp442,child,424,bin_7,7,trial1,brow,1.5225,TRUE
pp442,child,424,bin_8,8,trial1,brow,1.7522,TRUE
pp442,child,424,bin_9,9,trial1,brow,1.4405,TRUE
pp442,child,424,bin_10,10,trial1,brow,2.2189,TRUE
pp442,child,424,bin_0,0,trial2,cheek,11.0536,TRUE
pp442,child,424,bin_1,1,trial2,cheek,4.3803,TRUE
pp442,child,424,bin_2,2,trial2,cheek,3.5745,TRUE
pp442,child,424,bin_3,3,trial2,cheek,3.0923,TRUE
pp442,child,424,bin_4,4,trial2,cheek,4.348,TRUE
pp442,child,424,bin_5,5,trial2,cheek,3.7412,TRUE
pp442,child,424,bin_6,6,trial2,cheek,2.7506,TRUE
pp442,child,424,bin_7,7,trial2,cheek,3.6728,TRUE
pp442,child,424,bin_8,8,trial2,cheek,5.1302,TRUE
pp442,child,424,bin_9,9,trial2,cheek,3.0987,TRUE
pp442,child,424,bin_10,10,trial2,cheek,3.2939,TRUE
pp442,adult,434,bin_0,0,trial8,cheek,8.0102,TRUE
pp442,adult,434,bin_1,1,trial8,cheek,15.3939,TRUE
pp442,adult,434,bin_2,2,trial8,cheek,9.2178,TRUE
pp442,adult,434,bin_3,3,trial8,cheek,8.4348,TRUE
pp442,adult,434,bin_4,4,trial8,cheek,6.608,TRUE
pp442,adult,434,bin_5,5,trial8,cheek,7.7982,TRUE
pp442,adult,434,bin_6,6,trial8,cheek,6.2885,TRUE
pp442,adult,434,bin_7,7,trial8,cheek,7.7453,TRUE
pp442,adult,434,bin_8,8,trial8,cheek,7.56,TRUE
pp442,adult,434,bin_9,9,trial8,cheek,8.6332,TRUE
pp442,adult,434,bin_10,10,trial8,cheek,6.9719,TRUE
pp442,child,525,bin_0,0,trial5,brow,1.6739,TRUE
pp442,child,525,bin_1,1,trial5,brow,1.2604,TRUE
pp442,child,525,bin_2,2,trial5,brow,1.6436,TRUE
pp442,child,525,bin_3,3,trial5,brow,1.4173,TRUE
pp442,child,525,bin_4,4,trial5,brow,1.7259,TRUE
pp442,child,525,bin_5,5,trial5,brow,1.3377,TRUE
pp442,child,525,bin_6,6,trial5,brow,1.0442,TRUE
pp442,child,525,bin_7,7,trial5,brow,1.058,TRUE
pp442,child,525,bin_8,8,trial5,brow,1.1114,TRUE
pp442,child,525,bin_9,9,trial5,brow,1.161,TRUE
pp442,child,525,bin_10,10,trial5,brow,1.2869,TRUE
pp442,child,525,bin_0,0,trial5,cheek,9.6156,TRUE
pp442,child,525,bin_1,1,trial5,cheek,4.7978,TRUE
pp442,child,525,bin_2,2,trial5,cheek,2.9707,TRUE
pp442,child,525,bin_3,3,trial5,cheek,3.9549,TRUE
pp442,child,525,bin_4,4,trial5,cheek,3.2295,TRUE
pp442,child,525,bin_5,5,trial5,cheek,3.4268,TRUE
pp442,child,525,bin_6,6,trial5,cheek,2.8944,TRUE
pp442,child,525,bin_7,7,trial5,cheek,2.6956,TRUE
pp442,child,525,bin_8,8,trial5,cheek,2.5511,TRUE
pp442,child,525,bin_9,9,trial5,cheek,2.9082,TRUE
pp442,child,525,bin_10,10,trial5,cheek,2.8634,TRUE
pp442,adult,535,bin_0,0,trial5,cheek,8.5358,TRUE
pp442,adult,535,bin_1,1,trial5,cheek,10.7059,TRUE
pp442,adult,535,bin_2,2,trial5,cheek,8.9718,TRUE
pp442,adult,535,bin_3,3,trial5,cheek,8.2409,TRUE
pp442,adult,535,bin_4,4,trial5,cheek,8.545,TRUE
pp442,adult,535,bin_5,5,trial5,cheek,8.1427,TRUE
pp442,adult,535,bin_6,6,trial5,cheek,9.375,TRUE
pp442,adult,535,bin_7,7,trial5,cheek,8.0078,TRUE
pp442,adult,535,bin_8,8,trial5,cheek,6.6884,TRUE
pp442,adult,535,bin_9,9,trial5,cheek,5.9719,TRUE
pp442,adult,535,bin_10,10,trial5,cheek,4.935,TRUE
pp443,child,121,bin_0,0,trial1,brow,18.441,TRUE
pp443,child,121,bin_1,1,trial1,brow,19.0685,TRUE
pp443,child,121,bin_2,2,trial1,brow,13.5207,TRUE
pp443,child,121,bin_3,3,trial1,brow,17.5634,TRUE
pp443,child,121,bin_4,4,trial1,brow,13.7706,TRUE
pp443,child,121,bin_5,5,trial1,brow,17.8563,TRUE
pp443,child,121,bin_6,6,trial1,brow,18.389,TRUE
pp443,child,121,bin_7,7,trial1,brow,16.9181,TRUE
pp443,child,121,bin_8,8,trial1,brow,14.9059,TRUE
pp443,child,121,bin_9,9,trial1,brow,15.4544,TRUE
pp443,child,121,bin_10,10,trial1,brow,15.0554,TRUE
pp443,child,121,bin_0,0,trial1,cheek,7.4908,TRUE
pp443,child,121,bin_1,1,trial1,cheek,6.6604,TRUE
pp443,child,121,bin_2,2,trial1,cheek,6.0546,TRUE
pp443,child,121,bin_3,3,trial1,cheek,6.0432,TRUE
pp443,child,121,bin_4,4,trial1,cheek,9.3526,TRUE
pp443,child,121,bin_5,5,trial1,cheek,6.2522,TRUE
pp443,child,121,bin_6,6,trial1,cheek,7.7314,TRUE
pp443,child,121,bin_7,7,trial1,cheek,8.4146,TRUE
pp443,child,121,bin_8,8,trial1,cheek,8.5881,TRUE
pp443,child,121,bin_9,9,trial1,cheek,7.5861,TRUE
pp443,child,121,bin_10,10,trial1,cheek,6.7686,TRUE
pp443,adult,131,bin_0,0,trial8,brow,12.4979,TRUE
pp443,adult,131,bin_1,1,trial8,brow,12.8514,TRUE
pp443,adult,131,bin_2,2,trial8,brow,10.4127,TRUE
pp443,adult,131,bin_3,3,trial8,brow,9.5349,TRUE
pp443,adult,131,bin_4,4,trial8,brow,7.3916,TRUE
pp443,adult,131,bin_5,5,trial8,brow,8.9905,TRUE
pp443,adult,131,bin_6,6,trial8,brow,9.1481,TRUE
pp443,adult,131,bin_7,7,trial8,brow,8.9497,TRUE
pp443,adult,131,bin_8,8,trial8,brow,8.9049,TRUE
pp443,adult,131,bin_9,9,trial8,brow,7.8567,TRUE
pp443,adult,131,bin_10,10,trial8,brow,8.8988,TRUE
pp443,adult,232,bin_0,0,trial2,brow,8.9177,TRUE
pp443,adult,232,bin_1,1,trial2,brow,14.809,TRUE
pp443,adult,232,bin_2,2,trial2,brow,7.3594,TRUE
pp443,adult,232,bin_3,3,trial2,brow,7.892,TRUE
pp443,adult,232,bin_4,4,trial2,brow,5.9973,TRUE
pp443,adult,232,bin_5,5,trial2,brow,6.6851,TRUE
pp443,adult,232,bin_6,6,trial2,brow,6.5475,TRUE
pp443,adult,232,bin_7,7,trial2,brow,5.3237,TRUE
pp443,adult,232,bin_8,8,trial2,brow,19.6293,TRUE
pp443,adult,232,bin_9,9,trial2,brow,15.2998,TRUE
pp443,adult,232,bin_10,10,trial2,brow,10.0482,TRUE
pp443,adult,232,bin_0,0,trial7,cheek,6.905,TRUE
pp443,adult,232,bin_1,1,trial7,cheek,4.1223,TRUE
pp443,adult,232,bin_2,2,trial7,cheek,3.0484,TRUE
pp443,adult,232,bin_3,3,trial7,cheek,3.6927,TRUE
pp443,adult,232,bin_4,4,trial7,cheek,3.3201,TRUE
pp443,adult,232,bin_5,5,trial7,cheek,3.8401,TRUE
pp443,adult,232,bin_6,6,trial7,cheek,3.2746,TRUE
pp443,adult,232,bin_7,7,trial7,cheek,3.2674,TRUE
pp443,adult,232,bin_8,8,trial7,cheek,3.3908,TRUE
pp443,adult,232,bin_9,9,trial7,cheek,3.3521,TRUE
pp443,adult,232,bin_10,10,trial7,cheek,3.5878,TRUE
pp443,child,323,bin_0,0,trial7,brow,21.9167,TRUE
pp443,child,323,bin_1,1,trial7,brow,20.9845,TRUE
pp443,child,323,bin_2,2,trial7,brow,28.775,TRUE
pp443,child,323,bin_3,3,trial7,brow,29.5067,TRUE
pp443,child,323,bin_4,4,trial7,brow,33.7502,TRUE
pp443,child,323,bin_5,5,trial7,brow,30.2443,TRUE
pp443,child,323,bin_6,6,trial7,brow,18.251,TRUE
pp443,child,323,bin_7,7,trial7,brow,18.411,TRUE
pp443,child,323,bin_8,8,trial7,brow,15.6221,TRUE
pp443,child,323,bin_9,9,trial7,brow,22.8783,TRUE
pp443,child,323,bin_10,10,trial7,brow,21.7685,TRUE
pp443,child,323,bin_0,0,trial7,cheek,29.0032,TRUE
pp443,child,323,bin_1,1,trial7,cheek,20.8154,TRUE
pp443,child,323,bin_2,2,trial7,cheek,20.3285,TRUE
pp443,child,323,bin_3,3,trial7,cheek,12.5403,TRUE
pp443,child,323,bin_4,4,trial7,cheek,14.2587,TRUE
pp443,child,323,bin_5,5,trial7,cheek,8.7372,TRUE
pp443,child,323,bin_6,6,trial7,cheek,3.9301,TRUE
pp443,child,323,bin_7,7,trial7,cheek,3.2703,TRUE
pp443,child,323,bin_8,8,trial7,cheek,3.1263,TRUE
pp443,child,323,bin_9,9,trial7,cheek,3.6033,TRUE
pp443,child,323,bin_10,10,trial7,cheek,3.4452,TRUE
pp443,child,424,bin_0,0,trial5,cheek,3.5707,TRUE
pp443,child,424,bin_1,1,trial5,cheek,3.0265,TRUE
pp443,child,424,bin_2,2,trial5,cheek,3.3883,TRUE
pp443,child,424,bin_3,3,trial5,cheek,4.0002,TRUE
pp443,child,424,bin_4,4,trial5,cheek,3.1266,TRUE
pp443,child,424,bin_5,5,trial5,cheek,3.0362,TRUE
pp443,child,424,bin_6,6,trial5,cheek,3.2916,TRUE
pp443,child,424,bin_7,7,trial5,cheek,2.9737,TRUE
pp443,child,424,bin_8,8,trial5,cheek,2.7647,TRUE
pp443,child,424,bin_9,9,trial5,cheek,3.1949,TRUE
pp443,child,424,bin_10,10,trial5,cheek,3.2655,TRUE
pp443,adult,434,bin_0,0,trial3,cheek,8.153,TRUE
pp443,adult,434,bin_1,1,trial3,cheek,3.1884,TRUE
pp443,adult,434,bin_2,2,trial3,cheek,2.8936,TRUE
pp443,adult,434,bin_3,3,trial3,cheek,2.9253,TRUE
pp443,adult,434,bin_4,4,trial3,cheek,3.6395,TRUE
pp443,adult,434,bin_5,5,trial3,cheek,3.8812,TRUE
pp443,adult,434,bin_6,6,trial3,cheek,3.4318,TRUE
pp443,adult,434,bin_7,7,trial3,cheek,3.5076,TRUE
pp443,adult,434,bin_8,8,trial3,cheek,3.9043,TRUE
pp443,adult,434,bin_9,9,trial3,cheek,3.1144,TRUE
pp443,adult,434,bin_10,10,trial3,cheek,4.1237,TRUE
pp443,child,525,bin_0,0,trial5,cheek,4.3851,TRUE
pp443,child,525,bin_1,1,trial5,cheek,4.0537,TRUE
pp443,child,525,bin_2,2,trial5,cheek,3.9633,TRUE
pp443,child,525,bin_3,3,trial5,cheek,3.3642,TRUE
pp443,child,525,bin_4,4,trial5,cheek,3.0596,TRUE
pp443,child,525,bin_5,5,trial5,cheek,3.172,TRUE
pp443,child,525,bin_6,6,trial5,cheek,3.3758,TRUE
pp443,child,525,bin_7,7,trial5,cheek,3.6532,TRUE
pp443,child,525,bin_8,8,trial5,cheek,3.7956,TRUE
pp443,child,525,bin_9,9,trial5,cheek,3.8458,TRUE
pp443,child,525,bin_10,10,trial5,cheek,3.9533,TRUE
pp443,adult,535,bin_0,0,trial1,brow,14.6484,TRUE
pp443,adult,535,bin_1,1,trial1,brow,39.006100000000004,TRUE
pp443,adult,535,bin_2,2,trial1,brow,44.7716,TRUE
pp443,adult,535,bin_3,3,trial1,brow,28.8398,TRUE
pp443,adult,535,bin_4,4,trial1,brow,18.2966,TRUE
pp443,adult,535,bin_5,5,trial1,brow,10.8532,TRUE
pp443,adult,535,bin_6,6,trial1,brow,17.2599,TRUE
pp443,adult,535,bin_7,7,trial1,brow,6.2265,TRUE
pp443,adult,535,bin_8,8,trial1,brow,4.3899,TRUE
pp443,adult,535,bin_9,9,trial1,brow,3.7897,TRUE
pp443,adult,535,bin_10,10,trial1,brow,4.4419,TRUE
pp443,adult,535,bin_0,0,trial2,cheek,10.6616,TRUE
pp443,adult,535,bin_1,1,trial2,cheek,8.0722,TRUE
pp443,adult,535,bin_2,2,trial2,cheek,4.7105,TRUE
pp443,adult,535,bin_3,3,trial2,cheek,4.034,TRUE
pp443,adult,535,bin_4,4,trial2,cheek,4.2989,TRUE
pp443,adult,535,bin_5,5,trial2,cheek,3.8091,TRUE
pp443,adult,535,bin_6,6,trial2,cheek,4.9499,TRUE
pp443,adult,535,bin_7,7,trial2,cheek,4.6423,TRUE
pp443,adult,535,bin_8,8,trial2,cheek,5.3388,TRUE
pp443,adult,535,bin_9,9,trial2,cheek,5.9772,TRUE
pp443,adult,535,bin_10,10,trial2,cheek,5.0392,TRUE
pp444,child,121,bin_0,0,trial3,brow,15.0709,TRUE
pp444,child,121,bin_1,1,trial3,brow,13.5088,TRUE
pp444,child,121,bin_2,2,trial3,brow,8.498,TRUE
pp444,child,121,bin_3,3,trial3,brow,10.541,TRUE
pp444,child,121,bin_4,4,trial3,brow,10.2102,TRUE
pp444,child,121,bin_5,5,trial3,brow,8.663,TRUE
pp444,child,121,bin_6,6,trial3,brow,7.2119,TRUE
pp444,child,121,bin_7,7,trial3,brow,9.9269,TRUE
pp444,child,121,bin_8,8,trial3,brow,6.506,TRUE
pp444,child,121,bin_9,9,trial3,brow,7.5555,TRUE
pp444,child,121,bin_10,10,trial3,brow,6.5803,TRUE
pp444,child,121,bin_0,0,trial5,cheek,6.7122,TRUE
pp444,child,121,bin_1,1,trial5,cheek,6.9345,TRUE
pp444,child,121,bin_2,2,trial5,cheek,8.8183,TRUE
pp444,child,121,bin_3,3,trial5,cheek,3.4441,TRUE
pp444,child,121,bin_4,4,trial5,cheek,3.4488,TRUE
pp444,child,121,bin_5,5,trial5,cheek,4.6071,TRUE
pp444,child,121,bin_6,6,trial5,cheek,4.0117,TRUE
pp444,child,121,bin_7,7,trial5,cheek,4.072,TRUE
pp444,child,121,bin_8,8,trial5,cheek,3.9841,TRUE
pp444,child,121,bin_9,9,trial5,cheek,4.5904,TRUE
pp444,child,121,bin_10,10,trial5,cheek,3.1183,TRUE
